runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,windowBits,slideBits,dtb,minFrames,targetFrameErrors,maxFrames,sourceStage09RowId
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.3999999999999999,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.7999999999999998,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.2,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.6,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-2.0,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,-0.3,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,0.10000000000000009,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,0.5,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,0.9000000000000001,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,1.3,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,1.7000000000000002,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,0.5,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,0.9,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,1.3,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,1.7000000000000002,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,2.1,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,2.5,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W160-S25-D126,R34,DENSE_GRID,2.9000000000000004,160,25,126,1000,200,50000,STAGE09_DENSE_RANGE
