caseName,pattern,errorKind,payload,motherCodeword,shortenedCodeword,received,syndromes,allZeroSyndrome,nonzeroSyndromeCount,locator,locatorDegree,rootPositions,shortenedErrorPositions,rootsInShortenedPrefix,correctedShortened,decodedPayload,postSyndromes,postSyndromeZero,bmIterationCount,failureReason,status,truePayloadRecovered,reportedSuccess,miscorrected
BCH-B200,0,T_PLUS_1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000,122:224:238:170:130:254:253:35:252:23:241:227,0,12,1:122:192:21:247:12:124,6,118:177:219,111:170:212,0,00000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000,122:224:238:170:130:254:253:35:252:23:241:227,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,0,T_PLUS_2,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000,48:105:32:248:181:116:237:247:132:107:184:180,0,12,1:48:215:81:74:142:187,6,187,180,0,00000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000,00000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000,48:105:32:248:181:116:237:247:132:107:184:180,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,0,HIGH_WEIGHT,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000100000000000000010000000000001000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000,186:62:119:61:135:177:172:56:68:6:23:123,0,12,1:186:199:59:40:170:26,6,218,211,0,00000001000000000000100000000000000010000000000001000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000,00000001000000000000100000000000000010000000000001000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000,186:62:119:61:135:177:172:56:68:6:23:123,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,1,T_PLUS_1,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,10000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,101:168:173:39:137:54:235:97:160:82:202:125,0,12,1:101:66:220:77:89:64,6,,,0,10000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,10000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,101:168:173:39:137:54:235:97:160:82:202:125,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,1,T_PLUS_2,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,10000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,115:161:11:102:118:69:191:173:110:176:58:220,0,12,1:115:42:30:242:138:27,6,,,0,10000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,10000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,115:161:11:102:118:69:191:173:110:176:58:220,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,1,HIGH_WEIGHT,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,10000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,56:41:233:53:214:235:11:120:247:215:134:239,0,12,1:56:185:31:72:164:56,6,,,0,10000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010010101111110011000011100010100000010010110011,10000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,56:41:233:53:214:235:11:120:247:215:134:239,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,2,T_PLUS_1,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,000000001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010001,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010001,01001011010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010110,104:249:164:246:180:119:153:163:237:106:191:177,0,12,1:104:58:61:231:121:192,6,211,204,0,01001011010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010110,01001011010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,104:249:164:246:180:119:153:163:237:106:191:177,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,2,T_PLUS_2,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,000000001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010001,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010001,01011010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110011110,182:110:77:237:24:156:18:251:62:93:157:94,0,12,1:182:124:147:202:91:149,6,,,0,01011010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110011110,01011010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,182:110:77:237:24:156:18:251:62:93:157:94,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,2,HIGH_WEIGHT,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,000000001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010001,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110010001,01010010101101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110001110,77:156:149:94:113:31:181:132:14:165:101:72,0,12,1:77:134:249:220:140:40,6,162,155,0,01010010101101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001110011010101110111110100001100000001110001110,01010010101101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,77:156:149:94:113:31:181:132:14:165:101:72,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,3,T_PLUS_1,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,000000010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010011100110101011101111101000011000000011100100010,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010011100110101011101111101000011000000011100100010,10101010101010101010100010101010101010101010101010101010101010101010101010111010101010101010101010101010101010111010101010101010001010101010101010101010101010101010001010101010101011101010101010101010011100110101011100111101000011000000011100100010,57:40:233:52:69:235:82:121:16:220:107:239,0,12,1:57:148:205:91:12:100,6,,,0,10101010101010101010100010101010101010101010101010101010101010101010101010111010101010101010101010101010101010111010101010101010001010101010101010101010101010101010001010101010101011101010101010101010011100110101011100111101000011000000011100100010,10101010101010101010100010101010101010101010101010101010101010101010101010111010101010101010101010101010101010111010101010101010001010101010101010101010101010101010001010101010101011101010101010101010,57:40:233:52:69:235:82:121:16:220:107:239,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,3,T_PLUS_2,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,000000010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010011100110101011101111101000011000000011100100010,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010011100110101011101111101000011000000011100100010,10101010101010101010100010101010101010101010101010101010101010101010101010111010101010101010101010101010101010111010101010101010001010101010101010101010101010101010001010101010101011101010101010101010011100110101011100111101000011000010011100100010,190:46:220:32:251:147:241:116:253:242:63:11,0,12,1:190:16:151:81:71:41,6,195,188,0,10101010101010101010100010101010101010101010101010101010101010101010101010111010101010101010101010101010101010111010101010101010001010101010101010101010101010101010001010101010101011101010101010101010011100110101011100111101000011000010011100100010,10101010101010101010100010101010101010101010101010101010101010101010101010111010101010101010101010101010101010111010101010101010001010101010101010101010101010101010001010101010101011101010101010101010,190:46:220:32:251:147:241:116:253:242:63:11,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,3,HIGH_WEIGHT,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,000000010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010011100110101011101111101000011000000011100100010,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010011100110101011101111101000011000000011100100010,10101010101010101010100010101010101010111010101010101010101010101010101010111010101010101010001010101010101010111010101010101010001010101010101011101010101010101010001010101010101011101010101010101010011100110101011100111101000011000010011100100010,217:130:177:23:58:123:163:8:43:45:159:225,0,12,1:217:213:209:29:45:2,6,248,241,0,10101010101010101010100010101010101010111010101010101010101010101010101010111010101010101010001010101010101010111010101010101010001010101010101011101010101010101010001010101010101011101010101010101010011100110101011100111101000011000010011100100010,10101010101010101010100010101010101010111010101010101010101010101010101010111010101010101010001010101010101010111010101010101010001010101010101011101010101010101010001010101010101011101010101010101010,217:130:177:23:58:123:163:8:43:45:159:225,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,4,T_PLUS_1,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110,000000001001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,221:146:33:10:18:117:66:68:9:25:108:181,0,12,1:221:82:202:99:26:39,6,,,0,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100010010110100100101101001011011010010110100100101101001011011010010110,221:146:33:10:18:117:66:68:9:25:108:181,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,4,T_PLUS_2,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110,000000001001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100110010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,37:101:151:168:76:27:97:39:134:157:110:88,0,12,1:37:170:155:245:237:180,6,,,0,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100110010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100110010110100100101101001011011010010110100100101101001011011010010110,37:101:151:168:76:27:97:39:134:157:110:88,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,4,HIGH_WEIGHT,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110,000000001001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100101110110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,120:228:92:186:235:128:42:62:77:239:117:19,0,12,1:120:47:142:250:238:61,6,,,0,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100101110110100100101101001011011010010110100100101101001011011010010110100011101001011001110110101111100000110110000110,01001011010010010110100101101101001011010010010110100101101101001011010010010110100101101101001011010010010110100100101101000100100101110110100100101101001011011010010110100100101101001011011010010110,120:228:92:186:235:128:42:62:77:239:117:19,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,5,T_PLUS_1,11010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100,000000011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100110011000011101000111110011010100000011001110100,11010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100110011000011101000111110011010100000011001110100,11010010010100100101101101001011010010010010100101101101001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100110011000011101000111110011010100000011001110100,18:25:48:92:126:105:193:128:197:240:147:248,0,12,1:18:117:102:121:4:214,6,123:182:224,116:175:217,0,11010010010100100101101101001011010010010010100101101101001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100110011000011101000111110011010100000011001110100,11010010010100100101101101001011010010010010100101101101001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100,18:25:48:92:126:105:193:128:197:240:147:248,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,5,T_PLUS_2,11010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100,000000011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100110011000011101000111110011010100000011001110100,11010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100110011000011101000111110011010100000011001110100,11010010010100100101101101001011010010010010100101101101001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100110011000011101100111110011010100000011001110100,143:70:233:217:152:235:211:130:226:78:60:239,0,12,1:143:230:25:152:122:40,6,192,185,0,11010010010100100101101101001011010010010010100101101101001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100110011000011101100111110011010100000011001110100,11010010010100100101101101001011010010010010100101101101001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100,143:70:233:217:152:235:211:130:226:78:60:239,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,5,HIGH_WEIGHT,11010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100,000000011010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100110011000011101000111110011010100000011001110100,11010010010110100101101101001011010010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100110011000011101000111110011010100000011001110100,11010010010100100101101100001011010010010010100101101111001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100110011000011101100111110011010100000011001111100,20:13:24:81:125:93:55:209:186:245:137:129,0,12,1:20:208:26:39:102:15,6,223,216,0,11010010010100100101101100001011010010010010100101101111001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100110011000011101100111110011010100000011001111100,11010010010100100101101100001011010010010010100101101111001011010010011110100100101101001011011010000110100100101101001011011010110110100100101101001011011011010110100100101101001001011000010110110100,20:13:24:81:125:93:55:209:186:245:137:129,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,6,T_PLUS_1,10010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101,000000010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010101011011101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,194:218:139:135:140:86:28:6:116:67:45:196,0,12,1:194:23:123:51:55:245,6,,,0,10010101011011101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010101011011101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101,194:218:139:135:140:86:28:6:116:67:45:196,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,6,T_PLUS_2,10010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101,000000010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010101011010101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,57:40:9:52:217:65:204:121:21:130:162:204,0,12,1:57:184:111:25:141:43,6,,,0,10010101011010101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010101011010101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101,57:40:9:52:217:65:204:121:21:130:162:204,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,6,HIGH_WEIGHT,10010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101,000000010010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010110100101101101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010101011010010101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,200:158:244:90:185:167:224:148:220:59:238:114,0,12,1:200:5:67:83:151:179,6,,,0,10010101011010010101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101000011000100000010001001010010111101100111100010,10010101011010010101001011010010010110100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101,200:158:244:90:185:167:224:148:220:59:238:114,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
BCH-B200,7,T_PLUS_1,10100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101001001011010010110110100101101001001,000000010100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101001001011010010110110100101101001001100111010011110110010110001000101000001010011100,10100100101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101001001011010010110110100101101001001100111010011110110010110001000101000001010011100,10111010101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101001001011010010110110100101101001001100111010011110110010110001000101000001010011011,104:249:164:246:180:119:153:163:237:106:191:177,0,12,1:104:58:61:231:121:192,6,211,204,0,10111010101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101001001011010010110110100101101001001100111010011110110010110001000101000001010011011,10111010101101001011011010010110100100101101001011011010010110100100101101001011011010010110100100101101001001011010010110110100101101001001011010010110110100101101001001011010010110110100101101001001,104:249:164:246:180:119:153:163:237:106:191:177,0,12,root count differs from locator degree,INVALID_ROOT_COUNT,0,0,0
