caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,18,4.000000,segmentCount,0,0,0,0
BCH-B200,18,4.000000,initialSyndromeCount,0,0,0,0
BCH-B200,18,4.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,18,4.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,18,4.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,18,4.000000,syndromeXorCount,0,0,0,0
BCH-B200,18,4.000000,syndromeShiftCount,0,0,0,0
BCH-B200,18,4.000000,tableLookupCount,0,0,0,0
BCH-B200,18,4.000000,lookupHitCount,0,0,0,0
BCH-B200,18,4.000000,lookupMissCount,0,0,0,0
BCH-B200,18,4.000000,bitFlipCount,17140,2.8400994200497101,6,6
BCH-B200,18,4.000000,postSyndromeCheckCount,6035,1,1,1
BCH-B200,18,4.000000,correctedSegmentCount,0,0,0,0
BCH-B200,18,4.000000,failedSegmentCount,0,0,0,0
BCH-B200,18,4.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,18,4.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,18,4.000000,syndromeValueCount,72420,12,12,12
BCH-B200,18,4.000000,syndromeEvaluationCount,18467100,3060,3060,3060
BCH-B200,18,4.000000,bmIterationCount,69096,11.449212924606462,12,12
BCH-B200,18,4.000000,bmDiscrepancyCount,69096,11.449212924606462,12,12
BCH-B200,18,4.000000,bmLocatorUpdateCount,32117,5.3217895608947803,16,16
BCH-B200,18,4.000000,bmPolynomialCopyCount,18311,3.0341342170671086,6,6
BCH-B200,18,4.000000,chienPositionTestCount,1468035,243.25352112676057,255,255
BCH-B200,18,4.000000,chienPolynomialEvaluationCount,1468035,243.25352112676057,255,255
BCH-B200,18,4.000000,chienRootCount,17315,2.8690969345484674,6,6
BCH-B200,18,4.000000,gfAddCount,24273361,4022.0979287489645,4837,5437
BCH-B200,18,4.000000,gfMultiplyCount,6324121,1047.9073736536868,1837,1837
BCH-B200,18,4.000000,gfDivideCount,18311,3.0341342170671086,6,6
BCH-B200,18,4.000000,gfInverseCount,0,0,0,0
BCH-B200,18,4.000000,locatorDegree,18341,3.0391052195526096,6,7
BCH-B200,18,4.000000,rootCount,17315,2.8690969345484674,6,6
BCH-B200,18,4.000000,decoderFailureCount,200,0.033140016570008285,0,1
BCH-B200,18,4.000000,miscorrectionCount,0,0,0,0
