caseId,stage06SnrDb,stage07SnrDb,stage06Ber,stage07Ber,stage06Fer,stage07Fer,stage06Frames,stage07Frames,absoluteDifference,relativeDifference,statisticalComment
ALL,,,,,,,,,,,NO_EXACT_OVERLAP
