caseId,snrIndex,snrDb,status,processedFrames,frameErrors,stopReason,checkpointPath,lastUpdated
K200_M255K207,34,17,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_034/stage07_awgn_dense_formal_K200_M255K207_034_checkpoint.json,1785156691
K200_M255K207,35,17.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_035/stage07_awgn_dense_formal_K200_M255K207_035_checkpoint.json,1785156697
K200_M255K207,36,18,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_036/stage07_awgn_dense_formal_K200_M255K207_036_checkpoint.json,1785156705
K200_M511K421,0,0,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_000/stage07_awgn_dense_formal_K200_M511K421_000_checkpoint.json,1785156706
K200_M511K421,1,0.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_001/stage07_awgn_dense_formal_K200_M511K421_001_checkpoint.json,1785156706
K200_M511K421,2,1,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_002/stage07_awgn_dense_formal_K200_M511K421_002_checkpoint.json,1785156706
K200_M511K421,3,1.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_003/stage07_awgn_dense_formal_K200_M511K421_003_checkpoint.json,1785156706
K200_M511K421,4,2,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_004/stage07_awgn_dense_formal_K200_M511K421_004_checkpoint.json,1785156706
K200_M511K421,5,2.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_005/stage07_awgn_dense_formal_K200_M511K421_005_checkpoint.json,1785156706
K200_M511K421,6,3,COMPLETE,1000,997,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_006/stage07_awgn_dense_formal_K200_M511K421_006_checkpoint.json,1785156706
K200_M511K421,7,3.5,COMPLETE,1000,986,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_007/stage07_awgn_dense_formal_K200_M511K421_007_checkpoint.json,1785156706
K200_M511K421,8,4,COMPLETE,1000,950,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_008/stage07_awgn_dense_formal_K200_M511K421_008_checkpoint.json,1785156707
K200_M511K421,9,4.5,COMPLETE,1000,813,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_009/stage07_awgn_dense_formal_K200_M511K421_009_checkpoint.json,1785156707
K200_M511K421,10,5,COMPLETE,1000,562,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_010/stage07_awgn_dense_formal_K200_M511K421_010_checkpoint.json,1785156707
K200_M511K421,11,5.5,COMPLETE,1000,243,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_011/stage07_awgn_dense_formal_K200_M511K421_011_checkpoint.json,1785156708
K200_M511K421,12,6,COMPLETE,2540,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M511K421/snr_012/stage07_awgn_dense_formal_K200_M511K421_012_checkpoint.json,1785156708
