caseId,snrIndex,snrDb,status,processedFrames,frameErrors,stopReason,checkpointPath,lastUpdated
K200_S15,0,0,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_000/stage07_awgn_dense_formal_K200_S15_000_checkpoint.json,1785156509
K200_S15,1,0.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_001/stage07_awgn_dense_formal_K200_S15_001_checkpoint.json,1785156509
K200_S15,2,1,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_002/stage07_awgn_dense_formal_K200_S15_002_checkpoint.json,1785156509
K200_S15,3,1.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_003/stage07_awgn_dense_formal_K200_S15_003_checkpoint.json,1785156509
K200_S15,4,2,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_004/stage07_awgn_dense_formal_K200_S15_004_checkpoint.json,1785156509
K200_S15,5,2.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_005/stage07_awgn_dense_formal_K200_S15_005_checkpoint.json,1785156509
K200_S15,6,3,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_006/stage07_awgn_dense_formal_K200_S15_006_checkpoint.json,1785156509
K200_S15,7,3.5,COMPLETE,1000,997,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_007/stage07_awgn_dense_formal_K200_S15_007_checkpoint.json,1785156509
K200_S15,8,4,COMPLETE,1000,981,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_008/stage07_awgn_dense_formal_K200_S15_008_checkpoint.json,1785156509
K200_S15,9,4.5,COMPLETE,1000,955,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_009/stage07_awgn_dense_formal_K200_S15_009_checkpoint.json,1785156509
K200_S15,10,5,COMPLETE,1000,860,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_010/stage07_awgn_dense_formal_K200_S15_010_checkpoint.json,1785156509
K200_S15,11,5.5,COMPLETE,1000,746,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_011/stage07_awgn_dense_formal_K200_S15_011_checkpoint.json,1785156509
K200_S15,12,6,COMPLETE,1000,586,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_012/stage07_awgn_dense_formal_K200_S15_012_checkpoint.json,1785156509
K200_S15,13,6.5,COMPLETE,1000,398,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_013/stage07_awgn_dense_formal_K200_S15_013_checkpoint.json,1785156509
K200_S15,14,7,COMPLETE,1000,237,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_014/stage07_awgn_dense_formal_K200_S15_014_checkpoint.json,1785156509
K200_S15,15,7.5,COMPLETE,1539,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_015/stage07_awgn_dense_formal_K200_S15_015_checkpoint.json,1785156509
K200_S15,16,8,COMPLETE,3224,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_016/stage07_awgn_dense_formal_K200_S15_016_checkpoint.json,1785156510
K200_S15,17,8.5,COMPLETE,7089,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_017/stage07_awgn_dense_formal_K200_S15_017_checkpoint.json,1785156510
K200_S15,18,9,COMPLETE,20501,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_018/stage07_awgn_dense_formal_K200_S15_018_checkpoint.json,1785156512
K200_S15,19,9.5,COMPLETE,50000,172,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_019/stage07_awgn_dense_formal_K200_S15_019_checkpoint.json,1785156516
K200_S15,20,10,COMPLETE,50000,57,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_020/stage07_awgn_dense_formal_K200_S15_020_checkpoint.json,1785156520
K200_S15,21,10.5,COMPLETE,50000,17,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_021/stage07_awgn_dense_formal_K200_S15_021_checkpoint.json,1785156523
K200_S15,22,11,COMPLETE,50000,4,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_022/stage07_awgn_dense_formal_K200_S15_022_checkpoint.json,1785156526
K200_S15,23,11.5,COMPLETE,50000,1,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_023/stage07_awgn_dense_formal_K200_S15_023_checkpoint.json,1785156530
K200_S15,24,12,COMPLETE,50000,1,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_024/stage07_awgn_dense_formal_K200_S15_024_checkpoint.json,1785156533
K200_S15,25,12.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_025/stage07_awgn_dense_formal_K200_S15_025_checkpoint.json,1785156537
K200_S15,26,13,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_026/stage07_awgn_dense_formal_K200_S15_026_checkpoint.json,1785156541
K200_S15,27,13.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_027/stage07_awgn_dense_formal_K200_S15_027_checkpoint.json,1785156545
K200_S15,28,14,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_028/stage07_awgn_dense_formal_K200_S15_028_checkpoint.json,1785156549
K200_S15,29,14.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_029/stage07_awgn_dense_formal_K200_S15_029_checkpoint.json,1785156554
K200_S15,30,15,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_030/stage07_awgn_dense_formal_K200_S15_030_checkpoint.json,1785156562
K200_S15,31,15.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_031/stage07_awgn_dense_formal_K200_S15_031_checkpoint.json,1785156566
K200_S15,32,16,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_032/stage07_awgn_dense_formal_K200_S15_032_checkpoint.json,1785156571
K200_S15,33,16.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_033/stage07_awgn_dense_formal_K200_S15_033_checkpoint.json,1785156577
K200_S15,34,17,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_034/stage07_awgn_dense_formal_K200_S15_034_checkpoint.json,1785156581
K200_S15,35,17.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_035/stage07_awgn_dense_formal_K200_S15_035_checkpoint.json,1785156586
K200_S15,36,18,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_S15/snr_036/stage07_awgn_dense_formal_K200_S15_036_checkpoint.json,1785156593
K200_M255K207,0,0,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_000/stage07_awgn_dense_formal_K200_M255K207_000_checkpoint.json,1785156593
K200_M255K207,1,0.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_001/stage07_awgn_dense_formal_K200_M255K207_001_checkpoint.json,1785156593
K200_M255K207,2,1,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_002/stage07_awgn_dense_formal_K200_M255K207_002_checkpoint.json,1785156593
K200_M255K207,3,1.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_003/stage07_awgn_dense_formal_K200_M255K207_003_checkpoint.json,1785156594
K200_M255K207,4,2,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_004/stage07_awgn_dense_formal_K200_M255K207_004_checkpoint.json,1785156594
K200_M255K207,5,2.5,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_005/stage07_awgn_dense_formal_K200_M255K207_005_checkpoint.json,1785156594
K200_M255K207,6,3,COMPLETE,1000,1000,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_006/stage07_awgn_dense_formal_K200_M255K207_006_checkpoint.json,1785156594
K200_M255K207,7,3.5,COMPLETE,1000,997,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_007/stage07_awgn_dense_formal_K200_M255K207_007_checkpoint.json,1785156594
K200_M255K207,8,4,COMPLETE,1000,993,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_008/stage07_awgn_dense_formal_K200_M255K207_008_checkpoint.json,1785156594
K200_M255K207,9,4.5,COMPLETE,1000,962,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_009/stage07_awgn_dense_formal_K200_M255K207_009_checkpoint.json,1785156594
K200_M255K207,10,5,COMPLETE,1000,829,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_010/stage07_awgn_dense_formal_K200_M255K207_010_checkpoint.json,1785156595
K200_M255K207,11,5.5,COMPLETE,1000,580,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_011/stage07_awgn_dense_formal_K200_M255K207_011_checkpoint.json,1785156595
K200_M255K207,12,6,COMPLETE,1000,367,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_012/stage07_awgn_dense_formal_K200_M255K207_012_checkpoint.json,1785156595
K200_M255K207,13,6.5,COMPLETE,1464,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_013/stage07_awgn_dense_formal_K200_M255K207_013_checkpoint.json,1785156595
K200_M255K207,14,7,COMPLETE,5041,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_014/stage07_awgn_dense_formal_K200_M255K207_014_checkpoint.json,1785156596
K200_M255K207,15,7.5,COMPLETE,28585,200,TARGET_FRAME_ERRORS_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_015/stage07_awgn_dense_formal_K200_M255K207_015_checkpoint.json,1785156599
K200_M255K207,16,8,COMPLETE,50000,60,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_016/stage07_awgn_dense_formal_K200_M255K207_016_checkpoint.json,1785156603
K200_M255K207,17,8.5,COMPLETE,50000,3,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_017/stage07_awgn_dense_formal_K200_M255K207_017_checkpoint.json,1785156607
K200_M255K207,18,9,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_018/stage07_awgn_dense_formal_K200_M255K207_018_checkpoint.json,1785156612
K200_M255K207,19,9.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_019/stage07_awgn_dense_formal_K200_M255K207_019_checkpoint.json,1785156618
K200_M255K207,20,10,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_020/stage07_awgn_dense_formal_K200_M255K207_020_checkpoint.json,1785156622
K200_M255K207,21,10.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_021/stage07_awgn_dense_formal_K200_M255K207_021_checkpoint.json,1785156627
K200_M255K207,22,11,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_022/stage07_awgn_dense_formal_K200_M255K207_022_checkpoint.json,1785156632
K200_M255K207,23,11.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_023/stage07_awgn_dense_formal_K200_M255K207_023_checkpoint.json,1785156636
K200_M255K207,24,12,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_024/stage07_awgn_dense_formal_K200_M255K207_024_checkpoint.json,1785156641
K200_M255K207,25,12.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_025/stage07_awgn_dense_formal_K200_M255K207_025_checkpoint.json,1785156648
K200_M255K207,26,13,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_026/stage07_awgn_dense_formal_K200_M255K207_026_checkpoint.json,1785156654
K200_M255K207,27,13.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_027/stage07_awgn_dense_formal_K200_M255K207_027_checkpoint.json,1785156658
K200_M255K207,28,14,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_028/stage07_awgn_dense_formal_K200_M255K207_028_checkpoint.json,1785156663
K200_M255K207,29,14.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_029/stage07_awgn_dense_formal_K200_M255K207_029_checkpoint.json,1785156667
K200_M255K207,30,15,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_030/stage07_awgn_dense_formal_K200_M255K207_030_checkpoint.json,1785156672
K200_M255K207,31,15.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_031/stage07_awgn_dense_formal_K200_M255K207_031_checkpoint.json,1785156678
K200_M255K207,32,16,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_032/stage07_awgn_dense_formal_K200_M255K207_032_checkpoint.json,1785156682
K200_M255K207,33,16.5,COMPLETE,50000,0,MAX_FRAMES_REACHED,C:/Users/V3169/Desktop/Project/SCL_Channel_Coding_Design/Task/BCH/simulation/stages/S2/stage07_awgn_dense_formal/results/points/K200_M255K207/snr_033/stage07_awgn_dense_formal_K200_M255K207_033_checkpoint.json,1785156687
