stageId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,initialPhaseDeg,targetEndPhaseDeg,deltaPhaseRadPerSymbol,actualEndPhaseDeg,ebn0Index,ebn0Db,snrDb,sigmaDimension2,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,decodeTimeTotalNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,noiseChecksum,stopReason,checkpointId,shardId
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,0,1.5381486434452905,0,0.5,1000,200000,17634,1000,0,1000,0,0,7920200,7920,7100,11600,15900,0.088169999999999998,1,0,1,0,0,9897422528741374638,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_0,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,1,2.0381486434452905,0.5,0.44562546906687273,1000,200000,13949,998,0,998,0,2,7805300,7805,7000,11600,14600,0.069745000000000001,0.998,0,0.998,0,0.002,11789732756833162359,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_1,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,2,2.5381486434452905,1,0.39716411736214075,1000,200000,11095,995,0,995,0,5,8465000,8465,6900,11600,20300,0.055474999999999997,0.995,0,0.995,0,0.0050000000000000001,4165078846737967953,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_2,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,3,3.0381486434452905,1.5,0.35397289219206896,1000,200000,8367,986,0,986,0,14,7913900,7913,6700,11600,15600,0.041834999999999997,0.98599999999999999,0,0.98599999999999999,0,0.014,15312286124935384863,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_3,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,4,3.5381486434452905,2,0.31547867224009662,1000,200000,6022,941,0,941,0,59,8123600,8123,6800,12000,18900,0.030110000000000001,0.94099999999999995,0,0.94099999999999995,0,0.058999999999999997,14911107995697598302,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_4,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,5,4.0381486434452905,2.5,0.28117066259517454,1000,200000,4142,867,0,867,0,133,8701300,8701,7200,12600,17400,0.020709999999999999,0.86699999999999999,0,0.86699999999999999,0,0.13300000000000001,15449176208681462406,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_5,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,6,4.5381486434452905,3,0.25059361681363612,1000,200000,2692,715,0,715,0,285,10932600,10932,9100,16500,66200,0.01346,0.71499999999999997,0,0.71499999999999997,0,0.28499999999999998,2943639419574912436,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_6,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,7,5.0381486434452905,3.5,0.22334179607548155,1000,200000,1756,554,0,554,0,446,23891100,23891,11800,27100,247500,0.0087799999999999996,0.55400000000000005,0,0.55400000000000005,0,0.44600000000000001,18260090651807104335,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_7,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,8,5.5381486434452905,4,0.1990535852767486,1000,200000,1056,369,0,369,0,631,25459600,25459,11800,56900,405800,0.00528,0.36899999999999999,0,0.36899999999999999,0,0.63100000000000001,10334947193970983397,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_8,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,9,6.0381486434452905,4.5,0.17740669461678771,1000,200000,588,232,0,232,0,768,44724600,44724,12000,61500,212300,0.0029399999999999999,0.23200000000000001,0,0.23200000000000001,0,0.76800000000000002,16489039380707539604,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_9,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,10,6.5381486434452905,5,0.15811388300841897,1600,320000,460,209,0,209,0,1391,21295600,13309,10600,15400,77300,0.0014375,0.13062499999999999,0,0.13062499999999999,0,0.86937500000000001,16392912761423260394,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_10,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,11,7.0381486434452905,5.5,0.14091914656322269,3100,620000,462,200,0,200,0,2900,25659600,8277,6500,12000,19900,0.00074516129032258069,0.064516129032258063,0,0.064516129032258063,0,0.93548387096774188,1633818218356472268,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_11,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,12,7.5381486434452905,6,0.12559432157547901,7100,1420000,419,201,0,201,0,6899,56362900,7938,6400,11800,20300,0.00029507042253521128,0.028309859154929576,0,0.028309859154929576,0,0.97169014084507044,10076998085892259228,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_12,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,13,8.0381486434452896,6.4999999999999991,0.11193605692841702,19500,3900000,438,204,0,204,0,19296,239162000,12264,9600,14500,55800,0.0001123076923076923,0.010461538461538461,0,0.010461538461538461,0,0.98953846153846159,2985079736257071735,TARGET_FRAME_ERRORS_REACHED,stage10_K200_S15_13,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,14,8.5381486434452896,6.9999999999999991,0.099763115748444015,50000,10000000,379,181,0,181,0,49819,664407200,13288,10300,15400,54900,3.79e-05,0.00362,0,0.00362,0,0.99638000000000004,1756474235005861396,MAX_FRAMES_REACHED,stage10_K200_S15_14,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,15,9.0381486434452896,7.4999999999999991,0.08891397050194616,50000,10000000,137,68,0,68,0,49932,691564800,13831,10200,14800,48000,1.3699999999999999e-05,0.0013600000000000001,0,0.0013600000000000001,0,0.99863999999999997,10603566217640064313,MAX_FRAMES_REACHED,stage10_K200_S15_15,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,16,9.5381486434452896,7.9999999999999991,0.079244659623055672,50000,10000000,67,32,0,32,0,49968,573804700,11476,9900,13900,40800,6.7000000000000002e-06,0.00064000000000000005,0,0.00064000000000000005,0,0.99936000000000003,17355470105088401994,MAX_FRAMES_REACHED,stage10_K200_S15_16,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,0,0.93421685162235091,0,0.50000000000000011,1000,200000,16865,1000,999,1,0,0,77542400,77542,26200,73800,338600,0.084324999999999997,1,0.999,0.001,0,0,423907137486138520,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_0,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,1,1.434216851622351,0.50000000000000011,0.44562546906687278,1000,200000,14629,1000,999,1,0,0,121104700,121104,28400,170300,2167100,0.073145000000000002,1,0.999,0.001,0,0,17761919813029948538,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_1,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,2,1.934216851622351,1,0.3971641173621408,1000,200000,12366,997,997,0,0,3,60040000,60040,26500,161900,560300,0.061830000000000003,0.997,0.997,0,0,0.0030000000000000001,4260203735889696167,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_2,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,3,2.434216851622351,1.5,0.35397289219206896,1000,200000,10113,980,980,0,0,20,45157400,45157,25900,90600,533000,0.050564999999999999,0.97999999999999998,0.97999999999999998,0,0,0.02,4314901631387191043,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_3,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,4,2.934216851622351,2,0.31547867224009662,1000,200000,8172,927,925,2,0,73,27330300,27330,25200,32500,94200,0.04086,0.92700000000000005,0.92500000000000004,0.002,0,0.072999999999999995,16478764574410196208,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_4,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,5,3.434216851622351,2.5,0.28117066259517454,1000,200000,6090,808,807,1,0,192,24883100,24883,23800,30200,52700,0.030450000000000001,0.80800000000000005,0.80700000000000005,0.001,0,0.192,9666245384277021908,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_5,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,6,3.934216851622351,3,0.25059361681363612,1000,200000,3585,540,540,0,0,460,24205200,24205,23300,32100,61400,0.017925,0.54000000000000004,0.54000000000000004,0,0,0.46000000000000002,17650985223860525390,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_6,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,7,4.4342168516223506,3.4999999999999996,0.22334179607548157,1000,200000,1882,310,310,0,0,690,21630000,21630,21600,27900,44500,0.00941,0.31,0.31,0,0,0.68999999999999995,12000625682425426567,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_7,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,8,4.9342168516223506,3.9999999999999996,0.19905358527674863,1600,320000,1123,200,200,0,0,1400,30786000,19241,18500,26400,35800,0.0035093749999999999,0.125,0.125,0,0,0.875,4597541670309358050,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_8,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,9,5.4342168516223506,4.5,0.17740669461678774,6300,1260000,1093,200,198,2,0,6100,114592000,18189,17200,25100,43900,0.00086746031746031749,0.031746031746031744,0.031428571428571431,0.00031746031746031746,0,0.96825396825396826,7461404960197999720,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_9,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,10,5.9342168516223506,5,0.15811388300841897,36900,7380000,1024,200,200,0,0,36700,867841500,23518,18500,34300,107000,0.00013875338753387533,0.0054200542005420054,0.0054200542005420054,0,0,0.99457994579945797,2524707355824562695,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M255K207_10,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,11,6.4342168516223506,5.5,0.14091914656322269,50000,10000000,150,31,31,0,0,49969,998345700,19966,16700,27500,73900,1.5e-05,0.00062,0.00062,0,0,0.99938000000000005,1758676069445323855,MAX_FRAMES_REACHED,stage10_K200_M255K207_11,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,12,6.9342168516223506,6,0.12559432157547903,50000,10000000,9,2,2,0,0,49998,877634100,17552,15300,23600,53300,8.9999999999999996e-07,4.0000000000000003e-05,4.0000000000000003e-05,0,0,0.99995999999999996,15325486562963978675,MAX_FRAMES_REACHED,stage10_K200_M255K207_12,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,13,7.4342168516223506,6.5,0.11193605692841699,50000,10000000,0,0,0,0,0,50000,911182700,18223,14300,23500,63300,0,0,0,0,0,1,11040303633555555517,MAX_FRAMES_REACHED,stage10_K200_M255K207_13,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,14,7.9342168516223506,7,0.099763115748443973,50000,10000000,0,0,0,0,0,50000,956413100,19128,13900,23500,80400,0,0,0,0,0,1,6642605278297287034,MAX_FRAMES_REACHED,stage10_K200_M255K207_14,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,15,8.4342168516223506,7.5,0.088913970501946146,50000,10000000,0,0,0,0,0,50000,676305200,13526,12500,18400,32400,0,0,0,0,0,1,10391445039220463460,MAX_FRAMES_REACHED,stage10_K200_M255K207_15,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,16,8.9342168516223506,8,0.079244659623055672,50000,10000000,0,0,0,0,0,50000,741938600,14838,12600,18700,41400,0,0,0,0,0,1,11496518056458991136,MAX_FRAMES_REACHED,stage10_K200_M255K207_16,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,0,1.6136800223497485,0,0.5,1000,200000,16872,999,999,0,0,1,66953200,66953,62100,91200,204300,0.084360000000000004,0.999,0.999,0,0,0.001,14185765506763694364,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M511K421_0,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,1,2.1136800223497483,0.49999999999999978,0.44562546906687278,1000,200000,14241,998,998,0,0,2,62226300,62226,59900,84300,123800,0.071205000000000004,0.998,0.998,0,0,0.002,13150435301548235738,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M511K421_1,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,2,2.6136800223497483,0.99999999999999978,0.3971641173621408,1000,200000,11688,981,981,0,0,19,62808700,62808,60300,82100,144500,0.058439999999999999,0.98099999999999998,0.98099999999999998,0,0,0.019,10630566297153265828,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M511K421_2,0
stage10_cfo_formal,27d1e572921b5fbae72f6579b184a623f2547554,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,3,3.1136800223497483,1.4999999999999998,0.35397289219206901,1000,200000,9593,924,924,0,0,76,60921000,60921,58500,83600,137900,0.047965000000000001,0.92400000000000004,0.92400000000000004,0,0,0.075999999999999998,13190157599157397366,TARGET_FRAME_ERRORS_REACHED,stage10_K200_M511K421_3,0
