caseId,legendLabel,payloadLength,encodedLength,actualRate,ebn0Db,snrDb,targetSnrDb,metricName,metricValue,totalFrames,errorCount,isZeroObserved,plotSurrogateUsed,plotValue
K300_S15,分块,300,420,0.7142857142857143,1.46128035678238,0,0,miscorrectionRate,1,1000,1000,0,0,1
K300_S15,分块,300,420,0.7142857142857143,1.96128035678238,0.5,0.5,miscorrectionRate,1,1000,1000,0,0,1
K300_S15,分块,300,420,0.7142857142857143,2.46128035678238,1,1,miscorrectionRate,1,1000,1000,0,0,1
K300_S15,分块,300,420,0.7142857142857143,2.96128035678238,1.5,1.5,miscorrectionRate,0.999,1000,999,0,0,0.999
K300_S15,分块,300,420,0.7142857142857143,3.46128035678238,2,2,miscorrectionRate,0.98399999999999999,1000,984,0,0,0.98399999999999999
K300_S15,分块,300,420,0.7142857142857143,3.96128035678238,2.5,2.5,miscorrectionRate,0.94199999999999995,1000,942,0,0,0.94199999999999995
K300_S15,分块,300,420,0.7142857142857143,4.46128035678238,3,3,miscorrectionRate,0.875,1000,875,0,0,0.875
K300_S15,分块,300,420,0.7142857142857143,4.96128035678238,3.5,3.5,miscorrectionRate,0.69599999999999995,1000,696,0,0,0.69599999999999995
K300_S15,分块,300,420,0.7142857142857143,5.46128035678238,4,4,miscorrectionRate,0.5,1000,500,0,0,0.5
K300_S15,分块,300,420,0.7142857142857143,5.96128035678238,4.5,4.5,miscorrectionRate,0.31,1000,310,0,0,0.31
K300_S15,分块,300,420,0.7142857142857143,6.46128035678238,5,5,miscorrectionRate,0.17666666666666667,1200,212,0,0,0.17666666666666667
K300_S15,分块,300,420,0.7142857142857143,6.96128035678238,5.5,5.5,miscorrectionRate,0.08739130434782609,2300,201,0,0,0.08739130434782609
K300_S15,分块,300,420,0.7142857142857143,7.46128035678238,6,6,miscorrectionRate,0.040196078431372552,5100,205,0,0,0.040196078431372552
K300_S15,分块,300,420,0.7142857142857143,7.96128035678238,6.5,6.5,miscorrectionRate,0.015873015873015872,12600,200,0,0,0.015873015873015872
K300_S15,分块,300,420,0.7142857142857143,8.46128035678238,7,7,miscorrectionRate,0.0060606060606060606,33000,200,0,0,0.0060606060606060606
K300_S15,分块,300,420,0.7142857142857143,8.96128035678238,7.5,7.5,miscorrectionRate,0.00156,50000,78,0,0,0.00156
K300_S15,分块,300,420,0.7142857142857143,9.46128035678238,8,8,miscorrectionRate,0.00059999999999999995,50000,30,0,0,0.00059999999999999995
K300_M255K207,255双块,300,396,0.75757575757575757,1.2057393120584987,0,0,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,1.7057393120584987,0.5,0.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,2.2057393120584985,0.99999999999999978,0.99999999999999978,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,2.7057393120584985,1.4999999999999998,1.4999999999999998,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,3.2057393120584985,1.9999999999999998,1.9999999999999998,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,3.7057393120584985,2.5,2.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,4.2057393120584985,3,3,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,4.7057393120584985,3.5,3.5,miscorrectionRate,0.001,1000,1,0,0,0.001
K300_M255K207,255双块,300,396,0.75757575757575757,5.2057393120584985,4,4,miscorrectionRate,0,1800,0,1,1,0.00027777777777777778
K300_M255K207,255双块,300,396,0.75757575757575757,5.7057393120584985,4.5,4.5,miscorrectionRate,0,6800,0,1,1,7.3529411764705876e-05
K300_M255K207,255双块,300,396,0.75757575757575757,6.2057393120584985,5,5,miscorrectionRate,0,38800,0,1,1,1.2886597938144331e-05
K300_M255K207,255双块,300,396,0.75757575757575757,6.7057393120584985,5.5,5.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,7.2057393120584985,6,6,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,7.7057393120584985,6.5,6.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,8.2057393120584994,7.0000000000000009,7.0000000000000009,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,8.7057393120584994,7.5000000000000009,7.5000000000000009,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,9.2057393120584994,8,8,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,1.1394335230683674,0,0,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,1.6394335230683674,0.5,0.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,2.1394335230683676,1.0000000000000002,1.0000000000000002,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,2.6394335230683676,1.5000000000000002,1.5000000000000002,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,3.1394335230683676,2,2,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,3.6394335230683676,2.5,2.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,4.1394335230683676,3,3,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,4.6394335230683676,3.5,3.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,5.1394335230683676,4,4,miscorrectionRate,0,3200,0,1,1,0.00015625
K300_M511K421,421整块,300,390,0.76923076923076927,5.6394335230683676,4.5,4.5,miscorrectionRate,0,21200,0,1,1,2.3584905660377357e-05
K300_M511K421,421整块,300,390,0.76923076923076927,6.1394335230683676,5,5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,6.6394335230683676,5.5,5.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,7.1394335230683676,6,6,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,7.6394335230683676,6.5,6.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,8.1394335230683676,7,7,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,8.6394335230683676,7.5,7.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,9.1394335230683676,8,8,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K385,385整块,300,426,0.70422535211267601,1.5228834438305652,0,0,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,2.0228834438305654,0.50000000000000022,0.50000000000000022,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,2.5228834438305654,1.0000000000000002,1.0000000000000002,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,3.0228834438305654,1.5000000000000002,1.5000000000000002,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,3.5228834438305654,2,2,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,4.0228834438305654,2.5,2.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,4.5228834438305654,3,3,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,5.0228834438305654,3.5,3.5,miscorrectionRate,0,3500,0,1,1,0.00014285714285714287
K300_M511K385,385整块,300,426,0.70422535211267601,5.5228834438305654,4,4,miscorrectionRate,0,39700,0,1,1,1.2594458438287154e-05
K300_M511K385,385整块,300,426,0.70422535211267601,6.0228834438305654,4.5,4.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
