caseId,sampleId,ebn0Db,sigmaDimension,payloadBits,encodedBits,zI,receivedReal,hardBits,cppRecoveredBits,cppTrueSuccess
K200_S15,0,4.5,0.50279671819625327,00111001101000101111001110110101111001010010010100100101000001010111111101001111110001100011001110111100011011001010010100001100010101010111001000000110011000000101110101100000010010000000001111110100,001110011010010000101111000110111011010111000110010100100000010100100100000100000101010011111111010010000111110001101000001100111010000111000110110000001010010100101000110001010110010101110010100000000110011101100000010110111101011000001011010010000001010000111111010010000000000000000,1.4167394578844204;0.49522340740401138;-0.51210138454060727;0.71773767454841353;1.3700382277348213;-0.83575695566414077;-0.60338403376008798;-0.7223146129694541;-1.2543903462793795;-2.0122726950001097;1.1584929531030097;1.1425264789563565;-0.60339860076430318;1.0974780147971761;1.2619310464133324;-2.0892648282758342;2.2561733688973606;-0.26149632311277476;0.29973546359729614;1.5739765131922059;-0.73695437058403834;0.32554043311117981;-0.96933459911890363;0.75769218566030516;-1.128048401074464;-1.0762574707387693;-2.6065837424883069;1.1027959587877161;-0.26850561079452134;0.23967506433572106;0.65334439537403488;-1.547545204967214;-0.51087363510025774;-0.40815159895979858;1.0415906521442078;-0.1063370695804052;1.9438515601673296;-0.53662677992481445;0.24843928855257888;0.40572312761772067;-0.15157048721401917;-1.2893785567989975;0.79864279606093169;-1.0746489425438193;-0.096176234516660616;-0.23649548196964296;1.2746136342295229;0.4557544743832988;-2.0730997927865209;0.092945064964795751;0.17468766753430862;0.86485508164619029;0.87194514378527177;-0.059301879759112205;0.25758254195518904;-1.4400703435810427;0.61709592396163893;1.1057218830082689;-0.034777355966459887;1.4196646891663529;-0.01303680646201111;-0.41866275918102985;-0.22617183084939976;-1.7307188139132954;0.33498200812339751;-1.467589848919475;-3.4424656273567313;-1.7030884210255415;0.30012234220641237;0.69738256996811521;0.34684477018173276;-0.47678263101255319;-0.52931988606625024;0.55173624813680688;-0.51271722928498742;-0.76618273648676816;0.46009653488260854;0.51875590818558637;2.0051415634814824;-0.32693629898875026;0.83454971617270957;-1.2460475920115004;-1.4873894866187221;-1.9130247054980671;-0.83350264943879093;0.42126096695161058;1.4146542860771343;0.52544523948916977;-0.91778801908478747;0.59193880520491782;0.21601492113803558;-1.1420911621763299;-1.1885623027748693;-1.7012130423923006;0.25812889524425225;0.51152395745261181;-1.2806999206397818;-0.34768973794913244;0.13408774421591546;0.95109324230040204;0.52929576773540543;0.63556906377998268;0.1062599709682109;1.0143900719189169;-0.11350907788578569;-0.25360798363712683;-0.084969110174949722;0.17001566299295701;-1.1239515187308642;-0.49466719804987469;-0.61686993583214533;1.2586457311709709;-0.93811193463394638;-0.42118441138376211;-1.1057035860483491;-1.1071429576791854;0.36607746554609177;0.73573108612844773;2.5339465692428793;-0.52614355701389859;-0.52255049172285672;0.33288875449974792;-0.59704580825894615;0.25740625183892929;-0.47235821899615404;-0.11609724321526259;-1.7139001981306585;0.97770955838674733;1.4906056495633229;-1.1347676061904721;-0.28659873630321325;-1.4556414366356878;-0.84033064510781641;-1.5961253580022841;-0.93015044662398239;-0.81607471599001846;0.41623438992153966;0.96094481062556603;-0.18134006800266242;0.079507347608768458;0.33448979839177984;0.22292781668515665;-0.046129200964696047;-1.2163095386854379;-2.0578973688431317;-0.079608436564792703;0.69675853962207901;1.1005215930999632;-1.1553660714182132;-0.043040657330273721;-1.7217032195353541;0.71443324983229672;-1.2044200540804666;-0.80338240944536621;-0.046251694944614133;-0.10397780524961808;-0.5137530022348219;0.46112010570824502;0.35642152636453223;0.51091414426340287;-0.34836041567752707;0.15043159843623191;-0.74549860336919049;-0.1927185286351154;0.25443302540831358;-0.15821769364752608;-1.4267683441260728;-0.28334657655342721;-1.0258686257391854;-0.3122347997573785;0.70758455809581688;-2.1141862085854499;1.0725974805131668;-0.0068527512407829264;0.30559308268783814;-1.7768246936564962;-1.1161678688227057;-0.51787945207416342;-0.64565176701136584;1.1511969224907437;-0.69000734974949662;0.020440591732123294;1.4656247637494808;-1.1781040107886247;-0.80461471962382791;-0.58229088530184203;-0.79847822043354466;-1.0572008420345991;-2.0466410090695359;0.75848251338785133;-1.5475305925719656;0.12155827713419358;-1.141368249695246;-1.0761621412834268;0.90818896962576778;-0.4789072561535816;0.67298906768567379;0.86727195708273386;-0.91897020409671781;1.0503234338157772;0.41284520970729066;-0.16022203227462503;-0.1287946440737027;-1.176682406554344;-2.3709095531024595;-0.46488164286006106;-1.7451824830640665;-0.54792276926479333;1.1664112810888172;-0.25276287161322686;-1.0044033771299126;0.090125286100164348;0.73303765321078451;-0.24543299590986509;-0.50922671656587581;0.81546387007210408;-0.83759213415978051;-0.48109602516863248;0.31026542656560135;-0.99166671837411458;-0.98760896771010021;0.63044376945384761;1.0606727565075849;-1.1925125214621226;-1.0623618245296489;0.97876327765004179;-1.3277705465571688;0.45093803270526883;-1.7037023735014274;-2.5847237166126762;-1.3419856191971204;0.63047031840816881;-0.42017322099691273;-0.97526467071355949;-1.868536969380433;-0.27007058424571645;-0.21886836179899424;0.87443814374831952;0.70310310853761482;0.46196729363589778;-2.8456860474078907;-1.8513387500287406;0.22699494883135687;-0.13148774114665326;-0.56229620071137876;-1.7151797715318118;1.6765431636736643;0.85806000923415771;-0.51966971076726454;-0.94629016587967618;-0.71720318349476853;-0.29606072501980935;0.31695831574682837;-1.1815788043977717;1.1176913422591068;1.213761628792025;0.71021733950343957;0.43182897371927803;0.30320664455782165;-1.7150919592629408;0.86199426970179938;1.4121547098463358;0.41987610387813556;-0.90642074815517515;-1.1850480313282277;1.4181098137926713;0.71954358392617546;0.10355576236813163;1.6647517089103816;-1.2073372734717154;0.4177774629410711;0.6639833913855685;0.22866099768591852;0.21568526348759162;0.68490708878629913;0.52943720736738631;-1.4263375023454903;-1.3846130213671997;-1.3024118541309249;0.00184578068340898;1.1053340619243703;-0.34714580228303299;-0.24052543958866013;-1.6768901171944117;1.0641596207646626,1.7123319499634255;1.2489950044803999;-1.2574760973913386;-0.63910855691917889;-0.31112208282620546;0.5797416573636387;0.69655930531305987;-1.3630941407596349;-1.6305945810639324;-0.011901766483079057;-0.41734359626184181;1.5742529271687746;0.69636844045674007;-0.44790444789995476;1.6341616980100064;-0.050857870506030856;2.1339615156948946;0.86802938099378613;-0.84874339319204872;1.790776755306271;-1.369858501297357;-0.83556993648876909;-1.4865557922329287;-0.61813593539652634;0.43184219249320221;0.45779925332313542;-0.31173041831993964;-0.44427910458223041;-1.133671598957293;1.1190788658011834;-0.66997138894547303;-1.7764678400062948;-1.2551257662042439;0.7929324907948877;-0.47432761710845028;-1.0513847193533574;1.9751603938953712;-1.2674884200732806;1.1224613314672327;-0.79341986099634954;-1.0734911168625461;-1.6454397456103216;1.3985584916665683;0.45652924044149823;0.94835440565490048;-1.1154695638189158;-0.35553438285432604;1.2253999257769832;-0.046260950231450604;-0.94918971298781996;1.0835865519081544;-0.56073646389266951;1.4338191280412129;0.96541300794819163;-0.86553658603100314;0.27080066214197629;1.3049487907094199;1.5504366188340148;0.97680226354175859;1.7078924901529482;0.98733304052469184;-1.2041849476081612;0.87975563659323663;-1.8634618583901039;1.1614746245443979;0.25492868664341772;-2.7234663677151225;0.13607320638587128;1.1430521583198212;-0.64127774402391324;1.166076234026046;0.75172011920772341;0.72506222930928921;1.2683680061287486;0.7329152230304955;-1.37568949325623;1.2215345535093243;1.2507691260422504;1.9978564227646014;0.82502943021523767;1.4087515270650834;-1.615378686609628;0.2407395108653827;-1.9501772636536527;0.56894962028565776;-0.7759373240818439;1.6987400695088501;1.2513559039752467;-1.4483284354038619;-0.68894325778335697;-0.87765371457222374;-1.5601988054261124;-1.5832548002643267;-1.8407010172848151;-0.85523407954590391;-0.72750828403344325;0.34044619713084134;-1.1588688905454114;1.0511408813645762;1.4615955930756395;-0.71692454309100262;1.302275101966774;1.0357972313241308;1.4920557307647466;0.92460206680400181;-1.1088343107675767;-1.0236868932849876;-0.89512170643040312;-1.5453611459913761;-1.2285927099634295;0.6693458114485592;1.611975928885681;0.50707705084469412;-1.1901471328118167;-1.5339381419344034;0.42093985216246099;-0.79315551690210973;1.3467482864561173;2.2504888553677498;0.71148598894058068;0.71288965922241598;1.1425954774599152;-1.2750032349549869;-0.84497468760642525;0.73648137622607046;0.9151887473122573;-1.8348826675625571;-0.48112401998357524;-0.22281214690457807;0.40129364079894714;-1.1155159632441611;0.2390840101552687;0.5480176445636169;0.16756063213500116;0.50196142342494499;-1.3795051999968599;-0.75944842698712522;-0.48511072355316792;0.87663104687538362;1.0073185989855002;1.1350539779599356;-0.85431398348398424;-0.98911943714713291;0.35389056685634657;-1.9996689579618412;-1.0045063984871414;1.3143187899216671;1.5168375964470853;0.38208947541288452;0.9408645631678898;0.096336784292284428;1.3207131846087818;-1.5665686519812843;0.55654060629572655;-0.98321902467555311;0.90716604103982301;0.70061107160989944;-0.72655011461144214;1.1370795018947861;-0.70045485494062554;0.78165196394535785;1.0319053271908922;-1.3305621894375674;0.8582855709811571;-0.82670835427017664;0.87453449217279366;0.23615753009258078;0.81050914306398625;-1.468217911680294;-1.1088415901475936;1.3070553399341152;-0.11229178578496102;1.4894393184193038;-0.9530098602326742;1.1026357849655277;-1.8417832514880592;0.38660990244226157;-1.2076141282079902;-1.2712650045860743;1.5248556077367312;0.59850508455062912;-0.93455878190612152;1.6811420829114772;-1.5359688996445835;0.53845252918217434;-1.2351690107219691;-1.3432489850077127;-1.4727123605702106;-0.088513844521793339;1.321265151216646;-1.7173648356439355;0.99975634226543508;-1.5118759662191388;0.39626829137152775;1.3933496597710944;0.69527518774909669;1.2737946554363475;1.3708260514318533;0.47205277435941911;1.4615473970381228;1.1403625095480612;-1.0126783059029314;-0.99620745082153406;0.33914544058680496;-0.26198364675716579;-1.1631641013000404;-1.8062132441192182;-1.2035499143942203;1.5138356790530691;-1.0537648756642857;-1.430992723741398;0.9705990212127984;1.2931524255351001;0.80047662763073213;0.66713490359535255;1.3324747382435376;0.50061022386634479;-1.1629257891550431;1.0763130806084367;-1.4181966414934517;-1.4154305196125974;1.2351200086263547;-0.38410002702905399;-1.5162589297051379;-1.4500812100217875;-0.42306871751334402;0.24684440758632287;-0.68696520920652204;0.056328595511703661;-2.2117812422142102;-1.5861795870199422;1.2276719125715096;0.69864857725384499;0.4187841134756663;-0.031119661557938549;0.77181150859534731;-1.0168728386200081;1.345712523718541;-0.55174822971316528;-0.67220571948310326;-0.52710812801635121;-1.8337495727014304;1.0162408184859413;0.8351998103515148;-1.1832319477487343;0.037321290524610418;1.7418621805944716;1.3295222104285387;0.63599184975409107;0.42067305619176593;0.53503876315154675;-1.0436830106881896;1.0533656888187928;-1.4872664323213689;1.4543133893896676;1.5017835444053595;1.2477664282143253;1.1069539439867306;-0.7365376952296141;-1.7504858357025754;-0.45388654453883404;-0.17641587204303677;-0.67447547686763654;-1.3404753494541972;0.28803087168879749;-0.16998432876212788;1.2439225968105658;0.93333609826403319;-0.043364066029032311;0.2724747115798194;1.0886982467450692;1.2116079720070294;0.99184450996951512;0.9844325817102878;1.2194650263458835;1.1404015564446364;0.15614775564733951;0.17622702410019064;0.21665487219599444;0.87152573933763289;1.4254474751634478;0.69423385950714167;0.74692776823784046;0.02381091254979617;1.4010813687418806,001110011110010100101111001110111011010111000110110100100000010100100100000100000101010011111111010010000111110001101000001100111010000111000110110000001010010100101000110101010110010101111010100000000110111101100000010110111101011000101011110010000001010000111111010010000000000000000,00111001101100101111001110110101111001010010010100100101000001010111111101001111110001100011001110111100011011001010010100001100010101010111001000000110011000000101110101100000010010000000001111110100,0
K200_S15,1,6.5,0.39938562958999185,01001110000011101110010111001100100011110100001010011100110111010010000110010000010010000011101111001110110101100101010100100101101011101010100110100100110100110100011110000001100011110101100111001100,010011100000101011101110011011011100110010001000111101001010001010011101001011011101000110100001100100000000010010001100001110111100010011101101011100100101010100000010010110100010111010101000101110100100111010010011010001011111100000010110100011110101100110011100111001000000000000000,1.3676273466082589;0.95374300562762493;-0.10393202601813836;0.23495761263446613;0.66301279206144847;1.2177599765316316;-1.8248937182525711;-0.39710910817980005;2.2064409043640323;1.4569380442754445;-1.0536738563109784;0.31254802760941208;0.55955701393589508;-1.1682814620826634;0.4873434606972219;-0.35335660381318745;0.72573263265268417;1.375909187007486;-1.8426598653426076;0.83834447039086502;-0.41099963736069806;0.058698322170000823;0.30639415226521649;-0.50522372686157657;0.042502736498468641;0.82436778266115318;0.14389088935278832;0.015769831918014735;-0.56550576136134167;-0.28293027054175779;0.92726271673872052;0.3820964122406772;0.96502477547955212;0.69587938805370342;0.52055826788433224;0.65003824906366503;1.7696694117504594;0.28011020318753876;-0.79543741922203326;-0.89074057147696761;1.5084678044604407;-0.45886077664022873;1.6517575578080788;0.37722995104002638;0.91177131843590331;-0.53563955737894042;-1.0907760676835712;0.90297248858266543;1.3689985833789275;0.14260660626581478;0.30085297455148741;-0.76663230897012213;0.67398820805316761;-0.63402461106161523;-0.40193661522949592;-0.21640396191950917;-1.2566823238193758;-0.83050464267752711;0.35268946022251635;-0.036928724059865865;-1.3327565640397863;0.26569165013343427;0.77920138053314569;-1.1489498351184106;-1.346545578939788;1.2164986844747843;-0.62955389993113753;1.1043079983856097;0.79629946979396049;1.9001165018201496;-0.72629790298586172;1.0660610999138211;-0.22466053869388927;0.61326480442844411;0.52186520728553587;-1.1225489234425654;1.4139997694754822;0.9249536979936912;-0.085733748902061507;0.90952922245617718;0.051793321915805629;0.19772963331058868;-0.85511800172641628;1.5026075614933123;0.19573321434931154;0.87345649831571237;1.3591364836997937;-0.027262336062221129;-1.489882200360177;1.5218693341231233;-1.4150749212156044;-0.57271356020974096;0.19158112863384225;-0.29549437019952357;0.82750816471387645;1.0061245744268996;0.1410306698903214;1.0240601940009733;-0.45417904137866938;0.048756874118669483;0.11119917097316026;-0.65498678021070578;-0.70201710675583973;0.6216045765147179;-0.76552448155750807;0.34377797530934145;0.21934435792218798;1.6006110131852376;0.17082237997414756;1.4864036343896263;1.6122991820802524;0.05700538061542796;0.038509039194756983;-1.1727615959543236;0.41627595678215362;0.34430439998591467;-0.5092333379785231;0.43906110308314378;-1.4046623958216;1.4390973766656412;-0.43589277903633067;1.1047679753928052;-1.0337723664043583;0.78017405977909859;-0.14354772484112596;-1.5780354274486574;-1.7742001043039832;0.57048405730814611;0.062555631208456725;1.3929528671723252;0.023526235897581006;-0.78756463653253028;0.18913402511811894;2.1987301885647126;0.8738651481319597;-1.1793040767456919;-1.6475576267463521;-0.23774125382459754;0.15653789183224173;0.67403558679496456;-0.59514503156492637;0.92570490538654027;-0.55239867946631416;1.7070246215477807;-1.2545352688201221;-1.5029763283112629;1.5981865966322901;0.34414839885329984;-0.077690775100566628;-0.86468905938138729;0.49526984022176723;0.47870666413787455;0.084792776596855163;-0.7443867459075485;1.4328081362808993;1.1972157024480894;-0.0098272077782556831;1.5921804434290221;0.41431640398791952;0.35858840187383956;-1.3916364677956785;-2.07737673400309;-0.61010357729492115;-0.54558772631998387;-0.41245791232259976;-0.1682222105652221;-0.16189893125253765;-2.0597056662179778;1.3446516591343602;0.64100214050253734;0.19789179861416573;-1.2566731710291457;-0.50358471458146925;0.76332280453655832;0.56261897888242751;1.2452420851553374;0.021580012210558983;0.67052907683132468;1.7316864942688617;-0.36143901661578792;-1.1345837422702605;-0.22911157146239775;-0.43936045539058199;1.5211065419929566;-0.29430100549868021;-0.70157617907466008;1.3754307599084785;0.65945696936108633;0.14755050066291692;-0.43607065106042409;-0.59672552304331217;0.55709931290573644;-1.2808261150492921;-1.0281823479565895;-0.14251857251497985;-0.60273108271210185;-0.5008254822358249;2.3800242796900646;1.006072874914361;0.33333214097597624;-0.5215139896857387;-0.55252466696818348;0.39195312933598964;0.12780041845745446;0.57591736340393362;-0.3409404130289615;-1.0367206782971636;-0.30798436863467465;-0.89403701488560627;1.8820422427216335;2.5864161402094608;-1.4183121074777683;0.13748805202588466;1.3926882768546047;1.6109180538110039;0.64178972429429559;-0.059270488679521609;0.25661910300058727;-0.29888611488341443;1.4757647283932986;0.10106990654154895;0.27844828549784817;-2.3770961660812002;-0.31521288721824042;2.291395996765242;0.074890286918255694;-0.74501120700315115;0.52925466459864479;-0.22017077228532964;-0.94708867925784412;-1.67150452250949;-0.36730191841893356;-0.49209969224012673;0.45064794305744188;1.6030174920293492;-1.17779169650355;-0.68439569361408348;-0.27433338715936995;-1.4682088851459034;0.38279952126922784;0.81790554491106671;1.6528418877741045;0.065330266736836798;0.683285678542356;0.022297939783987357;0.15264927426810734;0.53469667367717677;-0.61059470839231222;1.5628951292998676;-0.39638714271042336;1.161968147374163;-0.90728208822428802;0.13184455007707618;0.92054737599437264;2.584720545823628;1.887927253010792;1.4569653730420487;-0.99496843062277085;-0.26405447809186783;-1.1138714358915909;0.098634072273008078;-0.83071677500389185;-1.0036485147298493;1.746847372939129;0.20509486842131774;0.53342552986170411;-0.48425602283454822;0.33374812884648897;0.42364150624398539;0.50904786630631882;1.4940499050620191;1.1241622702552678;-1.7795730972772981;2.2578477443621017;0.11770330220295036;0.87650143073665077;0.045808749296100348;-0.16569105340146711;-0.82053518922035218;0.29913113274389874;-0.13234983193550456;0.30226828331320421;-1.5811413508823322;0.94116286544940386;-0.59949321708642866,1.5462107088696295;-0.61908704969405659;0.95848424421474621;1.0938233982569094;-0.73517502615100472;-0.51360167696468073;-1.7287751438987737;0.84131705266708678;1.8811120213601389;1.5817424587654658;0.57900785465024629;1.1246215538810931;-0.77627624638295967;0.53311796476031326;-0.80502893440629364;0.85849207891020607;-0.70971776572552248;-0.44999051716363769;-1.7353812710558687;1.334209264075592;-1.1634676112358777;-0.97580733154151522;-0.87680811555672777;0.79732198351306116;1.0159962086957119;-0.66969733165295853;-0.94138337967046171;1.0050595377498892;-1.2245227335705944;-1.1115693142500938;1.3688062107114733;-0.84576337352161146;-0.61284315153800262;-0.72022554776190117;1.2059394702677129;1.2575347251055908;-0.29101767660446332;-0.88580224637622507;0.67986059803655396;0.64166713411818121;-0.39482160951526413;0.81388203856655394;1.6566917469512592;1.1475194234619273;-0.63256313868273051;0.78263366975924542;0.56076564857963107;1.3568823076088319;-0.44932846094434487;-0.93896715739749226;-0.87559781130727832;-1.3017646880417881;1.264589176108363;-1.2484501169383351;0.83452053466201837;0.90843467228928354;-1.4965758464224386;0.66279166522650035;-0.8534291018685134;0.97934094179239728;0.46160408461032643;1.0997961132262966;-0.68227225695113169;0.5343880653679034;-1.5308377240216502;1.4786801393326234;0.74117116709191966;-0.55133573007905201;-0.67412106451522669;-0.23304018615737709;0.70161087660123789;-0.56567537780332966;0.90147634020912892;1.2358859812776859;-0.78228229890481771;0.54212541927738189;-0.42546833754481206;-0.62052714284681909;0.9554369978448477;-0.62615902726485428;-0.96845716011992922;-0.90989967254155402;0.64707222192364566;-0.3881948529271817;1.0662050500759366;1.3365919292685844;1.5302761173281734;-0.9980519472205519;-1.5819051720139621;1.5943808885758664;-1.5514258963285528;0.75722555138381586;1.0621643247343293;0.86732047753486785;1.3155153103014485;-0.58286915451592636;-0.92805229133708123;1.3930465566732002;0.80232942123487649;-0.96391623728163855;1.0274640689725316;0.72112075492355909;0.70199452248105976;1.2302836667804049;0.67593458161706033;1.1186210319945542;1.0685676880267325;1.619866061054883;1.0484660147358387;-0.38622741483906342;1.6234351146614459;1.0019001157083027;-0.96337669601567677;0.50999286465345928;1.1442486426540814;1.1151179274166276;-1.1805985424810523;-0.80147041579243117;0.4154268609511792;1.5507840545281848;0.80153701956335066;1.4164485575761199;-1.3876843893586996;-0.6628073982195819;-1.031312437012248;0.34331738748562957;-1.6817292983026291;-0.74487004289047298;-0.94729995547522239;-0.41552571126213145;0.9808110997275501;0.65643374916181418;1.0460705468222566;-0.091945983309930202;1.3186471977796967;0.49818840982501705;-1.6267405522839797;-1.0632210610416735;-0.90528925346049782;1.2365426927334893;-1.2045659781873361;-0.59668812165558971;0.74530573190573435;-0.28368590801570559;0.46392155634223586;-1.5647466849830771;-0.32569812272619814;-0.8260510261838987;0.93197516531038582;0.61716088004194769;-0.76419985582867866;1.152687053668449;0.99485521792569021;-1.257776014394187;1.5322068038365968;-0.48129499320732566;0.95499954953140986;-0.32250580163608467;1.1233439460003767;-0.81412575531025921;0.40100683084653155;0.12659439837871311;0.7120613369106098;0.73728391714162478;0.78990668145388554;0.88690029582173846;-1.0181920777337143;0.1303580275946522;1.4894490828207347;-0.69584391406978119;1.0303192868574069;-1.4526113071479094;-1.1512653235567303;1.2544244782684248;-0.72428265078636989;1.4457334208792285;0.9564341906056979;1.2150257167925016;-0.2550227142690924;0.80168402390127469;-1.3985749577651474;-1.0363401135618848;-1.1197050136841922;1.5511301632735319;-1.0605497619914914;0.66219562057153802;-0.39244947621905346;1.2045328836166842;-0.88160098856066005;0.76574228115650356;0.70094793367737773;1.1611346992817813;-1.4495433003732323;0.52671782988392879;-0.99363509615338386;-1.1767903174059202;-1.1354404613595008;1.8853120530104963;-0.53229692853830468;1.0665762884572005;0.72450009987356423;-1.1527896058736042;1.0879903737896435;0.9818191435490935;-0.70008877690800808;-1.0655898384305627;-1.3427925597916932;0.80505161321184371;-1.2844334509213693;1.6783371593596339;1.9589594405145163;-1.4917377971352539;0.97949425140589386;1.4800992167854639;-0.27979490436333632;-0.66614058746200322;0.89807701867150114;-0.81854230454628396;0.80094182319307261;1.5089890951265597;0.95922984004346779;-0.80692670652587284;-0.03197524080505465;-1.0425590449225797;-0.00077853830322294204;-0.88527757701577059;-1.2119898508734661;-0.70231866472643623;-1.0008776001978799;0.53393703161438633;0.24385873573609185;0.76397839761837794;0.71337274843867748;1.0891263017446249;1.5485967447728277;-1.3779951902693732;0.63348873960774377;-1.0156127073244625;-1.4916476952030786;1.0573659864460956;-0.57703375663775214;1.5630238228787969;0.92820047287838237;1.1742058959975541;-0.89160578665764378;-0.83874212425738148;-0.68535161232875563;-1.1419552058057385;1.521477930072427;-1.0547759746102356;1.3597195501951682;-1.2571800777826057;-0.84134326921573344;1.2608258805088441;1.9246420930533805;-0.13749716621237151;-0.30878044790270576;0.49245566009218006;0.78352943706980738;-1.3330074718862579;-0.84790140339509468;-1.2182189679350537;0.48474501000415116;1.5823957098157;-0.8019571895954366;-0.66996279809579107;-1.0755433407758361;1.0145628073588622;1.049592091572483;-0.67621352786121913;1.4753431714140037;1.3267335579487618;0.16613858889604871;1.7777386819658334;0.92210499728992878;1.2242643418406112;0.89160092704524585;0.80623128153524348;0.5437933150454074;0.99006636264839432;0.81683051536364915;0.98949923826678621;0.23637803601281948;1.2428326838151078;0.62659642784344571,010011100000101011101110011011011100110010001000111101001010001010011101001011011101000110100001100100000000010010001100001110111100010011101101011100100101010100000010010110100010111010101000101110100100111010010011010001111111100000010110100011110101100110011100111001000000000000000,01001110000011101110010111001100100011110100001010011100110111010010000110010000010010000011101111001110110101100101010100100101101011101010100110100100110100110100011110000001100011110101100111001100,1
