schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0,1,0.84409715080670666,0.71250000000000013,2026072201,1,0,2000,400000,67377,2000,51588,2000,0.12897,1,0,0,2000,1,2000,1,0,0,0,2000,0,6.4155500000000467,17.206550000000011,14.300000000000001,24.800000000000001,42.202000000000005,198.59999999999999,99af908a5e146cffecdf1b903ab6840e75ec40317f4cec67b80f812d5e42c6b5,0b1848f394a1ba0f1ba233c57b6eb62307f590a79b544673b76cc3ae10b9f139,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,0.5,1.1220184543019633,0.79687909586103067,0.63501629342029375,2026072201,1,1,2000,400000,60150,2000,44883,2000,0.1122075,1,0,0,2000,1,2000,1,0,0,0,2000,0,6.220199999999994,16.613849999999992,13.6,23.699999999999999,32.712999999999994,406.10000000000002,513793a700b151870b8182ee63512b932e0a0bfca28f4bf2c03a20bdbc043e2e,ef55709ef373344ae5a8007f8f11e68d4f2f3e00d3007911a7af2a0901138be1,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,1,1.2589254117941673,0.75230237753249896,0.5659588672410506,2026072201,1,2,2000,400000,52256,2000,36877,1999,0.092192499999999997,0.99950000000000006,1,0.00050000000000000001,2000,1,1999,0.99950000000000006,0,0,0,2000,0,5.9087500000000368,17.016700000000025,13.5,23.704999999999995,50.63499999999997,555.89999999999998,b1bdcdf71954625649875c68d31ea76583526e6dae70ca90a7f8ce28e9acdcb3,c6f64aae0066b81046c65fe8e74da4077a3725238f7a3bd12aad87f0b2e44c13,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,1.5,1.4125375446227544,0.71021924176531448,0.50441137137369818,2026072201,1,3,2000,400000,45523,2000,30466,1998,0.076164999999999997,0.999,2,0.001,2000,1,1998,0.999,0,0,0,2000,0,6.4573000000000187,17.846199999999978,14.300000000000001,26.204999999999995,68.114999999999981,497.39999999999998,b49ee921efab19910af58c1d31b7730cfc8c702f112863bf1ce97fa6a0637e07,5b5b9f8eb908110bef2b27fea6e4ea8f2161f20db4f42a45af98f912c9ca5455,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,2,1.5848931924611136,0.67049019973608692,0.44955710794213771,2026072201,1,4,2000,400000,38810,2000,23713,1993,0.059282500000000002,0.99650000000000005,7,0.0035000000000000001,2000,1,1993,0.99650000000000005,0,0,0,2000,0,11.420800000000028,36.327850000000019,22.699999999999999,69.204999999999998,248.14899999999986,7711.8999999999996,dbcbe2b24de5604841869f1c03a140e5696ba8a63f720a045e43250cdb319a41,6130733c813cd3a216073f236b7bbd88c5ee8a54bbe6a6d40a0f3c232b3f31a7,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,2.5,1.7782794100389228,0.63298356550397394,0.40066819419812366,2026072201,1,5,2000,400000,32601,2000,18275,1973,0.045687499999999999,0.98650000000000004,27,0.0135,2000,1,1973,0.98650000000000004,0,0,0,2000,0,7.6845500000000193,21.100900000000017,17.050000000000001,30.509999999999991,113.90000000000001,622.89999999999998,b2db9f428d8721c51d75a2da801516d8fb495882b5dd6b71cd5ee64c57474ba5,500d25b34b2807f41c702975961cfb6cd98fe53b330780d810bdf94344b9c45d,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,3,1.9952623149688795,0.59757501952426995,0.35709590395943158,2026072201,1,6,2000,400000,27005,2000,13463,1912,0.0336575,0.95599999999999996,88,0.043999999999999997,2000,1,1912,0.95599999999999996,0,0,0,2000,0,6.9541500000000251,18.806599999999982,17,26.699999999999999,62.769999999999939,610.79999999999995,eba35877a828040f7b56d0a3bdb0af59813ef1241d59e4b8670724fa4ce475c6,d597747f54997465179fa579620aa7ba3a67110c86f2b1ada215a28e813b036e,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,3.5,2.2387211385683394,0.56414719657865997,0.31826205940756119,2026072201,1,7,2000,400000,21732,2000,9213,1750,0.023032500000000001,0.875,250,0.125,2000,1,1750,0.875,0,0,0,2000,0,7.2157500000000203,17.893749999999997,17.5,25.800000000000001,55.625999999999976,236.19999999999999,f9dea227caa3de4523900f3c88662a1577bf5bba2f5da97861745563e10fc548,e861300846a9efb9eeed6963c7b3850203b99ac0452ec090bb746cc459a4a39f,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,4,2.5118864315095801,0.53258929675629685,0.28365135901936683,2026072201,1,8,2000,400000,17192,2000,6066,1511,0.015165,0.75549999999999995,489,0.2445,2000,1,1511,0.75549999999999995,0,0,0,2000,0,6.4984000000000313,16.575800000000022,13.5,24.614999999999988,61.903999999999996,163,809b6ef33bbf2ac673d10114848208454d36a26eda9622d8c2d310127356f958,674be9346867e6975bb2385d1f0aa1cfd4b01670499ef9265a69b53c60bbbae6,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,4.5,2.8183829312644537,0.50279671819625327,0.25280453982892254,2026072201,1,9,2000,400000,13317,2000,3810,1156,0.0095250000000000005,0.57799999999999996,844,0.42199999999999999,2000,1,1156,0.57799999999999996,0,0,0,2000,0,6.4993500000000415,16.304700000000004,13.199999999999999,23.600000000000001,61.908999999999992,452.5,918881faacb794d1bfdcda3a57292b2e1eed0ad77fbe79d3f0e14427cf0bcf69,1b15dd64895d71572f8a2eae03189398dee80de33246d074a2eeae196c4c3dc2,FIXED_FRAMES_REACHED
