schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5,3.1622776601683795,0.47467071037404135,0.22531228328699704,2026072201,1,10,2000,400000,10073,1988,2207,787,0.0055174999999999998,0.39350000000000002,1213,0.60650000000000004,2000,1,787,0.39350000000000002,0,0,12,1988,0,6.14120000000002,15.062300000000016,12.1,21.804999999999996,46.509999999999991,276.19999999999999,7a25035b6f4f7f2db1e9331a7c7c19092f6f6ab0776792feccd9f2bbdb1d2969,1b78eae17fcd531701f96a049a401dc84981a7b3daf7ab8f06fd33fd24d18668,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,5.5,3.548133892335755,0.44811804678297917,0.20080978385259232,2026072201,1,11,2000,400000,7354,1951,1209,489,0.0030225,0.2445,1511,0.75549999999999995,2000,1,489,0.2445,0,0,50,1950,0,6.4298500000000072,14.990950000000007,12.800000000000001,22.199999999999999,35.260999999999953,164.30000000000001,3072affbda3e063b5bca71645295b4a90d738d7220316b26a2e37a7cd30a5637,d804bf6874893a89052b2271e5f95c5250806119cbae43359edcb2c0143ba67e,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6,3.9810717055349722,0.42305071592547577,0.1789719082450576,2026072201,1,12,2000,400000,5105,1848,686,283,0.0017149999999999999,0.14149999999999999,1717,0.85850000000000004,2000,1,283,0.14149999999999999,0,0,153,1847,0,6.47075000000003,16.692699999999981,12.4,24,58.522999999999982,382.60000000000002,e747c066665bd76b100a553798e17ab710579e41cbe0240a346cbf70c91d1f84,49cda518e97e775adce895c4acb44d1400a29c37281c5f0101e85c0679efd4e9,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.5,4.4668359215096318,0.39938562958999185,0.15950888112299419,2026072201,1,13,2000,400000,3448,1662,306,137,0.00076499999999999995,0.068500000000000005,1863,0.93149999999999999,2000,1,137,0.068500000000000005,0,0,338,1662,0,6.0775500000000457,14.839950000000005,11.9,22,36.815999999999981,328.10000000000002,96978965f2daccc23d93e802905d2cdc06dc16632c279dd710e5ee7979132b37,9178c63217e9755739fd7cd517c1227fd3b7c84a28b509511754bd4206c4315d,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7,5.011872336272722,0.37704434744673299,0.14216243994153271,2026072201,1,14,2000,400000,2245,1351,103,48,0.00025750000000000002,0.024,1952,0.97599999999999998,2000,1,48,0.024,0,0,649,1351,0,5.6604500000000417,13.396799999999997,11.25,19.600000000000001,26.603999999999999,339.69999999999999,9aa25c6a72f86cc2156d60895a02eda7e1c8f11d97c06d6617a6ab70a828ad6a,b8841df4a9612e32aa764731d7fa08f8943834a75bfd7ba88edbe330926b2e86,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.6234132519034912,0.35595281704921683,0.12670240796527324,2026072201,1,15,2000,400000,1385,998,37,18,9.2499999999999999e-05,0.0089999999999999993,1982,0.99099999999999999,2000,1,18,0.0089999999999999993,0,0,1002,998,0,6.519050000000032,14.031399999999982,11.300000000000001,20.904999999999994,36.500999999999998,257,594ae304bd63984f2b77de5b85f6b1e24be848fdff40d617e5b64998c7b28f04,4d2292e06c4eb004d6d37fd28fd4d2830ac7958e8cd2c04b7a5e58318c28c08a,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,8,6.3095734448019334,0.33604112837992661,0.11292363996285432,2026072201,1,16,2000,400000,835,685,19,9,4.7500000000000003e-05,0.0044999999999999997,1991,0.99550000000000005,2000,1,9,0.0044999999999999997,0,0,1315,685,0,6.0177000000000289,13.81764999999999,11.1,20.300000000000001,27.306999999999995,421.5,70a9f46502b54e96caeb8c12ab006c31ba5f028eacafed13688cd392e9504a23,654d82e2a2ed8e1686f6c64996b0a78b225b744a456caf8d29a0f178c9d09211,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,8.5,7.0794578438413787,0.31724328212646402,0.10064330005437125,2026072201,1,17,2000,400000,475,423,2,1,5.0000000000000004e-06,0.00050000000000000001,1999,0.99950000000000006,2000,1,1,0.00050000000000000001,0,0,1577,423,0,6.9614499999999895,15.387549999999994,13.4,23,40.82399999999997,292,32fcc0630ea74f9118403caf9cce8ef38d7021b7af609cf7bb60a0c4fd4ed59b,f0c7c1b232c13ee4c4dd5a61c449f673d8cbaf147a0e4b6ef8e2f990a3e08ff0,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,9,7.9432823472428158,0.29949697092013206,0.089698435590334427,2026072201,1,18,2000,400000,228,217,0,0,0,0,2000,1,2000,1,0,0,0,0,1783,217,0,6.2564500000000072,13.526750000000002,11.199999999999999,20.304999999999996,30.608999999999995,122.8,915f7ad73b552b7bd55edbcc16ef25d2fd394775ed4ea99c8f80ea80c65a78e7,6b6e64d86e3b9dd1460cdb4065dc57de91b5e6ce217a208d6f5ad0c23f4a1916,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,9.5,8.9125093813374541,0.28274337281183959,0.079943814869014904,2026072201,1,19,2000,400000,111,109,0,0,0,0,2000,1,2000,1,0,0,0,0,1891,109,0,5.9748000000000188,14.071499999999991,11.199999999999999,20.199999999999999,31.736999999999966,421.80000000000001,2b06e60356a230d023500a8c266540b402e90e11734b2d56db99caed7d55e1f9,557924b7697d460ea4569cc867fe6385383dc7cb5d4e86737a23ff3dfc9a9ee7,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,10,10,0.26692695630078278,0.071249999999999994,2026072201,1,20,2000,400000,50,50,0,0,0,0,2000,1,2000,1,0,0,0,0,1950,50,0,6.0249500000000253,13.832949999999999,11.1,20.199999999999999,35.413999999999987,347.5,d0fc03f6c9d8a38f1beb9cca93aa64b50b1f07df2809d9f89cd6f24b812a9401,ff98437a67c2242741715c06ba0812099d15e96bc9740f5c019328d7f1111937,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,0,1,0.78740078740118113,0.62000000000000011,2026072201,1,0,2000,400000,50751,2000,40846,2000,0.102115,1,0,0,4,0.002,4,0.002,1996,0.998,0,4,1996,31.856949999999976,60.722350000000063,54.849999999999994,90.200000000000003,169.91200000000001,467.30000000000001,9834073c6f7c729b89e8839a2d0aa32b7f70907eaec8b0eb0890e33cc53e8737,9c1fbdd89f4522fca1b0d4d97974ee8dff1abad9e392f2807b3eb2f9c9916968,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,0.5,1.1220184543019633,0.74335427734218518,0.55257558164292231,2026072201,1,1,2000,400000,44506,2000,35908,2000,0.089770000000000003,1,0,0,4,0.002,4,0.002,1996,0.998,0,4,1996,27.00255000000001,54.231150000000198,47.200000000000003,77.905000000000001,138.72799999999995,491,184df64e3e6ae9d12ef82ed338b3d83ef6fefc09522c30f7d71cdb6a2e87b76c,3b31caf411e4ab3f1087a168b9cfa9cc77936e5d453ebd1c72afe16388b4fa36,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,1,1.2589254117941673,0.70177169045855259,0.49248350552905457,2026072201,1,2,2000,400000,38060,2000,30649,1999,0.076622499999999996,0.99950000000000006,1,0.00050000000000000001,2,0.001,1,0.00050000000000000001,1998,0.999,0,2,1998,27.212150000000008,54.057299999999948,47.799999999999997,75.709999999999994,123.72299999999998,466.80000000000001,9e9767bb594d79935e30f3c2c8ec3c16861d34de85b7dcabe923747a0e6ed49d,6b2b0980667de020a783219ffe634e5141f98ac5ea684f413dc815b882e25106,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,1.5,1.4125375446227544,0.66251519704695494,0.43892638631816555,2026072201,1,3,2000,400000,32176,2000,25984,1989,0.064960000000000004,0.99450000000000005,11,0.0054999999999999997,16,0.0080000000000000002,5,0.0025000000000000001,1984,0.99199999999999999,0,16,1984,29.650849999999959,56.053799999999946,50.5,82.004999999999995,131.11499999999998,300.39999999999998,29adaa0554fc455c15f4feef319f49c5a2f6fd69c1506760f319d4b366847c19,47143076a6ba6006e5ec99c599547ba8b3b598fb928863d7c7326214890c7119,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,2,1.5848931924611136,0.62545467747688943,0.39119355357771979,2026072201,1,4,2000,400000,27286,2000,21780,1959,0.054449999999999998,0.97950000000000004,41,0.020500000000000001,42,0.021000000000000001,1,0.00050000000000000001,1958,0.97899999999999998,0,42,1958,30.842550000000035,59.148650000000025,50.399999999999999,97.304999999999993,180.80999999999989,629.39999999999998,552a9e0b674cc7bd5e201abef7f7699e2821f3b95277d7122aad808efbd643be,56ae5b77eab6a228a353a624e8e50cf8329a2d236d2296aa6ed0f390ed4cccca,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,2.5,1.7782794100389228,0.59046729089596195,0.34865162161801655,2026072201,1,5,2000,400000,22453,2000,17534,1865,0.043834999999999999,0.9325,135,0.067500000000000004,138,0.069000000000000006,3,0.0015,1862,0.93100000000000005,0,138,1862,29.787099999999949,58.768299999999947,50.299999999999997,89.004999999999995,162.905,727.70000000000005,5896fd0d6bb66a11179fa25cb5c2c8b49eeea8ec9892636588cdd20e5efe4ea9,ee2c442f381fb571959054c62dc68fbb806aa80815db680d5e09c1aca1386ff9,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3,1.9952623149688795,0.55743706806141702,0.31073608484890886,2026072201,1,6,2000,400000,17841,2000,12668,1572,0.031669999999999997,0.78600000000000003,428,0.214,431,0.2155,3,0.0015,1569,0.78449999999999998,0,431,1569,25.570250000000005,51.809100000000065,46.549999999999997,71.304999999999993,112.50899999999999,590.39999999999998,632ae423827f6864d58bfb236f674f8ab3366887600ec719f64df996edf532a4,735bef154aea54d5ab10f03c39c4f3686816f908283af744d1dead99373e9fb0,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.5,2.2387211385683394,0.5262545269483172,0.27694382713359711,2026072201,1,7,2000,400000,14223,1997,8265,1145,0.0206625,0.57250000000000001,855,0.42749999999999999,859,0.42949999999999999,4,0.002,1141,0.57050000000000001,3,856,1141,26.734249999999992,54.90729999999995,47,82.299999999999997,151.44899999999996,649.39999999999998,75f18136cde8e83cff9118ae0965b65c1eb01d74b8321627eaf103cef4f357ba,9c7462a0fe146d260a69f2cb4aff9dd84000ed0d2fcd170c52a2de2684daef04,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4,2.5118864315095801,0.49681630986026243,0.24682644574316828,2026072201,1,8,2000,400000,10939,1995,4212,635,0.010529999999999999,0.3175,1365,0.6825,1367,0.6835,2,0.001,633,0.3165,5,1362,633,29.521000000000026,56.738800000000111,50,81.849999999999952,141.30600000000001,1596.5,497152286c228c0153866d9f668522f14c2d6663d6ff33452250dc7233591d1d,c432fe1f32b9bd515df30d377ee64dabf03be289ad2162f5c97329d4601c8ce6,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.5,2.8183829312644537,0.46902484083981816,0.21998430132481675,2026072201,1,9,2000,400000,8212,1961,1674,273,0.0041850000000000004,0.13650000000000001,1727,0.86350000000000005,1727,0.86350000000000005,0,0,273,0.13650000000000001,39,1688,273,27.194200000000016,51.503600000000041,46.5,77.905000000000001,144.22799999999995,645.89999999999998,788bc449d371b84f85c8258e44af51de10a7e8530c7988ea64149b9b81432b28,b4bf361d5e6d8c5920ef8ba44e70a2aefe333c966b219caad16286e5709ea99a,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5,3.1622776601683795,0.44278800224310449,0.19606121493043951,2026072201,1,10,2000,400000,6014,1923,429,69,0.0010725000000000001,0.034500000000000003,1931,0.96550000000000002,1931,0.96550000000000002,0,0,69,0.034500000000000003,77,1854,69,25.948049999999963,46.501249999999956,42.399999999999999,70.400000000000006,111.7,359.60000000000002,ffb19b0900127f8901be68b2e6abed1a502e993e17a24e2cc3d9b96cbbd7f57b,ff12b4a32d12fc73722795ed7dd5c811aa39c5a9400f5c0cb362d23c4bbf0a86,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.5,3.548133892335755,0.41801882940651863,0.17473974173839613,2026072201,1,11,2000,400000,4232,1745,53,9,0.0001325,0.0044999999999999997,1991,0.99550000000000005,1991,0.99550000000000005,0,0,9,0.0044999999999999997,255,1736,9,29.472900000000042,47.177350000000018,42.200000000000003,72.704999999999998,122.74399999999997,369.89999999999998,6ebfbab37d5eb3524129932e27fe3a2058e5cca647f3cc770882a1f67e4c7fea,453b964ef54ce414986126580fda150b051711a841a75626c43a71819a3607bc,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,6,3.9810717055349722,0.39463522239353394,0.155736958753594,2026072201,1,12,2000,400000,2748,1507,0,0,0,0,2000,1,2000,1,0,0,0,0,493,1507,0,31.96510000000001,49.296849999999949,43.399999999999999,76.709999999999994,139.11799999999997,1059.0999999999999,b3586c107409a7b5922662903037714a49a18fd15b41e638fbed0866e913885d,112e33838c880db1d72bf9a97defc3db0ca4d4168c626b1288bba5b813f3728a,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,6.5,4.4668359215096318,0.37255967386612981,0.138800710591237,2026072201,1,13,2000,400000,1808,1174,0,0,0,0,2000,1,2000,1,0,0,0,0,826,1174,0,67.344950000000111,67.734200000000072,52.5,131.98499999999993,359.18399999999968,2805.4000000000001,36bde426ab56d4a4f55b35568e7ba665118b02b94cbbcb6ae08641a586e0854c,02bbbf9e0a8dd2f9102b265f55ce30df9ebb42f35202a8e4c40b2091e1550f2b,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,7,5.011872336272722,0.35171901217885643,0.12370626352807056,2026072201,1,14,2000,400000,1100,845,0,0,0,0,2000,1,2000,1,0,0,0,0,1155,845,0,50.92760000000014,62.873700000000099,50.200000000000003,122.205,338.33599999999984,1629.5,a6a38f205490fc0b40995ca1a34d9dd784aab425bc8bb7bc560f175e2708b3f0,4fd45d2d0b489e6bc1aaba74dd131c482523bc759f0efcc79cc5a0db192f8ed2,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,7.5,5.6234132519034912,0.33204415884399052,0.11025332342241322,2026072201,1,15,2000,400000,661,553,0,0,0,0,2000,1,2000,1,0,0,0,0,1447,553,0,32.864149999999981,45.394950000000115,36.299999999999997,72.204999999999998,183.6869999999999,2986.1999999999998,3ef4149562f8d1fc26f86c4f18e298dda11cf0d02d2ce924f8629514df86fc89,6299b9a7cec50c22d5b73a76fb40d782f02f4b906abf45665d4bb7f525f190a0,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,8,6.3095734448019334,0.31346989956388005,0.098263377932589047,2026072201,1,16,2000,400000,402,363,0,0,0,0,2000,1,2000,1,0,0,0,0,1637,363,0,29.603549999999967,38.204949999999982,35,60.304999999999993,97.974999999999937,594.39999999999998,539fb30d8746c029f8db8827e4f901b3f02995518ca62bbe3411ce935e3d066b,2f2fa11e5c5ebb91f2a46985cfdba71e92b8e8d8141008215877723b20e3f13e,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,8.5,7.0794578438413787,0.29593466807153701,0.087577327766610785,2026072201,1,17,2000,400000,180,173,0,0,0,0,2000,1,2000,1,0,0,0,0,1827,173,0,33.516149999999982,39.265500000000017,34.100000000000001,65,127.65799999999993,545.29999999999995,f3fb3aceead0eb748924aa406065a129c63da2464ece3b68c2b1f0d1f0dd225e,e8f090c389be791909bcb4c499b8a6def7b7d4bf48b0893ba9ceaab5bbdebae6,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,9,7.9432823472428158,0.27938034206299905,0.078053375531238353,2026072201,1,18,2000,400000,79,76,0,0,0,0,2000,1,2000,1,0,0,0,0,1924,76,0,36.710049999999974,43.292549999999956,38.399999999999999,77.614999999999981,175.20699999999988,520.20000000000005,088fe3a02924aa65f8a3a679ad80d8455c062a048cfe2f0488baa0896a36d87f,adbe93ddaa8b2d7b53f9cc4d446a39baedd8c3b74d4a481bad8e7d23abdb7bbb,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,9.5,8.9125093813374541,0.26375205054505596,0.069565144166721757,2026072201,1,19,2000,400000,34,34,0,0,0,0,2000,1,2000,1,0,0,0,0,1966,34,0,33.604949999999974,39.586050000000057,35.549999999999997,62.799999999999997,136.25899999999993,374.30000000000001,4dd40267df46efd676ab41c42c1b29205f0dbfd03721f93ff3f62e9028835e28,63132a1c18e00c67a19a09b7ddea448b2f22107d68105098e70eda9c6ba95637,FIXED_FRAMES_REACHED
bch.group4.result.v1,BCH13,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,10,10,0.24899799195977465,0.062,2026072201,1,20,2000,400000,9,9,0,0,0,0,2000,1,2000,1,0,0,0,0,1991,9,0,28.645700000000037,34.160499999999999,29.199999999999999,50.904999999999994,84.212999999999994,261.60000000000002,669e3c56613239e5ddbe93dc95f5dcab63292adca9b6ca0aabc57c7a6c73798c,5bfb8229445d208e00f0cd3d313a016d69444d53a763480d7d78a2fc596ebab2,FIXED_FRAMES_REACHED
