caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,0,avgDecodeTimeUs,17.20655000000001,17.20655000000001,RAW_LINEAR
BCH-S200,0.5,avgDecodeTimeUs,16.613849999999992,16.613849999999992,RAW_LINEAR
BCH-S200,1,avgDecodeTimeUs,17.016700000000025,17.016700000000025,RAW_LINEAR
BCH-S200,1.5,avgDecodeTimeUs,17.84619999999998,17.84619999999998,RAW_LINEAR
BCH-S200,2,avgDecodeTimeUs,36.32785000000002,36.32785000000002,RAW_LINEAR
BCH-S200,2.5,avgDecodeTimeUs,21.100900000000017,21.100900000000017,RAW_LINEAR
BCH-S200,3,avgDecodeTimeUs,18.80659999999998,18.80659999999998,RAW_LINEAR
BCH-S200,3.5,avgDecodeTimeUs,17.893749999999997,17.893749999999997,RAW_LINEAR
BCH-S200,4,avgDecodeTimeUs,16.575800000000022,16.575800000000022,RAW_LINEAR
BCH-S200,4.5,avgDecodeTimeUs,16.304700000000004,16.304700000000004,RAW_LINEAR
BCH-S200,5,avgDecodeTimeUs,15.062300000000016,15.062300000000016,RAW_LINEAR
BCH-S200,5.5,avgDecodeTimeUs,14.990950000000007,14.990950000000007,RAW_LINEAR
BCH-S200,6,avgDecodeTimeUs,16.69269999999998,16.69269999999998,RAW_LINEAR
BCH-S200,6.5,avgDecodeTimeUs,14.839950000000005,14.839950000000005,RAW_LINEAR
BCH-S200,7,avgDecodeTimeUs,13.396799999999997,13.396799999999997,RAW_LINEAR
BCH-S200,7.5,avgDecodeTimeUs,14.031399999999982,14.031399999999982,RAW_LINEAR
BCH-S200,8,avgDecodeTimeUs,13.81764999999999,13.81764999999999,RAW_LINEAR
BCH-S200,8.5,avgDecodeTimeUs,15.387549999999994,15.387549999999994,RAW_LINEAR
BCH-S200,9,avgDecodeTimeUs,13.526750000000002,13.526750000000002,RAW_LINEAR
BCH-S200,9.5,avgDecodeTimeUs,14.071499999999991,14.071499999999991,RAW_LINEAR
BCH-S200,10,avgDecodeTimeUs,13.832949999999999,13.832949999999999,RAW_LINEAR
BCH-B200,0,avgDecodeTimeUs,60.72235000000006,60.72235000000006,RAW_LINEAR
BCH-B200,0.5,avgDecodeTimeUs,54.2311500000002,54.2311500000002,RAW_LINEAR
BCH-B200,1,avgDecodeTimeUs,54.05729999999995,54.05729999999995,RAW_LINEAR
BCH-B200,1.5,avgDecodeTimeUs,56.053799999999946,56.053799999999946,RAW_LINEAR
BCH-B200,2,avgDecodeTimeUs,59.148650000000025,59.148650000000025,RAW_LINEAR
BCH-B200,2.5,avgDecodeTimeUs,58.76829999999995,58.76829999999995,RAW_LINEAR
BCH-B200,3,avgDecodeTimeUs,51.809100000000065,51.809100000000065,RAW_LINEAR
BCH-B200,3.5,avgDecodeTimeUs,54.90729999999995,54.90729999999995,RAW_LINEAR
BCH-B200,4,avgDecodeTimeUs,56.73880000000011,56.73880000000011,RAW_LINEAR
BCH-B200,4.5,avgDecodeTimeUs,51.50360000000004,51.50360000000004,RAW_LINEAR
BCH-B200,5,avgDecodeTimeUs,46.501249999999956,46.501249999999956,RAW_LINEAR
BCH-B200,5.5,avgDecodeTimeUs,47.17735000000002,47.17735000000002,RAW_LINEAR
BCH-B200,6,avgDecodeTimeUs,49.29684999999995,49.29684999999995,RAW_LINEAR
BCH-B200,6.5,avgDecodeTimeUs,67.73420000000007,67.73420000000007,RAW_LINEAR
BCH-B200,7,avgDecodeTimeUs,62.8737000000001,62.8737000000001,RAW_LINEAR
BCH-B200,7.5,avgDecodeTimeUs,45.394950000000115,45.394950000000115,RAW_LINEAR
BCH-B200,8,avgDecodeTimeUs,38.20494999999998,38.20494999999998,RAW_LINEAR
BCH-B200,8.5,avgDecodeTimeUs,39.26550000000002,39.26550000000002,RAW_LINEAR
BCH-B200,9,avgDecodeTimeUs,43.292549999999956,43.292549999999956,RAW_LINEAR
BCH-B200,9.5,avgDecodeTimeUs,39.58605000000006,39.58605000000006,RAW_LINEAR
BCH-B200,10,avgDecodeTimeUs,34.1605,34.1605,RAW_LINEAR
BCH-S300,0,avgDecodeTimeUs,40.2794,40.2794,RAW_LINEAR
BCH-S300,0.5,avgDecodeTimeUs,36.159450000000014,36.159450000000014,RAW_LINEAR
BCH-S300,1,avgDecodeTimeUs,26.552850000000053,26.552850000000053,RAW_LINEAR
BCH-S300,1.5,avgDecodeTimeUs,26.47535000000003,26.47535000000003,RAW_LINEAR
BCH-S300,2,avgDecodeTimeUs,26.91054999999999,26.91054999999999,RAW_LINEAR
BCH-S300,2.5,avgDecodeTimeUs,26.351799999999947,26.351799999999947,RAW_LINEAR
BCH-S300,3,avgDecodeTimeUs,28.17834999999996,28.17834999999996,RAW_LINEAR
BCH-S300,3.5,avgDecodeTimeUs,26.87359999999999,26.87359999999999,RAW_LINEAR
BCH-S300,4,avgDecodeTimeUs,31.353149999999953,31.353149999999953,RAW_LINEAR
BCH-S300,4.5,avgDecodeTimeUs,21.54069999999995,21.54069999999995,RAW_LINEAR
BCH-S300,5,avgDecodeTimeUs,20.87544999999998,20.87544999999998,RAW_LINEAR
BCH-S300,5.5,avgDecodeTimeUs,18.921950000000024,18.921950000000024,RAW_LINEAR
BCH-S300,6,avgDecodeTimeUs,19.001750000000005,19.001750000000005,RAW_LINEAR
BCH-S300,6.5,avgDecodeTimeUs,25.470049999999972,25.470049999999972,RAW_LINEAR
BCH-S300,7,avgDecodeTimeUs,26.439550000000025,26.439550000000025,RAW_LINEAR
BCH-S300,7.5,avgDecodeTimeUs,20.879700000000035,20.879700000000035,RAW_LINEAR
BCH-S300,8,avgDecodeTimeUs,19.21064999999999,19.21064999999999,RAW_LINEAR
BCH-S300,8.5,avgDecodeTimeUs,21.618749999999967,21.618749999999967,RAW_LINEAR
BCH-S300,9,avgDecodeTimeUs,21.69775000000002,21.69775000000002,RAW_LINEAR
BCH-S300,9.5,avgDecodeTimeUs,18.550649999999973,18.550649999999973,RAW_LINEAR
BCH-S300,10,avgDecodeTimeUs,20.664349999999974,20.664349999999974,RAW_LINEAR
BCH-B300,0,avgDecodeTimeUs,186.9004000000001,186.9004000000001,RAW_LINEAR
BCH-B300,0.5,avgDecodeTimeUs,156.24540000000013,156.24540000000013,RAW_LINEAR
BCH-B300,1,avgDecodeTimeUs,156.11050000000034,156.11050000000034,RAW_LINEAR
BCH-B300,1.5,avgDecodeTimeUs,167.6404499999998,167.6404499999998,RAW_LINEAR
BCH-B300,2,avgDecodeTimeUs,169.06180000000018,169.06180000000018,RAW_LINEAR
BCH-B300,2.5,avgDecodeTimeUs,153.3175499999996,153.3175499999996,RAW_LINEAR
BCH-B300,3,avgDecodeTimeUs,151.90704999999977,151.90704999999977,RAW_LINEAR
BCH-B300,3.5,avgDecodeTimeUs,147.65490000000017,147.65490000000017,RAW_LINEAR
BCH-B300,4,avgDecodeTimeUs,186.66119999999992,186.66119999999992,RAW_LINEAR
BCH-B300,4.5,avgDecodeTimeUs,141.8031999999999,141.8031999999999,RAW_LINEAR
BCH-B300,5,avgDecodeTimeUs,130.74175000000002,130.74175000000002,RAW_LINEAR
BCH-B300,5.5,avgDecodeTimeUs,115.55065000000012,115.55065000000012,RAW_LINEAR
BCH-B300,6,avgDecodeTimeUs,112.42934999999983,112.42934999999983,RAW_LINEAR
BCH-B300,6.5,avgDecodeTimeUs,117.60019999999992,117.60019999999992,RAW_LINEAR
BCH-B300,7,avgDecodeTimeUs,128.67379999999997,128.67379999999997,RAW_LINEAR
BCH-B300,7.5,avgDecodeTimeUs,93.87430000000012,93.87430000000012,RAW_LINEAR
BCH-B300,8,avgDecodeTimeUs,121.56579999999995,121.56579999999995,RAW_LINEAR
BCH-B300,8.5,avgDecodeTimeUs,98.1005,98.1005,RAW_LINEAR
BCH-B300,9,avgDecodeTimeUs,91.94715000000001,91.94715000000001,RAW_LINEAR
BCH-B300,9.5,avgDecodeTimeUs,83.71889999999993,83.71889999999993,RAW_LINEAR
BCH-B300,10,avgDecodeTimeUs,84.66084999999994,84.66084999999994,RAW_LINEAR
