caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S300,0,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,0.5,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,1,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,1.5,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,2,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,2.5,FER,0.996,0.996,RAW_POSITIVE
BCH-S300,3,FER,0.99,0.99,RAW_POSITIVE
BCH-S300,3.5,FER,0.9545,0.9545,RAW_POSITIVE
BCH-S300,4,FER,0.852,0.852,RAW_POSITIVE
BCH-S300,4.5,FER,0.702,0.702,RAW_POSITIVE
BCH-S300,5,FER,0.5125,0.5125,RAW_POSITIVE
BCH-S300,5.5,FER,0.319,0.319,RAW_POSITIVE
BCH-S300,6,FER,0.176,0.176,RAW_POSITIVE
BCH-S300,6.5,FER,0.0865,0.0865,RAW_POSITIVE
BCH-S300,7,FER,0.034,0.034,RAW_POSITIVE
BCH-S300,7.5,FER,0.0175,0.0175,RAW_POSITIVE
BCH-S300,8,FER,0.0055,0.0055,RAW_POSITIVE
BCH-S300,8.5,FER,0.0015,0.0015,RAW_POSITIVE
BCH-S300,9,FER,0.001,0.001,RAW_POSITIVE
BCH-S300,9.5,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-S300,10,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,0,FER,1.0,1.0,RAW_POSITIVE
BCH-B300,0.5,FER,1.0,1.0,RAW_POSITIVE
BCH-B300,1,FER,1.0,1.0,RAW_POSITIVE
BCH-B300,1.5,FER,1.0,1.0,RAW_POSITIVE
BCH-B300,2,FER,0.9985,0.9985,RAW_POSITIVE
BCH-B300,2.5,FER,0.98,0.98,RAW_POSITIVE
BCH-B300,3,FER,0.9095,0.9095,RAW_POSITIVE
BCH-B300,3.5,FER,0.688,0.688,RAW_POSITIVE
BCH-B300,4,FER,0.364,0.364,RAW_POSITIVE
BCH-B300,4.5,FER,0.119,0.119,RAW_POSITIVE
BCH-B300,5,FER,0.019,0.019,RAW_POSITIVE
BCH-B300,5.5,FER,0.0015,0.0015,RAW_POSITIVE
BCH-B300,6,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,6.5,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,7,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,7.5,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,8,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,8.5,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,9,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,9.5,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,10,FER,0.0,0.0015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
