schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,esN0Db,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,totalDecodeTimeUs,timedFrames,decoderMemoryBytes,peakWorkspaceBytes,memoryMeasurementMethod,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.s6.result.v1,stage03_bch_formal_rerun,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.000000,5.9342168516223506,3.9212242986087902,0.39763536438352531,0.15811388300841894,20260804,1,20,0,50000,50000,50000,10000000,74060,38730,225,40,2.2500000000000001e-05,0.00080000000000000004,49960,0.99919999999999998,49960,0.99919999999999998,0,0,40,0.00080000000000000004,11270,38690,40,6.0449319999999567,21.841787999999788,18.199999999999999,27.300000000000001,56.5,12843.6,1092089.3999999894,50000,2408,810,EXACT_FROM_TYPE_AND_COUNT,f5ed5ef3a3a517ac5f4814d3299d632fbd76823289b3ef2d067deb79a7215a8f,b0e942c4d308b75fc81d37ec8420ce722d7aa5872b4ec46d3843e8883d8ba443,MAX_FRAMES_REACHED,200,1000,50000,11,0,0,1,402d6b77fb46f6d2be39da83ae0e9d82e96ea788431ed17ac6036e95d2a4ec4d
