organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,2.9,-10,31,114480,0.00027079,0.000190785,0.000384331,dense
B_CONT_50x6,R34,2.9,-9,37,114480,0.000323201,0.000234504,0.00044543,dense
B_CONT_50x6,R34,2.9,-8,36,114480,0.000314465,0.000227167,0.000435297,dense
B_CONT_50x6,R34,2.9,-7,34,114480,0.000296995,0.000212551,0.000414974,dense
B_CONT_50x6,R34,2.9,-6,32,114480,0.000279525,0.000198018,0.000394567,dense
B_CONT_50x6,R34,2.9,-5,27,114480,0.000235849,0.000162102,0.000343135,dense
B_CONT_50x6,R34,2.9,-4,38,114480,0.000331936,0.000241859,0.000455545,dense
B_CONT_50x6,R34,2.9,-3,35,114480,0.00030573,0.000219849,0.000425145,dense
B_CONT_50x6,R34,2.9,-2,30,114480,0.000262055,0.000183576,0.00037407,dense
B_CONT_50x6,R34,2.9,-1,28,114480,0.000244584,0.000169233,0.000353473,dense
B_CONT_50x6,R34,2.9,0,28,114480,0.000244584,0.000169233,0.000353473,dense
B_CONT_50x6,R34,2.9,1,30,114480,0.000262055,0.000183576,0.00037407,dense
B_CONT_50x6,R34,2.9,2,24,114480,0.000209644,0.00014089,0.000311937,dense
B_CONT_50x6,R34,2.9,3,28,114480,0.000244584,0.000169233,0.000353473,dense
B_CONT_50x6,R34,2.9,4,28,114480,0.000244584,0.000169233,0.000353473,dense
B_CONT_50x6,R34,2.9,5,23,114480,0.000200908,0.000133886,0.000301472,dense
B_CONT_50x6,R34,2.9,6,23,114480,0.000200908,0.000133886,0.000301472,dense
B_CONT_50x6,R34,2.9,7,22,114480,0.000192173,0.000126918,0.00029097,dense
B_CONT_50x6,R34,2.9,8,21,114480,0.000183438,0.000119989,0.00028043,dense
B_CONT_50x6,R34,2.9,9,20,114480,0.000174703,0.000113101,0.000269848,dense
