organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,0.7,-10,298,5000,0.0596,0.0533698,0.0665064,dense
B_CONT_50x6,R34,0.7,-9,319,5000,0.0638,0.057355,0.0709147,dense
B_CONT_50x6,R34,0.7,-8,317,5000,0.0634,0.0569751,0.0704953,dense
B_CONT_50x6,R34,0.7,-7,322,5000,0.0644,0.057925,0.0715438,dense
B_CONT_50x6,R34,0.7,-6,338,5000,0.0676,0.0609679,0.0748961,dense
B_CONT_50x6,R34,0.7,-5,308,5000,0.0616,0.0552664,0.0686067,dense
B_CONT_50x6,R34,0.7,-4,318,5000,0.0636,0.057165,0.070705,dense
B_CONT_50x6,R34,0.7,-3,309,5000,0.0618,0.0554562,0.0688166,dense
B_CONT_50x6,R34,0.7,-2,316,5000,0.0632,0.0567852,0.0702855,dense
B_CONT_50x6,R34,0.7,-1,296,5000,0.0592,0.0529907,0.0660861,dense
B_CONT_50x6,R34,0.7,0,299,5000,0.0598,0.0535594,0.0667165,dense
B_CONT_50x6,R34,0.7,1,284,5000,0.0568,0.0507181,0.0635624,dense
B_CONT_50x6,R34,0.7,2,309,5000,0.0618,0.0554562,0.0688166,dense
B_CONT_50x6,R34,0.7,3,295,5000,0.059,0.0528012,0.0658759,dense
B_CONT_50x6,R34,0.7,4,305,5000,0.061,0.0546972,0.0679768,dense
B_CONT_50x6,R34,0.7,5,331,5000,0.0662,0.059636,0.07343,dense
B_CONT_50x6,R34,0.7,6,289,5000,0.0578,0.0516646,0.0646143,dense
B_CONT_50x6,R34,0.7,7,296,5000,0.0592,0.0529907,0.0660861,dense
B_CONT_50x6,R34,0.7,8,299,5000,0.0598,0.0535594,0.0667165,dense
B_CONT_50x6,R34,0.7,9,318,5000,0.0636,0.057165,0.070705,dense
