organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,2.8,-10,30,88970,0.000337192,0.000236214,0.000481317,dense
B_CONT_50x6,R34,2.8,-9,36,88970,0.000404631,0.000292305,0.000560097,dense
B_CONT_50x6,R34,2.8,-8,32,88970,0.000359672,0.000254798,0.00050769,dense
B_CONT_50x6,R34,2.8,-7,30,88970,0.000337192,0.000236214,0.000481317,dense
B_CONT_50x6,R34,2.8,-6,32,88970,0.000359672,0.000254798,0.00050769,dense
B_CONT_50x6,R34,2.8,-5,32,88970,0.000359672,0.000254798,0.00050769,dense
B_CONT_50x6,R34,2.8,-4,38,88970,0.00042711,0.00031121,0.000586149,dense
B_CONT_50x6,R34,2.8,-3,37,88970,0.000415871,0.000301745,0.000573135,dense
B_CONT_50x6,R34,2.8,-2,35,88970,0.000393391,0.000282888,0.000547035,dense
B_CONT_50x6,R34,2.8,-1,37,88970,0.000415871,0.000301745,0.000573135,dense
B_CONT_50x6,R34,2.8,0,31,88970,0.000348432,0.000245491,0.000494519,dense
B_CONT_50x6,R34,2.8,1,31,88970,0.000348432,0.000245491,0.000494519,dense
B_CONT_50x6,R34,2.8,2,24,88970,0.000269754,0.000181289,0.000401371,dense
B_CONT_50x6,R34,2.8,3,29,88970,0.000325953,0.00022697,0.000468083,dense
B_CONT_50x6,R34,2.8,4,28,88970,0.000314713,0.000217759,0.000454815,dense
B_CONT_50x6,R34,2.8,5,26,88970,0.000292233,0.000199445,0.000428172,dense
B_CONT_50x6,R34,2.8,6,29,88970,0.000325953,0.00022697,0.000468083,dense
B_CONT_50x6,R34,2.8,7,28,88970,0.000314713,0.000217759,0.000454815,dense
B_CONT_50x6,R34,2.8,8,26,88970,0.000292233,0.000199445,0.000428172,dense
B_CONT_50x6,R34,2.8,9,27,88970,0.000303473,0.000208583,0.000441512,dense
