organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-1.2,-10,58,5000,0.0116,0.00898452,0.0149654,dense
B_CONT_50x6,R12,-1.2,-9,45,5000,0.009,0.00673323,0.0120207,dense
B_CONT_50x6,R12,-1.2,-8,45,5000,0.009,0.00673323,0.0120207,dense
B_CONT_50x6,R12,-1.2,-7,47,5000,0.0094,0.00707656,0.0124767,dense
B_CONT_50x6,R12,-1.2,-6,55,5000,0.011,0.00846117,0.0142896,dense
B_CONT_50x6,R12,-1.2,-5,42,5000,0.0084,0.00622065,0.0113342,dense
B_CONT_50x6,R12,-1.2,-4,48,5000,0.0096,0.00724868,0.0127043,dense
B_CONT_50x6,R12,-1.2,-3,46,5000,0.0092,0.00690474,0.0122488,dense
B_CONT_50x6,R12,-1.2,-2,44,5000,0.0088,0.00656204,0.0117922,dense
B_CONT_50x6,R12,-1.2,-1,47,5000,0.0094,0.00707656,0.0124767,dense
B_CONT_50x6,R12,-1.2,0,41,5000,0.0082,0.00605049,0.0111046,dense
B_CONT_50x6,R12,-1.2,1,42,5000,0.0084,0.00622065,0.0113342,dense
B_CONT_50x6,R12,-1.2,2,44,5000,0.0088,0.00656204,0.0117922,dense
B_CONT_50x6,R12,-1.2,3,51,5000,0.0102,0.00776674,0.0133853,dense
B_CONT_50x6,R12,-1.2,4,52,5000,0.0104,0.00793996,0.0136118,dense
B_CONT_50x6,R12,-1.2,5,54,5000,0.0108,0.00828719,0.0140639,dense
B_CONT_50x6,R12,-1.2,6,49,5000,0.0098,0.00742108,0.0129316,dense
B_CONT_50x6,R12,-1.2,7,36,5000,0.0072,0.0052054,0.00995125,dense
B_CONT_50x6,R12,-1.2,8,51,5000,0.0102,0.00776674,0.0133853,dense
B_CONT_50x6,R12,-1.2,9,44,5000,0.0088,0.00656204,0.0117922,dense
