organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-0.4,-10,25,20140,0.00124131,0.000840973,0.00183188,dense
B_CONT_50x6,R12,-0.4,-9,27,20140,0.00134062,0.000921554,0.00194987,dense
B_CONT_50x6,R12,-0.4,-8,19,20140,0.000943396,0.000604062,0.00147307,dense
B_CONT_50x6,R12,-0.4,-7,22,20140,0.00109235,0.000721515,0.00165348,dense
B_CONT_50x6,R12,-0.4,-6,29,20140,0.00143992,0.00100279,0.0020672,dense
B_CONT_50x6,R12,-0.4,-5,32,20140,0.00158888,0.00112576,0.0022421,dense
B_CONT_50x6,R12,-0.4,-4,23,20140,0.00114201,0.000761131,0.00171315,dense
B_CONT_50x6,R12,-0.4,-3,28,20140,0.00139027,0.000962096,0.00200861,dense
B_CONT_50x6,R12,-0.4,-2,32,20140,0.00158888,0.00112576,0.0022421,dense
B_CONT_50x6,R12,-0.4,-1,26,20140,0.00129096,0.000881176,0.00189096,dense
B_CONT_50x6,R12,-0.4,0,27,20140,0.00134062,0.000921554,0.00194987,dense
B_CONT_50x6,R12,-0.4,1,21,20140,0.0010427,0.000682122,0.00159358,dense
B_CONT_50x6,R12,-0.4,2,22,20140,0.00109235,0.000721515,0.00165348,dense
B_CONT_50x6,R12,-0.4,3,24,20140,0.00119166,0.000800954,0.00177261,dense
B_CONT_50x6,R12,-0.4,4,17,20140,0.000844091,0.000527098,0.00135146,dense
B_CONT_50x6,R12,-0.4,5,27,20140,0.00134062,0.000921554,0.00194987,dense
B_CONT_50x6,R12,-0.4,6,28,20140,0.00139027,0.000962096,0.00200861,dense
B_CONT_50x6,R12,-0.4,7,29,20140,0.00143992,0.00100279,0.0020672,dense
B_CONT_50x6,R12,-0.4,8,24,20140,0.00119166,0.000800954,0.00177261,dense
B_CONT_50x6,R12,-0.4,9,17,20140,0.000844091,0.000527098,0.00135146,dense
