organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,2.5,-10,34,43595,0.000779906,0.000558189,0.00108959,dense
B_CONT_50x6,R34,2.5,-9,41,43595,0.000940475,0.000693379,0.00127551,dense
B_CONT_50x6,R34,2.5,-8,40,43595,0.000917536,0.000673929,0.00124909,dense
B_CONT_50x6,R34,2.5,-7,26,43595,0.000596399,0.000407049,0.000873752,dense
B_CONT_50x6,R34,2.5,-6,35,43595,0.000802844,0.000577355,0.0011163,dense
B_CONT_50x6,R34,2.5,-5,39,43595,0.000894598,0.000654522,0.00122263,dense
B_CONT_50x6,R34,2.5,-4,44,43595,0.00100929,0.000751974,0.00135454,dense
B_CONT_50x6,R34,2.5,-3,38,43595,0.00087166,0.000635159,0.00119612,dense
B_CONT_50x6,R34,2.5,-2,40,43595,0.000917536,0.000673929,0.00124909,dense
B_CONT_50x6,R34,2.5,-1,46,43595,0.00105517,0.000791225,0.00140703,dense
B_CONT_50x6,R34,2.5,0,38,43595,0.00087166,0.000635159,0.00119612,dense
B_CONT_50x6,R34,2.5,1,38,43595,0.00087166,0.000635159,0.00119612,dense
B_CONT_50x6,R34,2.5,2,30,43595,0.000688152,0.000482094,0.000982199,dense
B_CONT_50x6,R34,2.5,3,40,43595,0.000917536,0.000673929,0.00124909,dense
B_CONT_50x6,R34,2.5,4,34,43595,0.000779906,0.000558189,0.00108959,dense
B_CONT_50x6,R34,2.5,5,34,43595,0.000779906,0.000558189,0.00108959,dense
B_CONT_50x6,R34,2.5,6,33,43595,0.000756968,0.000539077,0.00106283,dense
B_CONT_50x6,R34,2.5,7,36,43595,0.000825783,0.000596574,0.00114296,dense
B_CONT_50x6,R34,2.5,8,39,43595,0.000894598,0.000654522,0.00122263,dense
B_CONT_50x6,R34,2.5,9,34,43595,0.000779906,0.000558189,0.00108959,dense
