organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-0.7,-10,21,10190,0.00206084,0.00134837,0.00314861,dense
B_CONT_50x6,R12,-0.7,-9,23,10190,0.00225711,0.00150456,0.00338481,dense
B_CONT_50x6,R12,-0.7,-8,22,10190,0.00215898,0.00142624,0.00326693,dense
B_CONT_50x6,R12,-0.7,-7,23,10190,0.00225711,0.00150456,0.00338481,dense
B_CONT_50x6,R12,-0.7,-6,33,10190,0.00323847,0.00230697,0.00454436,dense
B_CONT_50x6,R12,-0.7,-5,26,10190,0.00255152,0.00174188,0.00373608,dense
B_CONT_50x6,R12,-0.7,-4,27,10190,0.00264966,0.00182171,0.00385245,dense
B_CONT_50x6,R12,-0.7,-3,33,10190,0.00323847,0.00230697,0.00454436,dense
B_CONT_50x6,R12,-0.7,-2,30,10190,0.00294406,0.00206307,0.00419967,dense
B_CONT_50x6,R12,-0.7,-1,24,10190,0.00235525,0.00158329,0.00350228,dense
B_CONT_50x6,R12,-0.7,0,32,10190,0.00314033,0.00222541,0.00442973,dense
B_CONT_50x6,R12,-0.7,1,31,10190,0.0030422,0.00214411,0.00431483,dense
B_CONT_50x6,R12,-0.7,2,25,10190,0.00245339,0.0016624,0.00361936,dense
B_CONT_50x6,R12,-0.7,3,27,10190,0.00264966,0.00182171,0.00385245,dense
B_CONT_50x6,R12,-0.7,4,26,10190,0.00255152,0.00174188,0.00373608,dense
B_CONT_50x6,R12,-0.7,5,25,10190,0.00245339,0.0016624,0.00361936,dense
B_CONT_50x6,R12,-0.7,6,22,10190,0.00215898,0.00142624,0.00326693,dense
B_CONT_50x6,R12,-0.7,7,17,10190,0.0016683,0.00104191,0.00267028,dense
B_CONT_50x6,R12,-0.7,8,30,10190,0.00294406,0.00206307,0.00419967,dense
B_CONT_50x6,R12,-0.7,9,19,10190,0.00186457,0.00119405,0.00291053,dense
