organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R23,1.8000000000000003,1.8000000000000003,3.6469143081759881,0.65359477124183007,0.330346724003798,300,1,15640,1468,200,0.00031287297527706734,0.01278772378516624,0.00029727445775273463,0.00032928970505635832,0.011142630927940069,0.014672093664080794,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233,232,435,457,458,0,0,1,1,0,459,459,571.13845907928123,458.69999999999999,1072.8,46314.099999999999,5,0.64523678183976063,459,59776,612587520,4785840,17620057067666830979,2026072001,2026072904,0-15639,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.8000000000000003,1.8000000000000003,3.6469143081759881,0.65359477124183007,0.330346724003798,50,6,15640,1468,200,0.00031287297527706734,0.01278772378516624,0.00029727445775273463,0.00032928970505635832,0.011142630927940069,0.014672093664080794,0.0002941176470588235,0.00032225063938618928,0.91269841269841256,223,173,198,256,270,458,78,84,9,4,9,272,207.75,1972.8482544757026,1672,3261.4000000000001,29127.900000000001,5,0.64523678183976063,459,26112,2252128720,17047600,11712552792236481419,2026072001,2026072904,0-15639,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
