organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,2.7,-10,36,67135,0.000536233,0.00038738,0.000742241,dense
B_CONT_50x6,R34,2.7,-9,39,67135,0.000580919,0.000425007,0.000793981,dense
B_CONT_50x6,R34,2.7,-8,36,67135,0.000536233,0.00038738,0.000742241,dense
B_CONT_50x6,R34,2.7,-7,30,67135,0.000446861,0.000313045,0.000637843,dense
B_CONT_50x6,R34,2.7,-6,35,67135,0.000521338,0.000374901,0.000724931,dense
B_CONT_50x6,R34,2.7,-5,33,67135,0.000491547,0.000350046,0.000690208,dense
B_CONT_50x6,R34,2.7,-4,37,67135,0.000551128,0.000399891,0.000759519,dense
B_CONT_50x6,R34,2.7,-3,36,67135,0.000536233,0.00038738,0.000742241,dense
B_CONT_50x6,R34,2.7,-2,42,67135,0.000625605,0.000462895,0.00084546,dense
B_CONT_50x6,R34,2.7,-1,41,67135,0.00061071,0.000450239,0.000828328,dense
B_CONT_50x6,R34,2.7,0,32,67135,0.000476652,0.000337673,0.000672792,dense
B_CONT_50x6,R34,2.7,1,34,67135,0.000506442,0.000362456,0.000707588,dense
B_CONT_50x6,R34,2.7,2,28,67135,0.00041707,0.000288586,0.000602723,dense
B_CONT_50x6,R34,2.7,3,33,67135,0.000491547,0.000350046,0.000690208,dense
B_CONT_50x6,R34,2.7,4,32,67135,0.000476652,0.000337673,0.000672792,dense
B_CONT_50x6,R34,2.7,5,25,67135,0.000372384,0.000252257,0.000549685,dense
B_CONT_50x6,R34,2.7,6,34,67135,0.000506442,0.000362456,0.000707588,dense
B_CONT_50x6,R34,2.7,7,30,67135,0.000446861,0.000313045,0.000637843,dense
B_CONT_50x6,R34,2.7,8,34,67135,0.000506442,0.000362456,0.000707588,dense
B_CONT_50x6,R34,2.7,9,25,67135,0.000372384,0.000252257,0.000549685,dense
