organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-1.9,-10,166,5000,0.0332,0.0285814,0.0385353,dense
B_CONT_50x6,R12,-1.9,-9,159,5000,0.0318,0.0272844,0.0370345,dense
B_CONT_50x6,R12,-1.9,-8,148,5000,0.0296,0.0252514,0.0346709,dense
B_CONT_50x6,R12,-1.9,-7,162,5000,0.0324,0.02784,0.037678,dense
B_CONT_50x6,R12,-1.9,-6,172,5000,0.0344,0.029695,0.0398199,dense
B_CONT_50x6,R12,-1.9,-5,156,5000,0.0312,0.0267293,0.0363905,dense
B_CONT_50x6,R12,-1.9,-4,151,5000,0.0302,0.0258052,0.0353161,dense
B_CONT_50x6,R12,-1.9,-3,164,5000,0.0328,0.0282106,0.0381067,dense
B_CONT_50x6,R12,-1.9,-2,166,5000,0.0332,0.0285814,0.0385353,dense
B_CONT_50x6,R12,-1.9,-1,173,5000,0.0346,0.0298808,0.0400338,dense
B_CONT_50x6,R12,-1.9,0,163,5000,0.0326,0.0280253,0.0378924,dense
B_CONT_50x6,R12,-1.9,1,162,5000,0.0324,0.02784,0.037678,dense
B_CONT_50x6,R12,-1.9,2,151,5000,0.0302,0.0258052,0.0353161,dense
B_CONT_50x6,R12,-1.9,3,160,5000,0.032,0.0274696,0.037249,dense
B_CONT_50x6,R12,-1.9,4,161,5000,0.0322,0.0276547,0.0374635,dense
B_CONT_50x6,R12,-1.9,5,167,5000,0.0334,0.0287669,0.0387495,dense
B_CONT_50x6,R12,-1.9,6,173,5000,0.0346,0.0298808,0.0400338,dense
B_CONT_50x6,R12,-1.9,7,149,5000,0.0298,0.0254359,0.034886,dense
B_CONT_50x6,R12,-1.9,8,174,5000,0.0348,0.0300666,0.0402477,dense
B_CONT_50x6,R12,-1.9,9,159,5000,0.0318,0.0272844,0.0370345,dense
