organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,0.3,-10,86,5000,0.0172,0.0139492,0.0211921,dense
B_CONT_50x6,R23,0.3,-9,83,5000,0.0166,0.0134116,0.0205306,dense
B_CONT_50x6,R23,0.3,-8,86,5000,0.0172,0.0139492,0.0211921,dense
B_CONT_50x6,R23,0.3,-7,81,5000,0.0162,0.0130539,0.020089,dense
B_CONT_50x6,R23,0.3,-6,93,5000,0.0186,0.0152079,0.0227313,dense
B_CONT_50x6,R23,0.3,-5,85,5000,0.017,0.0137699,0.0209717,dense
B_CONT_50x6,R23,0.3,-4,96,5000,0.0192,0.015749,0.0233892,dense
B_CONT_50x6,R23,0.3,-3,93,5000,0.0186,0.0152079,0.0227313,dense
B_CONT_50x6,R23,0.3,-2,87,5000,0.0174,0.0141287,0.0214123,dense
B_CONT_50x6,R23,0.3,-1,81,5000,0.0162,0.0130539,0.020089,dense
B_CONT_50x6,R23,0.3,0,100,5000,0.02,0.016472,0.024265,dense
B_CONT_50x6,R23,0.3,1,90,5000,0.018,0.0146678,0.0220723,dense
B_CONT_50x6,R23,0.3,2,90,5000,0.018,0.0146678,0.0220723,dense
B_CONT_50x6,R23,0.3,3,85,5000,0.017,0.0137699,0.0209717,dense
B_CONT_50x6,R23,0.3,4,99,5000,0.0198,0.0162911,0.0240462,dense
B_CONT_50x6,R23,0.3,5,96,5000,0.0192,0.015749,0.0233892,dense
B_CONT_50x6,R23,0.3,6,96,5000,0.0192,0.015749,0.0233892,dense
B_CONT_50x6,R23,0.3,7,87,5000,0.0174,0.0141287,0.0214123,dense
B_CONT_50x6,R23,0.3,8,111,5000,0.0222,0.0184681,0.0266655,dense
B_CONT_50x6,R23,0.3,9,97,5000,0.0194,0.0159296,0.0236083,dense
