organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R12,-0.79999999999999982,-0.79999999999999982,2.2963016742589879,0.49019607843137253,0.60113221730870636,300,1,1625,1503,200,0.0030830769230769232,0.12307692307692308,0.0029313178126359517,0.0032426672985663664,0.10798681300041715,0.13994490351733499,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311,310,580,610,611,0,0,1,1,0,612,612,613.38695384615426,473.10000000000002,1217.4000000000001,14887.9,5,0.42986425339366513,612,59776,63648000,497250,1336827623807733104,2026072001,2026072904,0-1624,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.79999999999999982,-0.79999999999999982,2.2963016742589879,0.49019607843137253,0.60113221730870636,50,6,1625,1503,200,0.0030830769230769232,0.12307692307692308,0.0029313178126359517,0.0032426672985663664,0.10798681300041715,0.13994490351733499,0.0033353846153846155,0.002956923076923077,1.1279916753381893,298,231,264,342,360,611,104,112,9,4,9,362,277,2122.5590769230757,1840.0999999999999,3589.6999999999998,15299,5,0.42986425339366513,612,26112,233996750,1407250,2103011723345952889,2026072001,2026072904,0-1624,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
