organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,0.5,-10,442,5000,0.0884,0.0808442,0.0965878,dense
B_CONT_50x6,R34,0.5,-9,421,5000,0.0842,0.0768186,0.0922198,dense
B_CONT_50x6,R34,0.5,-8,435,5000,0.087,0.0795017,0.0951324,dense
B_CONT_50x6,R34,0.5,-7,441,5000,0.0882,0.0806524,0.0963799,dense
B_CONT_50x6,R34,0.5,-6,470,5000,0.094,0.0862199,0.102404,dense
B_CONT_50x6,R34,0.5,-5,436,5000,0.0872,0.0796934,0.0953404,dense
B_CONT_50x6,R34,0.5,-4,427,5000,0.0854,0.0779682,0.0934684,dense
B_CONT_50x6,R34,0.5,-3,427,5000,0.0854,0.0779682,0.0934684,dense
B_CONT_50x6,R34,0.5,-2,447,5000,0.0894,0.0818034,0.097627,dense
B_CONT_50x6,R34,0.5,-1,410,5000,0.082,0.0747122,0.0899296,dense
B_CONT_50x6,R34,0.5,0,423,5000,0.0846,0.0772017,0.0926361,dense
B_CONT_50x6,R34,0.5,1,410,5000,0.082,0.0747122,0.0899296,dense
B_CONT_50x6,R34,0.5,2,440,5000,0.088,0.0804605,0.096172,dense
B_CONT_50x6,R34,0.5,3,416,5000,0.0832,0.0758609,0.091179,dense
B_CONT_50x6,R34,0.5,4,435,5000,0.087,0.0795017,0.0951324,dense
B_CONT_50x6,R34,0.5,5,445,5000,0.089,0.0814197,0.0972114,dense
B_CONT_50x6,R34,0.5,6,422,5000,0.0844,0.0770102,0.092428,dense
B_CONT_50x6,R34,0.5,7,425,5000,0.085,0.0775849,0.0930523,dense
B_CONT_50x6,R34,0.5,8,429,5000,0.0858,0.0783515,0.0938845,dense
B_CONT_50x6,R34,0.5,9,445,5000,0.089,0.0814197,0.0972114,dense
