organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,3,-10,28,166655,0.000168012,0.00011625,0.000242816,dense
B_CONT_50x6,R34,3,-9,33,166655,0.000198014,0.000141007,0.000278062,dense
B_CONT_50x6,R34,3,-8,28,166655,0.000168012,0.00011625,0.000242816,dense
B_CONT_50x6,R34,3,-7,32,166655,0.000192013,0.000136023,0.000271045,dense
B_CONT_50x6,R34,3,-6,29,166655,0.000174012,0.000121167,0.000249899,dense
B_CONT_50x6,R34,3,-5,30,166655,0.000180013,0.000126102,0.000256965,dense
B_CONT_50x6,R34,3,-4,38,166655,0.000228016,0.000166138,0.000312933,dense
B_CONT_50x6,R34,3,-3,34,166655,0.000204014,0.000146006,0.000285063,dense
B_CONT_50x6,R34,3,-2,34,166655,0.000204014,0.000146006,0.000285063,dense
B_CONT_50x6,R34,3,-1,28,166655,0.000168012,0.00011625,0.000242816,dense
B_CONT_50x6,R34,3,0,28,166655,0.000168012,0.00011625,0.000242816,dense
B_CONT_50x6,R34,3,1,29,166655,0.000174012,0.000121167,0.000249899,dense
B_CONT_50x6,R34,3,2,30,166655,0.000180013,0.000126102,0.000256965,dense
B_CONT_50x6,R34,3,3,29,166655,0.000174012,0.000121167,0.000249899,dense
B_CONT_50x6,R34,3,4,27,166655,0.000162011,0.000111352,0.000235713,dense
B_CONT_50x6,R34,3,5,20,166655,0.000120008,7.76919e-05,0.000185369,dense
B_CONT_50x6,R34,3,6,21,166655,0.000126009,8.2423e-05,0.000192639,dense
B_CONT_50x6,R34,3,7,22,166655,0.000132009,8.71827e-05,0.00019988,dense
B_CONT_50x6,R34,3,8,23,166655,0.00013801,9.19692e-05,0.000207094,dense
B_CONT_50x6,R34,3,9,25,166655,0.000150011,0.000101616,0.000221448,dense
