organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,1.1,-10,47,13835,0.00339718,0.00255584,0.00451422,dense
B_CONT_50x6,R23,1.1,-9,38,13835,0.00274666,0.00200186,0.00376752,dense
B_CONT_50x6,R23,1.1,-8,34,13835,0.00245754,0.00175924,0.00343205,dense
B_CONT_50x6,R23,1.1,-7,40,13835,0.00289122,0.00212407,0.00393435,dense
B_CONT_50x6,R23,1.1,-6,32,13835,0.00231297,0.00163894,0.00326331,dense
B_CONT_50x6,R23,1.1,-5,40,13835,0.00289122,0.00212407,0.00393435,dense
B_CONT_50x6,R23,1.1,-4,37,13835,0.00267438,0.00194097,0.00368389,dense
B_CONT_50x6,R23,1.1,-3,38,13835,0.00274666,0.00200186,0.00376752,dense
B_CONT_50x6,R23,1.1,-2,37,13835,0.00267438,0.00194097,0.00368389,dense
B_CONT_50x6,R23,1.1,-1,32,13835,0.00231297,0.00163894,0.00326331,dense
B_CONT_50x6,R23,1.1,0,32,13835,0.00231297,0.00163894,0.00326331,dense
B_CONT_50x6,R23,1.1,1,25,13835,0.00180701,0.00122432,0.00266629,dense
B_CONT_50x6,R23,1.1,2,32,13835,0.00231297,0.00163894,0.00326331,dense
B_CONT_50x6,R23,1.1,3,26,13835,0.00187929,0.00128285,0.00275227,dense
B_CONT_50x6,R23,1.1,4,28,13835,0.00202385,0.00140066,0.0029235,dense
B_CONT_50x6,R23,1.1,5,26,13835,0.00187929,0.00128285,0.00275227,dense
B_CONT_50x6,R23,1.1,6,31,13835,0.00224069,0.00157906,0.00317867,dense
B_CONT_50x6,R23,1.1,7,23,13835,0.00166245,0.00110808,0.00249349,dense
B_CONT_50x6,R23,1.1,8,32,13835,0.00231297,0.00163894,0.00326331,dense
B_CONT_50x6,R23,1.1,9,30,13835,0.00216841,0.00151939,0.00309382,dense
