organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,1,-10,178,5000,0.0356,0.0308102,0.0411028,dense
B_CONT_50x6,R34,1,-9,187,5000,0.0374,0.032486,0.0430243,dense
B_CONT_50x6,R34,1,-8,171,5000,0.0342,0.0295093,0.0396059,dense
B_CONT_50x6,R34,1,-7,197,5000,0.0394,0.0343517,0.0451555,dense
B_CONT_50x6,R34,1,-6,192,5000,0.0384,0.0334183,0.0440904,dense
B_CONT_50x6,R34,1,-5,179,5000,0.0358,0.0309963,0.0413165,dense
B_CONT_50x6,R34,1,-4,174,5000,0.0348,0.0300666,0.0402477,dense
B_CONT_50x6,R34,1,-3,201,5000,0.0402,0.035099,0.0460069,dense
B_CONT_50x6,R34,1,-2,204,5000,0.0408,0.0356599,0.0466451,dense
B_CONT_50x6,R34,1,-1,173,5000,0.0346,0.0298808,0.0400338,dense
B_CONT_50x6,R34,1,0,179,5000,0.0358,0.0309963,0.0413165,dense
B_CONT_50x6,R34,1,1,168,5000,0.0336,0.0289524,0.0389637,dense
B_CONT_50x6,R34,1,2,183,5000,0.0366,0.0317408,0.0421707,dense
B_CONT_50x6,R34,1,3,177,5000,0.0354,0.0306242,0.0408891,dense
B_CONT_50x6,R34,1,4,184,5000,0.0368,0.031927,0.0423842,dense
B_CONT_50x6,R34,1,5,183,5000,0.0366,0.0317408,0.0421707,dense
B_CONT_50x6,R34,1,6,171,5000,0.0342,0.0295093,0.0396059,dense
B_CONT_50x6,R34,1,7,175,5000,0.035,0.0302524,0.0404615,dense
B_CONT_50x6,R34,1,8,173,5000,0.0346,0.0298808,0.0400338,dense
B_CONT_50x6,R34,1,9,187,5000,0.0374,0.032486,0.0430243,dense
