organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,1.3,-10,89,5000,0.0178,0.0144879,0.0218524,dense
B_CONT_50x6,R34,1.3,-9,93,5000,0.0186,0.0152079,0.0227313,dense
B_CONT_50x6,R34,1.3,-8,93,5000,0.0186,0.0152079,0.0227313,dense
B_CONT_50x6,R34,1.3,-7,100,5000,0.02,0.016472,0.024265,dense
B_CONT_50x6,R34,1.3,-6,99,5000,0.0198,0.0162911,0.0240462,dense
B_CONT_50x6,R34,1.3,-5,103,5000,0.0206,0.0170153,0.0249208,dense
B_CONT_50x6,R34,1.3,-4,90,5000,0.018,0.0146678,0.0220723,dense
B_CONT_50x6,R34,1.3,-3,108,5000,0.0216,0.0179226,0.0260119,dense
B_CONT_50x6,R34,1.3,-2,113,5000,0.0226,0.0188322,0.0271008,dense
B_CONT_50x6,R34,1.3,-1,90,5000,0.018,0.0146678,0.0220723,dense
B_CONT_50x6,R34,1.3,0,94,5000,0.0188,0.0153882,0.0229507,dense
B_CONT_50x6,R34,1.3,1,86,5000,0.0172,0.0139492,0.0211921,dense
B_CONT_50x6,R34,1.3,2,98,5000,0.0196,0.0161103,0.0238273,dense
B_CONT_50x6,R34,1.3,3,86,5000,0.0172,0.0139492,0.0211921,dense
B_CONT_50x6,R34,1.3,4,100,5000,0.02,0.016472,0.024265,dense
B_CONT_50x6,R34,1.3,5,91,5000,0.0182,0.0148477,0.0222921,dense
B_CONT_50x6,R34,1.3,6,90,5000,0.018,0.0146678,0.0220723,dense
B_CONT_50x6,R34,1.3,7,98,5000,0.0196,0.0161103,0.0238273,dense
B_CONT_50x6,R34,1.3,8,89,5000,0.0178,0.0144879,0.0218524,dense
B_CONT_50x6,R34,1.3,9,93,5000,0.0186,0.0152079,0.0227313,dense
