organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,1.7,-10,22,64005,0.000343723,0.000227011,0.000520408,dense
B_CONT_50x6,R23,1.7,-9,34,64005,0.000531208,0.000380182,0.000742186,dense
B_CONT_50x6,R23,1.7,-8,32,64005,0.000499961,0.000354187,0.00070569,dense
B_CONT_50x6,R23,1.7,-7,30,64005,0.000468713,0.000328354,0.000669031,dense
B_CONT_50x6,R23,1.7,-6,34,64005,0.000531208,0.000380182,0.000742186,dense
B_CONT_50x6,R23,1.7,-5,32,64005,0.000499961,0.000354187,0.00070569,dense
B_CONT_50x6,R23,1.7,-4,30,64005,0.000468713,0.000328354,0.000669031,dense
B_CONT_50x6,R23,1.7,-3,25,64005,0.000390594,0.000264594,0.000576563,dense
B_CONT_50x6,R23,1.7,-2,30,64005,0.000468713,0.000328354,0.000669031,dense
B_CONT_50x6,R23,1.7,-1,22,64005,0.000343723,0.000227011,0.000520408,dense
B_CONT_50x6,R23,1.7,0,23,64005,0.000359347,0.000239475,0.000539191,dense
B_CONT_50x6,R23,1.7,1,29,64005,0.00045309,0.000315503,0.000650636,dense
B_CONT_50x6,R23,1.7,2,28,64005,0.000437466,0.0003027,0.000632194,dense
B_CONT_50x6,R23,1.7,3,22,64005,0.000343723,0.000227011,0.000520408,dense
B_CONT_50x6,R23,1.7,4,22,64005,0.000343723,0.000227011,0.000520408,dense
B_CONT_50x6,R23,1.7,5,27,64005,0.000421842,0.000289945,0.000613703,dense
B_CONT_50x6,R23,1.7,6,28,64005,0.000437466,0.0003027,0.000632194,dense
B_CONT_50x6,R23,1.7,7,26,64005,0.000406218,0.000277242,0.00059516,dense
B_CONT_50x6,R23,1.7,8,24,64005,0.000374971,0.000252003,0.000557907,dense
B_CONT_50x6,R23,1.7,9,23,64005,0.000359347,0.000239475,0.000539191,dense
