organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-1.4,-10,78,5000,0.0156,0.0125182,0.0194255,dense
B_CONT_50x6,R12,-1.4,-9,63,5000,0.0126,0.00986111,0.0160872,dense
B_CONT_50x6,R12,-1.4,-8,53,5000,0.0106,0.00811345,0.013838,dense
B_CONT_50x6,R12,-1.4,-7,68,5000,0.0136,0.0107426,0.0172042,dense
B_CONT_50x6,R12,-1.4,-6,76,5000,0.0152,0.0121619,0.0189825,dense
B_CONT_50x6,R12,-1.4,-5,61,5000,0.0122,0.00950986,0.0156391,dense
B_CONT_50x6,R12,-1.4,-4,61,5000,0.0122,0.00950986,0.0156391,dense
B_CONT_50x6,R12,-1.4,-3,70,5000,0.014,0.0110964,0.0176498,dense
B_CONT_50x6,R12,-1.4,-2,62,5000,0.0124,0.00968539,0.0158633,dense
B_CONT_50x6,R12,-1.4,-1,71,5000,0.0142,0.0112736,0.0178723,dense
B_CONT_50x6,R12,-1.4,0,61,5000,0.0122,0.00950986,0.0156391,dense
B_CONT_50x6,R12,-1.4,1,62,5000,0.0124,0.00968539,0.0158633,dense
B_CONT_50x6,R12,-1.4,2,62,5000,0.0124,0.00968539,0.0158633,dense
B_CONT_50x6,R12,-1.4,3,74,5000,0.0148,0.0118061,0.0185389,dense
B_CONT_50x6,R12,-1.4,4,66,5000,0.0132,0.0103894,0.016758,dense
B_CONT_50x6,R12,-1.4,5,71,5000,0.0142,0.0112736,0.0178723,dense
B_CONT_50x6,R12,-1.4,6,69,5000,0.0138,0.0109194,0.0174271,dense
B_CONT_50x6,R12,-1.4,7,50,5000,0.01,0.00759377,0.0131586,dense
B_CONT_50x6,R12,-1.4,8,69,5000,0.0138,0.0109194,0.0174271,dense
B_CONT_50x6,R12,-1.4,9,62,5000,0.0124,0.00968539,0.0158633,dense
