organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,-0.2,-10,265,5000,0.053,0.0471263,0.05956,dense
B_CONT_50x6,R23,-0.2,-9,260,5000,0.052,0.0461825,0.0585053,dense
B_CONT_50x6,R23,-0.2,-8,282,5000,0.0564,0.0503396,0.0631415,dense
B_CONT_50x6,R23,-0.2,-7,241,5000,0.0482,0.0426021,0.0544916,dense
B_CONT_50x6,R23,-0.2,-6,274,5000,0.0548,0.0488266,0.061457,dense
B_CONT_50x6,R23,-0.2,-5,258,5000,0.0516,0.0458052,0.0580833,dense
B_CONT_50x6,R23,-0.2,-4,278,5000,0.0556,0.0495829,0.0622994,dense
B_CONT_50x6,R23,-0.2,-3,249,5000,0.0498,0.0441085,0.0561828,dense
B_CONT_50x6,R23,-0.2,-2,265,5000,0.053,0.0471263,0.05956,dense
B_CONT_50x6,R23,-0.2,-1,254,5000,0.0508,0.0450508,0.0572389,dense
B_CONT_50x6,R23,-0.2,0,260,5000,0.052,0.0461825,0.0585053,dense
B_CONT_50x6,R23,-0.2,1,233,5000,0.0466,0.0410975,0.0527986,dense
B_CONT_50x6,R23,-0.2,2,253,5000,0.0506,0.0448623,0.0570277,dense
B_CONT_50x6,R23,-0.2,3,256,5000,0.0512,0.045428,0.0576611,dense
B_CONT_50x6,R23,-0.2,4,268,5000,0.0536,0.0476928,0.0601926,dense
B_CONT_50x6,R23,-0.2,5,263,5000,0.0526,0.0467487,0.0591382,dense
B_CONT_50x6,R23,-0.2,6,254,5000,0.0508,0.0450508,0.0572389,dense
B_CONT_50x6,R23,-0.2,7,245,5000,0.049,0.0433551,0.0553374,dense
B_CONT_50x6,R23,-0.2,8,290,5000,0.058,0.051854,0.0648246,dense
B_CONT_50x6,R23,-0.2,9,255,5000,0.051,0.0452394,0.05745,dense
