organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,-0.1,-10,205,5000,0.041,0.035847,0.0468578,dense
B_CONT_50x6,R23,-0.1,-9,214,5000,0.0428,0.0375319,0.0487701,dense
B_CONT_50x6,R23,-0.1,-8,232,5000,0.0464,0.0409096,0.0525869,dense
B_CONT_50x6,R23,-0.1,-7,200,5000,0.04,0.0349121,0.0457941,dense
B_CONT_50x6,R23,-0.1,-6,218,5000,0.0436,0.0382816,0.0496192,dense
B_CONT_50x6,R23,-0.1,-5,218,5000,0.0436,0.0382816,0.0496192,dense
B_CONT_50x6,R23,-0.1,-4,234,5000,0.0468,0.0412855,0.0530103,dense
B_CONT_50x6,R23,-0.1,-3,206,5000,0.0412,0.036034,0.0470704,dense
B_CONT_50x6,R23,-0.1,-2,219,5000,0.0438,0.0384691,0.0498314,dense
B_CONT_50x6,R23,-0.1,-1,211,5000,0.0422,0.0369699,0.048133,dense
B_CONT_50x6,R23,-0.1,0,222,5000,0.0444,0.0390318,0.0504677,dense
B_CONT_50x6,R23,-0.1,1,212,5000,0.0424,0.0371572,0.0483454,dense
B_CONT_50x6,R23,-0.1,2,218,5000,0.0436,0.0382816,0.0496192,dense
B_CONT_50x6,R23,-0.1,3,221,5000,0.0442,0.0388442,0.0502556,dense
B_CONT_50x6,R23,-0.1,4,229,5000,0.0458,0.0403459,0.0519514,dense
B_CONT_50x6,R23,-0.1,5,225,5000,0.045,0.0395948,0.0511038,dense
B_CONT_50x6,R23,-0.1,6,221,5000,0.0442,0.0388442,0.0502556,dense
B_CONT_50x6,R23,-0.1,7,215,5000,0.043,0.0377193,0.0489824,dense
B_CONT_50x6,R23,-0.1,8,243,5000,0.0486,0.0429785,0.0549145,dense
B_CONT_50x6,R23,-0.1,9,215,5000,0.043,0.0377193,0.0489824,dense
