organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,0.6,-10,371,5000,0.0742,0.0672575,0.0817963,dense
B_CONT_50x6,R34,0.6,-9,364,5000,0.0728,0.0659219,0.080334,dense
B_CONT_50x6,R34,0.6,-8,372,5000,0.0744,0.0674484,0.0820051,dense
B_CONT_50x6,R34,0.6,-7,371,5000,0.0742,0.0672575,0.0817963,dense
B_CONT_50x6,R34,0.6,-6,395,5000,0.079,0.0718424,0.086804,dense
B_CONT_50x6,R34,0.6,-5,367,5000,0.0734,0.0664942,0.0809608,dense
B_CONT_50x6,R34,0.6,-4,376,5000,0.0752,0.068212,0.0828402,dense
B_CONT_50x6,R34,0.6,-3,365,5000,0.073,0.0661126,0.080543,dense
B_CONT_50x6,R34,0.6,-2,385,5000,0.077,0.069931,0.0847184,dense
B_CONT_50x6,R34,0.6,-1,356,5000,0.0712,0.0643964,0.078662,dense
B_CONT_50x6,R34,0.6,0,373,5000,0.0746,0.0676393,0.0822139,dense
B_CONT_50x6,R34,0.6,1,360,5000,0.072,0.065159,0.0794981,dense
B_CONT_50x6,R34,0.6,2,385,5000,0.077,0.069931,0.0847184,dense
B_CONT_50x6,R34,0.6,3,362,5000,0.0724,0.0655404,0.0799161,dense
B_CONT_50x6,R34,0.6,4,374,5000,0.0748,0.0678302,0.0824227,dense
B_CONT_50x6,R34,0.6,5,388,5000,0.0776,0.0705043,0.0853442,dense
B_CONT_50x6,R34,0.6,6,354,5000,0.0708,0.0640152,0.0782438,dense
B_CONT_50x6,R34,0.6,7,365,5000,0.073,0.0661126,0.080543,dense
B_CONT_50x6,R34,0.6,8,368,5000,0.0736,0.066685,0.0811697,dense
B_CONT_50x6,R34,0.6,9,381,5000,0.0762,0.0691669,0.0838838,dense
