caseName,sourcePayloadEbN0Db,frameRotationDeg,payloadLength,encodedLength,frameRate,snrDb,processedFrames,processedPayloadBits,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,channelHardBER,avgDecodeTimeUs,avgTotalReceiverTimeUs,aggregation
BCH-S200,6.2999999999999998,120,200,285,0.70175438596491224,4.7618513565547094,20000,4000000,2710563,20000,0.67764075,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.688689298245614,21.128905000000003,80.14586500000004,RAW_COUNTS
BCH-S200,6.2999999999999998,180,200,285,0.70175438596491224,4.7618513565547094,20000,4000000,2886404,20000,0.721601,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7173415789473684,20.724010000000007,80.11477499999998,RAW_COUNTS
BCH-S200,7.5,0,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1499821,12995,0.37495525,0.64975,7005,0.35025,20000,1.0,12995,0.64975,0,0.0,0.37552859649122805,19.73703500000001,77.70515000000002,RAW_COUNTS
BCH-S200,7.5,5,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1546529,13677,0.38663225,0.68385,6323,0.31615,20000,1.0,13677,0.68385,0,0.0,0.390101754385965,21.811105000000012,81.46265499999991,RAW_COUNTS
BCH-S200,7.5,10,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1594104,14363,0.398526,0.71815,5637,0.28185,20000,1.0,14363,0.71815,0,0.0,0.40447315789473687,20.561915,81.08795499999994,RAW_COUNTS
BCH-S200,7.5,15,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1643121,14842,0.41078025,0.7421,5158,0.2579,20000,1.0,14842,0.7421,0,0.0,0.41865543859649124,19.7007,77.48678500000017,RAW_COUNTS
BCH-S200,7.5,20,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1694471,15026,0.42361775,0.7513,4974,0.2487,20000,1.0,15026,0.7513,0,0.0,0.432380350877193,16.80672999999999,69.28896999999998,RAW_COUNTS
BCH-S200,7.5,30,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1806233,15151,0.45155825,0.75755,4849,0.24245,20000,1.0,15151,0.75755,0,0.0,0.4592642105263158,17.36133999999998,70.3265049999999,RAW_COUNTS
BCH-S200,7.5,45,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1972376,15578,0.493094,0.7789,4422,0.2211,20000,1.0,15578,0.7789,0,0.0,0.4999517543859649,18.412505000000003,74.58681999999993,RAW_COUNTS
BCH-S200,7.5,60,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2127899,17570,0.53197475,0.8785,2430,0.1215,20000,1.0,17570,0.8785,0,0.0,0.5419101754385965,18.93752999999999,75.69087500000002,RAW_COUNTS
BCH-S200,7.5,75,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2284287,19882,0.57107175,0.9941,118,0.0059,20000,1.0,19882,0.9941,0,0.0,0.5829982456140351,18.416460000000004,74.69357500000002,RAW_COUNTS
BCH-S200,7.5,90,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2444077,20000,0.61101925,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6231524561403509,21.859915000000008,83.977325,RAW_COUNTS
BCH-S200,7.5,120,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2727221,20000,0.68180525,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6946101754385965,24.144149999999993,91.99035000000005,RAW_COUNTS
BCH-S200,7.5,180,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2907320,20000,0.72683,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7235407017543859,25.95974500000004,93.65015499999996,RAW_COUNTS
BCH-S200,8.5,0,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1500251,11259,0.37506275,0.56295,8741,0.43705,20000,1.0,11259,0.56295,0,0.0,0.3752243859649123,34.91817499999999,116.2919000000001,RAW_COUNTS
BCH-S200,8.5,5,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1548032,11897,0.387008,0.59485,8103,0.40515,20000,1.0,11897,0.59485,0,0.0,0.39043210526315786,32.22235999999997,119.11085000000004,RAW_COUNTS
BCH-S200,8.5,10,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1595441,12838,0.39886025,0.6419,7162,0.3581,20000,1.0,12838,0.6419,0,0.0,0.4053563157894737,30.84721999999998,109.48721999999988,RAW_COUNTS
BCH-S200,8.5,15,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1643827,13864,0.41095675,0.6932,6136,0.3068,20000,1.0,13864,0.6932,0,0.0,0.41979263157894736,29.932940000000002,104.63899999999995,RAW_COUNTS
BCH-S200,8.5,20,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1695112,14669,0.423778,0.73345,5331,0.26655,20000,1.0,14669,0.73345,0,0.0,0.4335792982456141,22.122344999999967,85.34413500000008,RAW_COUNTS
BCH-S200,8.5,30,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1807139,15017,0.45178475,0.75085,4983,0.24915,20000,1.0,15017,0.75085,0,0.0,0.45987771929824556,22.426615000000012,84.19110999999998,RAW_COUNTS
BCH-S200,8.5,45,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,1972598,15126,0.4931495,0.7563,4874,0.2437,20000,1.0,15126,0.7563,0,0.0,0.4999659649122806,19.55940499999997,77.07109500000018,RAW_COUNTS
BCH-S200,8.5,60,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,2127211,16276,0.53180275,0.8138,3724,0.1862,20000,1.0,16276,0.8138,0,0.0,0.5423001754385965,22.38567999999995,87.86340500000006,RAW_COUNTS
BCH-S200,8.5,75,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,2284856,19580,0.571214,0.979,420,0.021,20000,1.0,19580,0.979,0,0.0,0.5837212280701755,23.233529999999977,88.97991500000002,RAW_COUNTS
BCH-S200,8.5,90,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,2445459,20000,0.61136475,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6241552631578947,21.48576999999999,84.61200999999996,RAW_COUNTS
BCH-S200,8.5,120,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,2737876,20000,0.684469,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6983256140350877,21.531415,82.09017499999999,RAW_COUNTS
BCH-S200,8.5,180,200,285,0.70175438596491224,6.9618513565547095,20000,4000000,2919285,20000,0.72982125,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.727278947368421,23.759380000000025,91.48484500000002,RAW_COUNTS
BCH-B200,4.5,0,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1503605,15607,0.37590125,0.78035,4393,0.21965,4404,0.2202,11,0.00055,15596,0.7798,0.3790675403225806,49.65389999999996,114.44244999999988,RAW_COUNTS
BCH-B200,4.5,5,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1547140,15629,0.386785,0.78145,4371,0.21855,4388,0.2194,17,0.00085,15612,0.7806,0.3925429435483871,53.066034999999964,119.06000000000019,RAW_COUNTS
BCH-B200,4.5,10,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1591069,15680,0.39776725,0.784,4320,0.216,4338,0.2169,18,0.0009,15662,0.7831,0.4061179435483871,44.22175999999996,101.912735,RAW_COUNTS
BCH-B200,4.5,15,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1634871,15770,0.40871775,0.7885,4230,0.2115,4247,0.21235,17,0.00085,15753,0.78765,0.4196314516129032,45.88934499999998,103.45446999999994,RAW_COUNTS
BCH-B200,4.5,20,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1678564,15910,0.419641,0.7955,4090,0.2045,4104,0.2052,14,0.0007,15896,0.7948,0.43311169354838713,42.892190000000085,96.44695499999999,RAW_COUNTS
BCH-B200,4.5,30,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1766268,16447,0.441567,0.82235,3553,0.17765,3568,0.1784,15,0.00075,16432,0.8216,0.45990181451612905,42.11125500000002,95.28542000000006,RAW_COUNTS
BCH-B200,4.5,45,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1900125,18082,0.47503125,0.9041,1918,0.0959,1932,0.0966,14,0.0007,18068,0.9034,0.49993266129032266,39.88679500000002,90.35302000000007,RAW_COUNTS
BCH-B200,4.5,60,200,248,0.80645161290322576,3.565783148377649,20000,4000000,2035487,19778,0.50887175,0.9889,222,0.0111,242,0.0121,23,0.00115,19758,0.9879,0.5401804435483871,44.97663000000002,101.43793499999992,RAW_COUNTS
BCH-B200,4.5,75,200,248,0.80645161290322576,3.565783148377649,20000,4000000,2165438,19998,0.5413595,0.9999,2,0.0001,20,0.001,19,0.00095,19980,0.999,0.5796366935483871,44.46246999999995,100.51519000000003,RAW_COUNTS
BCH-B200,4.5,90,200,248,0.80645161290322576,3.565783148377649,20000,4000000,2292946,20000,0.5732365,1.0,0,0.0,28,0.0014,28,0.0014,19972,0.9986,0.6175149193548388,40.833084999999976,92.79905000000005,RAW_COUNTS
BCH-B200,4.5,120,200,248,0.80645161290322576,3.565783148377649,20000,4000000,2534018,20000,0.6335045,1.0,0,0.0,30,0.0015,30,0.0015,19970,0.9985,0.6807816532258064,41.18707000000003,92.94908999999991,RAW_COUNTS
BCH-B200,4.5,180,200,248,0.80645161290322576,3.565783148377649,20000,4000000,2833965,20000,0.70849125,1.0,0,0.0,20,0.001,20,0.001,19980,0.999,0.7086485887096775,40.10421500000005,91.01425000000009,RAW_COUNTS
BCH-B200,5.2999999999999998,0,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1499063,14878,0.37476575,0.7439,5122,0.2561,5142,0.2571,20,0.001,14858,0.7429,0.3771360887096774,39.66965500000004,91.88616000000019,RAW_COUNTS
BCH-B200,5.2999999999999998,5,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1544090,15010,0.3860225,0.7505,4990,0.2495,5004,0.2502,14,0.0007,14996,0.7498,0.39092439516129035,39.500405,91.71312000000013,RAW_COUNTS
BCH-B200,5.2999999999999998,10,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1588686,15052,0.3971715,0.7526,4948,0.2474,4966,0.2483,18,0.0009,15034,0.7517,0.4047903225806452,38.69835999999999,89.11346499999998,RAW_COUNTS
BCH-B200,5.2999999999999998,15,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1633249,15072,0.40831225,0.7536,4928,0.2464,4948,0.2474,20,0.001,15052,0.7526,0.41860947580645164,33.90603999999997,79.96871499999996,RAW_COUNTS
BCH-B200,5.2999999999999998,20,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1677127,15095,0.41928175,0.75475,4905,0.24525,4920,0.246,15,0.00075,15080,0.754,0.4322014112903225,34.971165000000006,81.76340500000009,RAW_COUNTS
BCH-B200,5.2999999999999998,30,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1763829,15220,0.44095725,0.761,4780,0.239,4793,0.23965,13,0.00065,15207,0.76035,0.4592542338709678,37.78436999999998,88.08667999999997,RAW_COUNTS
BCH-B200,5.2999999999999998,45,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1895157,16120,0.47378925,0.806,3880,0.194,3900,0.195,20,0.001,16100,0.805,0.49978366935483876,38.33607500000002,87.44527999999988,RAW_COUNTS
BCH-B200,5.2999999999999998,60,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,2033640,18849,0.50841,0.94245,1151,0.05755,1168,0.0584,23,0.00115,18832,0.9416,0.540729435483871,39.469365000000074,88.97783999999992,RAW_COUNTS
BCH-B200,5.2999999999999998,75,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,2168166,19984,0.5420415,0.9992,16,0.0008,33,0.00165,21,0.00105,19967,0.99835,0.580971572580645,48.28891499999994,107.07531000000002,RAW_COUNTS
BCH-B200,5.2999999999999998,90,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,2298271,20000,0.57456775,1.0,0,0.0,24,0.0012,24,0.0012,19976,0.9988,0.6198637096774193,50.64753500000001,112.35407499999992,RAW_COUNTS
BCH-B200,5.2999999999999998,120,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,2546907,20000,0.63672675,1.0,0,0.0,21,0.00105,21,0.00105,19979,0.99895,0.6860147177419355,54.827580000000076,122.90522500000009,RAW_COUNTS
BCH-B200,5.2999999999999998,180,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,2859871,20000,0.71496775,1.0,0,0.0,28,0.0014,28,0.0014,19972,0.9986,0.71455625,73.37419999999999,169.937295,RAW_COUNTS
BCH-B200,6,0,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1496585,14059,0.37414625,0.70295,5941,0.29705,5960,0.298,19,0.00095,14040,0.702,0.3765175403225806,52.67529000000001,121.21676999999985,RAW_COUNTS
BCH-B200,6,5,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1544379,14604,0.38609475,0.7302,5396,0.2698,5417,0.27085,21,0.00105,14583,0.72915,0.39065826612903226,51.04819499999995,116.11393000000021,RAW_COUNTS
BCH-B200,6,10,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1591459,14899,0.39786475,0.74495,5101,0.25505,5116,0.2558,15,0.00075,14884,0.7442,0.40483125,41.02098500000002,97.09185999999991,RAW_COUNTS
BCH-B200,6,15,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1636528,14988,0.409132,0.7494,5012,0.2506,5026,0.2513,14,0.0007,14974,0.7487,0.41864032258064515,40.41037999999993,93.72526500000002,RAW_COUNTS
BCH-B200,6,20,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1680607,15006,0.42015175,0.7503,4994,0.2497,5012,0.2506,18,0.0009,14988,0.7494,0.4323211693548387,37.82365000000004,89.42770999999998,RAW_COUNTS
BCH-B200,6,30,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1766884,15015,0.441721,0.75075,4985,0.24925,5005,0.25025,20,0.001,14995,0.74975,0.45923266129032253,44.74257500000007,103.10634500000018,RAW_COUNTS
BCH-B200,6,45,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,1896304,15230,0.474076,0.7615,4770,0.2385,4783,0.23915,13,0.00065,15217,0.76085,0.5001040322580644,40.85625500000006,94.911025,RAW_COUNTS
BCH-B200,6,60,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,2030975,17321,0.50774375,0.86605,2679,0.13395,2688,0.1344,20,0.001,17312,0.8656,0.5413717741935483,46.143319999999946,103.05655000000014,RAW_COUNTS
BCH-B200,6,75,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,2170319,19916,0.54257975,0.9958,84,0.0042,79,0.00395,17,0.00085,19921,0.99605,0.5821243951612903,41.67766999999999,94.46610999999984,RAW_COUNTS
BCH-B200,6,90,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,2302588,20000,0.575647,1.0,0,0.0,19,0.00095,19,0.00095,19981,0.99905,0.6219229838709678,46.92981500000001,106.05798499999987,RAW_COUNTS
BCH-B200,6,120,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,2555897,20000,0.63897425,1.0,0,0.0,22,0.0011,22,0.0011,19978,0.9989,0.6904274193548388,42.54648499999992,97.49777499999999,RAW_COUNTS
BCH-B200,6,180,200,248,0.80645161290322576,5.0657831483776494,20000,4000000,2878437,20000,0.71960925,1.0,0,0.0,23,0.00115,23,0.00115,19977,0.99885,0.7189491935483872,45.3362949999999,102.41794499999986,RAW_COUNTS
BCH-S300,6.4000000000000004,0,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2250924,15343,0.375154,0.76715,4657,0.23285,20000,1.0,15343,0.76715,0,0.0,0.37659785714285715,44.04279500000009,157.97477500000005,RAW_COUNTS
BCH-S300,6.4000000000000004,5,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2326523,15479,0.38775383333333335,0.77395,4521,0.22605,20000,1.0,15479,0.77395,0,0.0,0.39072428571428575,37.862235000000034,139.0765350000001,RAW_COUNTS
BCH-S300,6.4000000000000004,10,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2402231,15546,0.4003718333333333,0.7773,4454,0.2227,20000,1.0,15546,0.7773,0,0.0,0.40468916666666666,34.54728999999998,132.74187999999995,RAW_COUNTS
BCH-S300,6.4000000000000004,15,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2479649,15608,0.4132748333333333,0.7804,4392,0.2196,20000,1.0,15608,0.7804,0,0.0,0.41857595238095235,31.944140000000015,124.31373500000001,RAW_COUNTS
BCH-S300,6.4000000000000004,20,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2559663,15706,0.4266105,0.7853,4294,0.2147,20000,1.0,15706,0.7853,0,0.0,0.4322929761904762,31.432064999999973,122.11806999999983,RAW_COUNTS
BCH-S300,6.4000000000000004,30,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2726488,16006,0.4544146666666667,0.8003,3994,0.1997,20000,1.0,16006,0.8003,0,0.0,0.45934833333333336,27.479395000000007,110.15191999999969,RAW_COUNTS
BCH-S300,6.4000000000000004,45,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,2974568,17368,0.49576133333333333,0.8684,2632,0.1316,20000,1.0,17368,0.8684,0,0.0,0.4999551190476191,34.34790000000007,128.03894000000003,RAW_COUNTS
BCH-S300,6.4000000000000004,60,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,3214308,19581,0.535718,0.97905,419,0.02095,20000,1.0,19581,0.97905,0,0.0,0.5413472619047619,31.358544999999967,119.47132499999995,RAW_COUNTS
BCH-S300,6.4000000000000004,75,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,3453871,19999,0.5756451666666667,0.99995,1,5e-05,20000,1.0,19999,0.99995,0,0.0,0.5819653571428571,29.736445000000053,117.73860500000008,RAW_COUNTS
BCH-S300,6.4000000000000004,90,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,3693952,20000,0.6156586666666667,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6214777380952381,27.988729999999958,112.28906499999992,RAW_COUNTS
BCH-S300,6.4000000000000004,120,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,4098411,20000,0.6830685,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6895934523809525,31.44263999999995,120.76742000000004,RAW_COUNTS
BCH-S300,6.4000000000000004,180,300,420,0.7142857142857143,4.9387196432176204,20000,6000000,4331472,20000,0.721912,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7184579761904762,29.991630000000022,119.23243500000022,RAW_COUNTS
BCH-S300,7.7999999999999998,0,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2249861,12985,0.3749768333333333,0.64925,7015,0.35075,20000,1.0,12985,0.64925,0,0.0,0.37541642857142854,27.765320000000006,110.93897999999975,RAW_COUNTS
BCH-S300,7.7999999999999998,5,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2322719,13786,0.38711983333333333,0.6893,6214,0.3107,20000,1.0,13786,0.6893,0,0.0,0.3901658333333334,23.68453000000001,100.94618999999999,RAW_COUNTS
BCH-S300,7.7999999999999998,10,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2395177,14534,0.3991961666666667,0.7267,5466,0.2733,20000,1.0,14534,0.7267,0,0.0,0.40475392857142856,24.607100000000006,103.09102499999997,RAW_COUNTS
BCH-S300,7.7999999999999998,15,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2469619,14918,0.4116031666666667,0.7459,5082,0.2541,20000,1.0,14918,0.7459,0,0.0,0.418979880952381,28.00022999999998,111.99318499999991,RAW_COUNTS
BCH-S300,7.7999999999999998,20,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2547872,15040,0.4246453333333333,0.752,4960,0.248,20000,1.0,15040,0.752,0,0.0,0.4327096428571429,26.084245000000042,108.2476149999999,RAW_COUNTS
BCH-S300,7.7999999999999998,30,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2721086,15101,0.45351433333333335,0.75505,4899,0.24495,20000,1.0,15101,0.75505,0,0.0,0.45945380952380954,32.059614999999994,124.41503499999999,RAW_COUNTS
BCH-S300,7.7999999999999998,45,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2976086,15557,0.49601433333333333,0.77785,4443,0.22215,20000,1.0,15557,0.77785,0,0.0,0.5000620238095238,34.26988000000005,131.43437500000002,RAW_COUNTS
BCH-S300,7.7999999999999998,60,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,3212430,18002,0.535405,0.9001,1998,0.0999,20000,1.0,18002,0.9001,0,0.0,0.5420466666666667,41.30261999999995,157.71714999999978,RAW_COUNTS
BCH-S300,7.7999999999999998,75,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,3453376,19977,0.5755626666666667,0.99885,23,0.00115,20000,1.0,19977,0.99885,0,0.0,0.5832603571428572,48.94472500000005,184.37276499999987,RAW_COUNTS
BCH-S300,7.7999999999999998,90,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,3698620,20000,0.6164366666666666,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6236471428571428,41.80046500000001,160.50773500000028,RAW_COUNTS
BCH-S300,7.7999999999999998,120,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,4129415,20000,0.6882358333333334,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6960620238095239,36.53779500000003,139.18327999999985,RAW_COUNTS
BCH-S300,7.7999999999999998,180,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,4364577,20000,0.7274295,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7252075,30.61766499999999,119.38970999999998,RAW_COUNTS
BCH-S300,9,0,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2249769,10954,0.3749615,0.5477,9046,0.4523,20000,1.0,10954,0.5477,0,0.0,0.3751105952380952,27.28017499999999,112.27042499999996,RAW_COUNTS
BCH-S300,9,5,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2325720,11543,0.38762,0.57715,8457,0.42285,20000,1.0,11543,0.57715,0,0.0,0.3908228571428572,34.723195000000004,134.4478000000002,RAW_COUNTS
BCH-S300,9,10,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2399686,12509,0.39994766666666665,0.62545,7491,0.37455,20000,1.0,12509,0.62545,0,0.0,0.40608880952380955,29.886130000000012,118.11743999999992,RAW_COUNTS
BCH-S300,9,15,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2474816,13745,0.41246933333333335,0.68725,6255,0.31275,20000,1.0,13745,0.68725,0,0.0,0.420724880952381,30.26939000000001,121.65018500000012,RAW_COUNTS
BCH-S300,9,20,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2552627,14666,0.42543783333333335,0.7333,5334,0.2667,20000,1.0,14666,0.7333,0,0.0,0.4345205952380952,31.52059500000003,125.31770000000004,RAW_COUNTS
BCH-S300,9,30,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2724359,15011,0.45405983333333333,0.75055,4989,0.24945,20000,1.0,15011,0.75055,0,0.0,0.46040226190476186,30.952349999999964,121.18915999999992,RAW_COUNTS
BCH-S300,9,45,300,420,0.7142857142857143,7.53871964321762,20000,6000000,2974603,15078,0.49576716666666665,0.7539,4922,0.2461,20000,1.0,15078,0.7539,0,0.0,0.4999903571428571,29.889270000000025,118.06162999999991,RAW_COUNTS
BCH-S300,9,60,300,420,0.7142857142857143,7.53871964321762,20000,6000000,3213163,16319,0.5355271666666667,0.81595,3681,0.18405,20000,1.0,16319,0.81595,0,0.0,0.542635119047619,29.643579999999993,120.07011000000013,RAW_COUNTS
BCH-S300,9,75,300,420,0.7142857142857143,7.53871964321762,20000,6000000,3453618,19860,0.575603,0.993,140,0.007,20000,1.0,19860,0.993,0,0.0,0.5839058333333332,24.70884000000001,104.56650999999991,RAW_COUNTS
BCH-S300,9,90,300,420,0.7142857142857143,7.53871964321762,20000,6000000,3699924,20000,0.616654,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.624507261904762,25.148564999999973,105.13507000000008,RAW_COUNTS
BCH-S300,9,120,300,420,0.7142857142857143,7.53871964321762,20000,6000000,4148712,20000,0.691452,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7001447619047618,26.80947000000002,110.25223000000014,RAW_COUNTS
BCH-S300,9,180,300,420,0.7142857142857143,7.53871964321762,20000,6000000,4385375,20000,0.7308958333333333,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7293790476190476,32.16477999999998,126.63562000000013,RAW_COUNTS
