schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,1060,452,0.0074385964912280699,108,47,0.00108,0.094,453,0.90600000000000003,500,1,47,0.094,0,0,12.450599999999993,11.5,19.504999999999995,24.906999999999989,73.299999999999997,59.573200000000057,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,d37add01bc7dae56e92a0b7c447988aad82592411b1b2309abcf01ac84ea1ed9,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,5992,500,0.042049122807017544,2736,464,0.027359999999999999,0.92800000000000005,36,0.071999999999999995,500,1,464,0.92800000000000005,0,0,14.467200000000002,12.9,22.304999999999996,29.411999999999985,50.299999999999997,62.620200000000033,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,e37825d3c6a5bd77c5f5094003ababccf427855399d3e03eec926a067d6071b5,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,71472,500,0.50155789473684209,50133,500,0.50133000000000005,1,0,0,500,1,500,1,0,0,16.512799999999991,14.4,24.399999999999999,36.022999999999982,72.700000000000003,66.973200000000006,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,4fa23067e9704438d9b86bc154c758c10d61dc62d63e85146ce56f74409b9e90,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,136721,500,0.95944561403508777,97475,500,0.97475000000000001,1,0,0,500,1,500,1,0,0,16.054200000000019,13.5,24.109999999999992,38.388999999999911,90.900000000000006,67.624599999999973,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,dcd62def9c643c9876f898d1376c528898bef6f1c7e1011b7198a44087ae3679,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,0,10,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,1098,456,0.0077052631578947367,122,53,0.0012199999999999999,0.106,447,0.89400000000000002,500,1,53,0.106,0,0,14.388800000000005,11.800000000000001,21.300000000000001,39.350999999999772,83.5,61.480399999999982,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,76881657dc33eda934b565eaed3d4dd6b987fe469b47288c9c7a8e7ca1dbb012,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,45,10,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,8439,500,0.059221052631578945,4688,494,0.046879999999999998,0.98799999999999999,6,0.012,500,1,494,0.98799999999999999,0,0,17.49039999999999,13.699999999999999,25.404999999999994,49.206000000000003,290.19999999999999,70.224000000000032,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,19d1154daa15f483ee81f268ebcf44b0c09a37bfbb09f870cceb9a02cae8da60,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,90,10,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,83409,500,0.58532631578947369,57130,500,0.57130000000000003,1,0,0,500,1,500,1,0,0,32.538800000000016,23.100000000000001,38.24499999999987,100.55299999999995,4023.1999999999998,96.447399999999988,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,60cd169862202c0e3d1b75b3b08e37e4b2906bd725b6d69701508264c91cdc13,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,135,10,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,138268,500,0.97030175438596489,98472,500,0.98472000000000004,1,0,0,500,1,500,1,0,0,17.133600000000001,14.6,24.699999999999999,34.115999999999985,103.40000000000001,67.965000000000003,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6e26caee1e3108a5374add9ae510bf7d2ed51f53cceef31beb6a5006977e8417,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,0,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,1476,480,0.010357894736842106,237,95,0.0023700000000000001,0.19,405,0.81000000000000005,500,1,95,0.19,0,0,13.957599999999985,11.800000000000001,20.404999999999994,37.055999999999948,215,60.650400000000026,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,99d0ebbe2a609d9b825229b25f347f6659cc121f3ad12d722d2e5756929a6a3a,WORKTREE
bch.s2.impairment.result.v1,S2_05,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6.2999999999999998,4.7618513565547094,2,45,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,500,100000,17750,500,0.12456140350877193,12519,500,0.12519,1,0,0,500,1,500,1,0,0,18.115400000000001,14.4,27.039999999999964,68.903000000000006,119.8,70.94740000000003,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6744e7c446051e3cb7dd4fae2f68caabd111ecf3262571ba87dc55feefbe3c4d,WORKTREE
