figureId,caseId,legendLabel,styleId,metric,ebn0Index,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,denominator,zeroSurrogateApplied,zeroSurrogateRule
stage06_awgn_formal_k300_latency,K300_M255K207,255双块300,STYLE_2,译码时延 (μs),0,3.5,0.75757575757575757,3.3920017251035444,5.3045606445813132,36.052,36.052,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M255K207,255双块300,STYLE_2,译码时延 (μs),1,4.25,0.75757575757575757,4.0314016057557724,6.0545606445813132,32.981000000000002,32.981000000000002,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M255K207,255双块300,STYLE_2,译码时延 (μs),2,5,0.75757575757575757,4.7913297881339085,6.8045606445813132,28.952000000000002,28.952000000000002,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M255K207,255双块300,STYLE_2,译码时延 (μs),3,5.75,0.75757575757575757,5.6945061255824863,7.5545606445813132,27.064,27.064,50000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M255K207,255双块300,STYLE_2,译码时延 (μs),4,6.5,0.75757575757575757,6.7679332144085329,8.3045606445813132,25.559999999999999,25.559999999999999,50000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K385,385整块300,STYLE_4,译码时延 (μs),0,3,0.70422535211267601,2.8102286126322245,4.4874165128092471,85.287000000000006,85.287000000000006,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K385,385整块300,STYLE_4,译码时延 (μs),1,3.75,0.70422535211267601,3.3399629657206402,5.2374165128092471,80.179000000000002,80.179000000000002,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K385,385整块300,STYLE_4,译码时延 (μs),2,4.5,0.70422535211267601,3.9695534243161319,5.9874165128092471,71.042000000000002,71.042000000000002,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K385,385整块300,STYLE_4,译码时延 (μs),3,5.25,0.70422535211267601,4.7178230867299664,6.7374165128092471,59.808999999999997,59.808999999999997,50000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K385,385整块300,STYLE_4,译码时延 (μs),4,6,0.70422535211267601,5.6071432472323552,7.4874165128092471,53.152999999999999,53.152999999999999,50000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K421,421整块300,STYLE_3,译码时延 (μs),0,4,0.76923076923076927,3.8644406638608926,5.8708664335714449,56.420999999999999,56.420999999999999,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K421,421整块300,STYLE_3,译码时延 (μs),1,4.4000000000000004,0.76923076923076927,4.2372749282125648,6.2708664335714452,51.823999999999998,51.823999999999998,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K421,421整块300,STYLE_3,译码时延 (μs),2,4.7999999999999998,0.76923076923076927,4.6460795698492561,6.6708664335714438,47.924999999999997,47.924999999999997,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K421,421整块300,STYLE_3,译码时延 (μs),3,5.2000000000000002,0.76923076923076927,5.0943249458860178,7.0708664335714442,44.055,44.055,24731,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_M511K421,421整块300,STYLE_3,译码时延 (μs),4,5.5,0.76923076923076927,5.4586675266703928,7.3708664335714449,41.259999999999998,41.259999999999998,50000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_S15,分块300,STYLE_1,译码时延 (μs),0,5,0.7142857142857143,4.5175395145262565,6.5490195998574317,12.598000000000001,12.598000000000001,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_S15,分块300,STYLE_1,译码时延 (μs),1,6,0.7142857142857143,5.6872452936213893,7.5490195998574317,13.217000000000001,13.217000000000001,5000,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_S15,分块300,STYLE_1,译码时延 (μs),2,7,0.7142857142857143,7.1598176232467452,8.5490195998574325,12.166,12.166,5037,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_S15,分块300,STYLE_1,译码时延 (μs),3,8,0.7142857142857143,9.0136763497170485,9.5490195998574325,12.648999999999999,12.648999999999999,39399,false,0.5/denominator
stage06_awgn_formal_k300_latency,K300_S15,分块300,STYLE_1,译码时延 (μs),4,9,0.7142857142857143,11.347546210346881,10.549019599857433,12.125,12.125,50000,false,0.5/denominator
