stageId,gitCommit,experimentType,caseId,legendLabel,payloadLength,encodedLength,actualRate,channelType,ebn0Db,snrDb,blockageAmplitude,requestedBlockageLengthSymbols,blockageLengthSymbols,actualBlockageRatio,blockageStartPolicy,meanBlockageStart,minBlockageStart,maxBlockageStart,totalBlockedSymbols,blockedRawErrorBits,nonBlockedRawErrorBits,blockedRawBer,nonBlockedRawBer,affectedCodeBlockCountTotal,meanAffectedCodeBlockCount,maxAffectedCodeBlockCount,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,decodeTimeTotalNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointId,shardId,blockageParameterIndex
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_S15,分块300,300,420,0.7142857142857143,BLOCKAGE_AWGN,8,6.53871964321762,0,30,30,0.071428571428571425,RANDOM_PER_FRAME,197.11340000000001,0,390,150000,75021,2719,0.50014000000000003,0.0013943589743589744,14660,2.9319999999999999,3,5000,1500000,56259,5000,0,5000,2,0,58367400,11673,9200,16300,38700,0.037505999999999998,1,0,1,0.00040000000000000002,0,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_S15_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M255K207,255双块300,300,396,0.75757575757575757,BLOCKAGE_AWGN,8,6.7942606879415015,0,5,5,0.012626262626262626,RANDOM_PER_FRAME,195.59082000000001,0,391,250000,125107,19478,0.50042799999999998,0.00099631713554987214,50508,1.0101599999999999,2,50000,15000000,176,32,33,0,0,49968,1331938700,26638,23100,36200,78900,1.1733333333333333e-05,0.00064000000000000005,0.00066,0,0,0.99936000000000003,MAX_FRAMES_REACHED,stage12_experiment_c_K300_M255K207_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M255K207,255双块300,300,396,0.75757575757575757,BLOCKAGE_AWGN,8,6.7942606879415015,0,10,10,0.025252525252525252,RANDOM_PER_FRAME,194.7448,0,386,50000,24915,2011,0.49830000000000002,0.0010419689119170984,5121,1.0242,2,5000,1500000,5854,856,1006,0,0,4144,153380500,30676,27100,40800,95900,0.0039026666666666667,0.17119999999999999,0.20119999999999999,0,0,0.82879999999999998,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M255K207_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M255K207,255双块300,300,396,0.75757575757575757,BLOCKAGE_AWGN,8,6.7942606879415015,0,20,20,0.050505050505050504,RANDOM_PER_FRAME,190.11879999999999,0,376,100000,49953,1949,0.49952999999999997,0.0010367021276595746,5245,1.0489999999999999,2,5000,1500000,37788,3962,4673,1,0,1038,177597500,35519,32900,50500,102100,0.025191999999999999,0.79239999999999999,0.93459999999999999,0.00020000000000000001,0,0.20760000000000001,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M255K207_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M255K207,255双块300,300,396,0.75757575757575757,BLOCKAGE_AWGN,8,6.7942606879415015,0,30,30,0.07575757575757576,RANDOM_PER_FRAME,185.887,0,366,150000,74897,1902,0.49931333333333333,0.0010393442622950819,5387,1.0773999999999999,2,5000,1500000,58580,4366,4979,5,0,634,162329800,32465,31300,44100,72700,0.039053333333333336,0.87319999999999998,0.99580000000000002,0.001,0,0.1268,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M255K207_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K421,421整块300,300,390,0.76923076923076927,BLOCKAGE_AWGN,8,6.8605664769316324,0,5,5,0.01282051282051282,RANDOM_PER_FRAME,192.11236,0,385,250000,124531,17556,0.49812400000000001,0.00091200000000000005,50000,1,1,50000,15000000,0,0,0,0,0,50000,1906562200,38131,33900,53500,99700,0,0,0,0,0,1,MAX_FRAMES_REACHED,stage12_experiment_c_K300_M511K421_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K421,421整块300,300,390,0.76923076923076927,BLOCKAGE_AWGN,8,6.8605664769316324,0,10,10,0.02564102564102564,RANDOM_PER_FRAME,190.14854,0,380,500000,250089,17355,0.50017800000000001,0.00091342105263157898,50000,1,1,50000,15000000,528,57,58,0,0,49943,2038378100,40767,37700,55400,90600,3.5200000000000002e-05,0.00114,0.00116,0,0,0.99885999999999997,MAX_FRAMES_REACHED,stage12_experiment_c_K300_M511K421_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K421,421整块300,300,390,0.76923076923076927,BLOCKAGE_AWGN,8,6.8605664769316324,0,20,20,0.05128205128205128,RANDOM_PER_FRAME,184.3998,0,370,100000,50416,1712,0.50416000000000005,0.00092540540540540545,5000,1,1,5000,1500000,23565,2111,2431,0,0,2889,252606200,50521,48800,62100,105700,0.015709999999999998,0.42220000000000002,0.48620000000000002,0,0,0.57779999999999998,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M511K421_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K421,421整块300,300,390,0.76923076923076927,BLOCKAGE_AWGN,8,6.8605664769316324,0,30,30,0.076923076923076927,RANDOM_PER_FRAME,177.86799999999999,0,360,150000,75359,1680,0.50239333333333336,0.00093333333333333332,5000,1,1,5000,1500000,59946,4230,4837,0,0,770,299038400,59807,53500,75900,166200,0.039964,0.84599999999999997,0.96740000000000004,0,0,0.154,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M511K421_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K385,385整块300,300,426,0.70422535211267601,BLOCKAGE_AWGN,8,6.4771165561694346,0,5,5,0.011737089201877934,RANDOM_PER_FRAME,210.89071999999999,0,421,250000,125037,30209,0.50014800000000004,0.0014351068883610451,50000,1,1,50000,15000000,0,0,0,0,0,50000,2328864900,46577,43000,61800,106800,0,0,0,0,0,1,MAX_FRAMES_REACHED,stage12_experiment_c_K300_M511K385_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K385,385整块300,300,426,0.70422535211267601,BLOCKAGE_AWGN,8,6.4771165561694346,0,10,10,0.023474178403755867,RANDOM_PER_FRAME,207.54426000000001,0,416,500000,249445,29823,0.49889,0.0014337980769230769,50000,1,1,50000,15000000,0,0,0,0,0,50000,2894129600,57882,50300,80300,187300,0,0,0,0,0,1,MAX_FRAMES_REACHED,stage12_experiment_c_K300_M511K385_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K385,385整块300,300,426,0.70422535211267601,BLOCKAGE_AWGN,8,6.4771165561694346,0,20,20,0.046948356807511735,RANDOM_PER_FRAME,202.7646,0,406,100000,50019,2935,0.50019000000000002,0.0014458128078817733,5000,1,1,5000,1500000,2801,226,242,0,0,4774,330620300,66124,63400,86700,136800,0.0018673333333333333,0.045199999999999997,0.048399999999999999,0,0,0.95479999999999998,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M511K385_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_M511K385,385整块300,300,426,0.70422535211267601,BLOCKAGE_AWGN,8,6.4771165561694346,0,30,30,0.070422535211267609,RANDOM_PER_FRAME,200.09139999999999,0,396,150000,74850,2854,0.499,0.0014414141414141415,5000,1,1,5000,1500000,39527,2758,3256,0,0,2242,381154300,76230,70200,95400,176000,0.026351333333333334,0.55159999999999998,0.6512,0,0,0.44840000000000002,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_M511K385_3,0,3
