stageId,gitCommit,experimentType,caseId,legendLabel,payloadLength,encodedLength,actualRate,channelType,ebn0Db,snrDb,blockageAmplitude,requestedBlockageLengthSymbols,blockageLengthSymbols,actualBlockageRatio,blockageStartPolicy,meanBlockageStart,minBlockageStart,maxBlockageStart,totalBlockedSymbols,blockedRawErrorBits,nonBlockedRawErrorBits,blockedRawBer,nonBlockedRawBer,affectedCodeBlockCountTotal,meanAffectedCodeBlockCount,maxAffectedCodeBlockCount,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,decodeTimeTotalNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointId,shardId,blockageParameterIndex
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_S15,分块200,200,285,0.70175438596491224,BLOCKAGE_AWGN,7.5,5.9618513565547095,0,5,5,0.017543859649122806,RANDOM_PER_FRAME,139.93180000000001,0,280,25000,12545,3489,0.50180000000000002,0.0024921428571428573,6240,1.248,2,5000,1000000,10623,3835,0,3835,63,1165,43194700,8638,6700,12800,30500,0.010623,0.76700000000000002,0,0.76700000000000002,0.0126,0.23300000000000001,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_S15_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_S15,分块200,200,285,0.70175438596491224,BLOCKAGE_AWGN,7.5,5.9618513565547095,0,10,10,0.035087719298245612,RANDOM_PER_FRAME,138.83879999999999,0,275,50000,25187,3431,0.50373999999999997,0.0024952727272727275,7914,1.5828,2,5000,1000000,19860,4834,0,4834,89,166,48415800,9683,8600,13400,28000,0.019859999999999999,0.96679999999999999,0,0.96679999999999999,0.0178,0.0332,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_S15_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_S15,分块200,200,285,0.70175438596491224,BLOCKAGE_AWGN,7.5,5.9618513565547095,0,20,20,0.070175438596491224,RANDOM_PER_FRAME,133.8092,0,265,100000,50346,3303,0.50346000000000002,0.0024928301886792451,11258,2.2515999999999998,3,5000,1000000,38333,4998,0,4998,8,2,49259100,9851,7300,13600,34800,0.038332999999999999,0.99960000000000004,0,0.99960000000000004,0.0016000000000000001,0.00040000000000000002,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_S15_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_S15,分块200,200,285,0.70175438596491224,BLOCKAGE_AWGN,7.5,5.9618513565547095,0,30,30,0.10526315789473684,RANDOM_PER_FRAME,127.05459999999999,0,255,150000,75108,3161,0.50072000000000005,0.0024792156862745098,14654,2.9308000000000001,3,5000,1000000,56070,5000,0,5000,1,0,62800000,12560,10600,16400,56600,0.056070000000000002,1,0,1,0.00020000000000000001,0,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_S15_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M255K207,255整块200,200,248,0.80645161290322576,BLOCKAGE_AWGN,7.5,6.5657831483776494,0,5,5,0.020161290322580645,RANDOM_PER_FRAME,121.10754,0,243,250000,125045,15895,0.50017999999999996,0.0013082304526748972,50000,1,1,50000,10000000,533,94,94,0,0,49906,1233250800,24665,17900,34000,129600,5.3300000000000001e-05,0.0018799999999999999,0.0018799999999999999,0,0,0.99812000000000001,MAX_FRAMES_REACHED,stage12_experiment_c_K200_M255K207_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M255K207,255整块200,200,248,0.80645161290322576,BLOCKAGE_AWGN,7.5,6.5657831483776494,0,10,10,0.040322580645161289,RANDOM_PER_FRAME,118.5078,0,238,50000,25015,1538,0.50029999999999997,0.001292436974789916,5000,1,1,5000,1000000,7389,1081,1190,3,0,3919,129965400,25993,22800,38000,86700,0.0073889999999999997,0.2162,0.23799999999999999,0.00059999999999999995,0,0.78380000000000005,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M255K207_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M255K207,255整块200,200,248,0.80645161290322576,BLOCKAGE_AWGN,7.5,6.5657831483776494,0,20,20,0.080645161290322578,RANDOM_PER_FRAME,115.77,0,228,100000,50153,1472,0.50153000000000003,0.0012912280701754385,5000,1,1,5000,1000000,41819,4305,4784,5,0,695,128475700,25695,23100,34200,103900,0.041819000000000002,0.86099999999999999,0.95679999999999998,0.001,0,0.13900000000000001,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M255K207_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M255K207,255整块200,200,248,0.80645161290322576,BLOCKAGE_AWGN,7.5,6.5657831483776494,0,30,30,0.12096774193548387,RANDOM_PER_FRAME,108.655,0,218,150000,74848,1413,0.49898666666666669,0.0012963302752293578,5000,1,1,5000,1000000,64714,4665,4993,4,0,335,111930300,22386,21500,31300,66800,0.064713999999999994,0.93300000000000005,0.99860000000000004,0.00080000000000000004,0,0.067000000000000004,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M255K207_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K421,421整块200,200,290,0.68965517241379315,BLOCKAGE_AWGN,7.5,5.8863199776502517,0,5,5,0.017241379310344827,RANDOM_PER_FRAME,142.46686,0,285,250000,125354,37777,0.50141599999999997,0.002651017543859649,50000,1,1,50000,10000000,0,0,0,0,0,50000,2030717800,40614,37200,57800,121500,0,0,0,0,0,1,MAX_FRAMES_REACHED,stage12_experiment_c_K200_M511K421_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K421,421整块200,200,290,0.68965517241379315,BLOCKAGE_AWGN,7.5,5.8863199776502517,0,10,10,0.034482758620689655,RANDOM_PER_FRAME,139.88954853273137,0,280,443000,221471,32870,0.49993453724604964,0.0026499516285069333,44300,1,1,44300,8860000,1575,200,202,0,0,44100,2081456900,46985,43200,65100,137100,0.00017776523702031603,0.0045146726862302479,0.0045598194130925512,0,0,0.99548532731376971,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M511K421_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K421,421整块200,200,290,0.68965517241379315,BLOCKAGE_AWGN,7.5,5.8863199776502517,0,20,20,0.068965517241379309,RANDOM_PER_FRAME,133.75360000000001,0,270,100000,50122,3541,0.50122,0.0026229629629629628,5000,1,1,5000,1000000,24024,2378,2698,0,0,2622,276277900,55255,53000,74100,139800,0.024024,0.47560000000000002,0.53959999999999997,0,0,0.52439999999999998,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M511K421_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K421,421整块200,200,290,0.68965517241379315,BLOCKAGE_AWGN,7.5,5.8863199776502517,0,30,30,0.10344827586206896,RANDOM_PER_FRAME,128.47659999999999,0,260,150000,74836,3428,0.49890666666666666,0.0026369230769230771,5000,1,1,5000,1000000,54640,4169,4830,0,0,831,287304000,57460,55500,79300,126900,0.054640000000000001,0.83379999999999999,0.96599999999999997,0,0,0.16619999999999999,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M511K421_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K385,385整块200,200,326,0.61349693251533743,BLOCKAGE_AWGN,7.5,5.3781239559604224,0,5,5,0.015337423312883436,RANDOM_PER_FRAME,160.1174,0,321,250000,125011,69311,0.50004400000000004,0.0043184423676012459,50000,1,1,50000,10000000,0,0,0,0,0,50000,2541101500,50822,47800,70200,130400,0,0,0,0,0,1,MAX_FRAMES_REACHED,stage12_experiment_c_K200_M511K385_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K385,385整块200,200,326,0.61349693251533743,BLOCKAGE_AWGN,7.5,5.3781239559604224,0,10,10,0.030674846625766871,RANDOM_PER_FRAME,157.6584,0,316,500000,250335,68155,0.50066999999999995,0.004313607594936709,50000,1,1,50000,10000000,35,3,3,0,0,49997,3073440300,61468,55100,85500,192100,3.4999999999999999e-06,6.0000000000000002e-05,6.0000000000000002e-05,0,0,0.99994000000000005,MAX_FRAMES_REACHED,stage12_experiment_c_K200_M511K385_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K385,385整块200,200,326,0.61349693251533743,BLOCKAGE_AWGN,7.5,5.3781239559604224,0,20,20,0.061349693251533742,RANDOM_PER_FRAME,153.066,0,306,100000,50137,6570,0.50136999999999998,0.0042941176470588233,5000,1,1,5000,1000000,4843,473,504,0,0,4527,414698300,82939,70800,124000,303500,0.0048430000000000001,0.094600000000000004,0.1008,0,0,0.90539999999999998,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M511K385_2,0,2
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K200_M511K385,385整块200,200,326,0.61349693251533743,BLOCKAGE_AWGN,7.5,5.3781239559604224,0,30,30,0.09202453987730061,RANDOM_PER_FRAME,149.1052,0,296,150000,75378,6336,0.50251999999999997,0.004281081081081081,5000,1,1,5000,1000000,39529,3212,3665,0,0,1788,403626500,80725,71200,114300,245600,0.039529000000000002,0.64239999999999997,0.73299999999999998,0,0,0.35759999999999997,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K200_M511K385_3,0,3
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_S15,分块300,300,420,0.7142857142857143,BLOCKAGE_AWGN,8,6.53871964321762,0,5,5,0.011904761904761904,RANDOM_PER_FRAME,206.93799999999999,0,415,25000,12432,2889,0.49728,0.0013922891566265059,6309,1.2618,2,5000,1500000,10306,3790,0,3790,62,1210,67982400,13596,12100,18200,43300,0.0068706666666666664,0.75800000000000001,0,0.75800000000000001,0.0124,0.24199999999999999,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_S15_0,0,0
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_S15,分块300,300,420,0.7142857142857143,BLOCKAGE_AWGN,8,6.53871964321762,0,10,10,0.023809523809523808,RANDOM_PER_FRAME,203.97460000000001,0,410,50000,25093,2832,0.50185999999999997,0.0013814634146341463,7933,1.5866,2,5000,1500000,19818,4856,0,4856,106,144,73883900,14776,13100,20000,56300,0.013212,0.97119999999999995,0,0.97119999999999995,0.0212,0.028799999999999999,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_S15_1,0,1
stage12_blockage_formal,530551cfe22815a38eacaa683e97c82949d51c4c,FIXED_LENGTH,K300_S15,分块300,300,420,0.7142857142857143,BLOCKAGE_AWGN,8,6.53871964321762,0,20,20,0.047619047619047616,RANDOM_PER_FRAME,201.08799999999999,0,400,100000,49731,2801,0.49730999999999997,0.0014005000000000001,11285,2.2570000000000001,3,5000,1500000,37814,4999,0,4999,12,1,57519900,11503,9100,17000,37000,0.025209333333333334,0.99980000000000002,0,0.99980000000000002,0.0023999999999999998,0.00020000000000000001,TARGET_FRAME_ERRORS_REACHED,stage12_experiment_c_K300_S15_2,0,2
