scheme,configurationId,method,comparisonRole,engineeringComparisonGroup,controlledComparisonGroup,pureMethodDifferenceAllowed,EsN0Db,burstRatioRequested,meanPositionFer,worstPositionFer,bestPositionFer,positionSensitivity,baselineMeanPositionFer,absoluteFerImprovement,relativeFerReductionPercent,improvementFactor,relativeMetricStatus,sourceAbsolutePath
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5.5,0.050000000000000003,0.9991666666666666,1.0,0.997,0.0030000000000000027,0.9983333333333334,-0.0008333333333332416,-0.08347245409014105,0.999165971643036,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6,0.02,0.5312449894266091,0.996412198525015,0.18403908794788273,0.8123731105771322,0.8341256098313353,0.3028806204047262,36.31115228148555,1.5701336039548073,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6,0.050000000000000003,0.9988333333333334,1.0,0.996,0.0040000000000000036,0.999,0.0001666666666666483,0.016683350016681513,1.000166861338228,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6.5,0.02,0.48733665774583307,0.9972263230886235,0.10770059235325795,0.8895257307353656,0.8313959860506633,0.34405932830483027,41.38332805035507,1.705999277575938,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6.5,0.050000000000000003,0.9984999999999999,1.0,0.994,0.006000000000000005,0.9994999999999999,0.0010000000000000009,0.10005002501250634,1.00100150225338,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,7,0.02,0.46120747593866707,0.9989401165871754,0.06060606060606061,0.9383340559811149,0.8305076752149071,0.36930019927624,44.466801487497115,1.8007246598174198,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,7,0.050000000000000003,0.9986992215865964,1.0,0.9940633245382586,0.00593667546174137,0.9998962224989622,0.0011970009123657421,0.11971251470219296,1.0011985599733062,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,7,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,7.5,0.02,0.44533054490268853,0.9993590565312139,0.030759766225776683,0.9685992903054372,0.8300794126723409,0.38474886776965234,46.35085052055437,1.8639624480591732,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,7.5,0.050000000000000003,0.9987533344614441,1.0,0.9931529181610694,0.006847081838930569,1.0,0.0012466655385559022,0.12466655385559022,1.0012482216534757,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,7.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,8,0.02,0.43533708158824186,0.9996,0.015342129487572876,0.9842578705124272,0.8296843886488657,0.3943473070606239,47.529797168151525,1.9058435950871109,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,8,0.050000000000000003,0.9987056972110122,1.0,0.9929232444202504,0.007076755579749627,1.0,0.001294302788987789,0.1294302788987789,1.001295980179749,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,8,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,8.5,0.02,0.43115075440081124,0.99988,0.007219688998012393,0.9926603110019876,0.8296668414945464,0.39851608709373515,48.033266747873846,1.9243079897832258,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,8.5,0.050000000000000003,0.9987968901553111,1.0,0.9928582640087898,0.007141735991210152,1.0,0.0012031098446888544,0.12031098446888544,1.0012045590615544,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,8.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,9,0.02,0.42900333333333335,0.99996,0.00274,0.99722,0.8296366666666667,0.40063333333333334,48.290215395494414,1.933869977700251,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,9,0.050000000000000003,0.9987967859309155,1.0,0.9928102926337034,0.007189707366296649,0.9999950704919649,0.001198284561049423,0.11982904680319136,1.0011997280907674,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,9,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,9.5,0.02,0.42801666666666666,0.99996,0.00108,0.99888,0.8296266666666666,0.40160999999999997,48.408521101861076,1.9383045831548615,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,9.5,0.050000000000000003,0.9988199999999999,1.0,0.99296,0.007040000000000046,1.0,0.0011800000000000699,0.11800000000000699,1.0011813940449732,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,9.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-0.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-0.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-0.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-1,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-1,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-1,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-1.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-1.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-1.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-2,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-2,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-2,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-2.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-2.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-2.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-3,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-3,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-3,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-3.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-3.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-3.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-4,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-4,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-4,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-4.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-4.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-4.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,-5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,0,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,0,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,0,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,0.5,0.02,0.9998333333333332,1.0,0.999,0.0010000000000000009,0.9998333333333332,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,0.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,0.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,1,0.02,0.9978333333333333,1.0,0.987,0.013000000000000012,0.9978333333333333,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,1,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,1,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,1.5,0.02,0.9931666666666666,1.0,0.959,0.041000000000000036,0.9931666666666666,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,1.5,0.050000000000000003,0.9994999999999999,1.0,0.997,0.0030000000000000027,0.9994999999999999,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,1.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,10,0.02,0.8296133333333334,1.0,2e-05,0.99998,0.8296133333333334,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,10,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,10,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,2,0.02,0.9791666666666666,1.0,0.875,0.125,0.9791666666666666,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,2,0.050000000000000003,0.9979999999999999,1.0,0.988,0.01200000000000001,0.9979999999999999,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,2,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,2.5,0.02,0.9596666666666667,1.0,0.759,0.241,0.9596666666666667,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,2.5,0.050000000000000003,0.9973333333333333,1.0,0.984,0.016000000000000014,0.9973333333333333,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,2.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,3,0.02,0.9315000000000001,1.0,0.593,0.40700000000000003,0.9315000000000001,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,3,0.050000000000000003,0.9968333333333333,1.0,0.981,0.019000000000000017,0.9968333333333333,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,3,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,3.5,0.02,0.9,1.0,0.407,0.593,0.9,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,3.5,0.050000000000000003,0.996,1.0,0.976,0.02400000000000002,0.996,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,3.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,4,0.02,0.8738333333333332,1.0,0.254,0.746,0.8738333333333332,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_NONE,NONE,BASELINE,,,false,4,0.050000000000000003,0.9958333333333332,1.0,0.975,0.025000000000000022,0.9958333333333332,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
