scheme,rank,configurationId,method,interpretationScope,meanFormalFer,worstHighWorkpointStartFer,bufferBits,deinterleaveTimeMeanNsWeighted,ferNormalized,worstStartNormalized,bufferNormalized,deinterleaveNormalized,weightedScore,paretoOptimal,weightFer,weightWorstStart,weightBuffer,weightDeinterleave
BCH,1,BCH_ROW_COLUMN_R15,ROW_COLUMN,CONTROLLED_EQUAL_SPAN_285_COMPARISON,0.7818114086906416,1.0,285.0,327.0572873305971,0.0,0.0,0.0,0.0,0.0,true,0.4,0.3,0.15,0.15
BCH,2,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,CONTROLLED_EQUAL_SPAN_285_COMPARISON,0.7821913844308455,1.0,285.0,332.20992703953624,0.0025195874218013987,0.0,0.0,0.6729634111848333,0.10195234664644555,false,0.4,0.3,0.15,0.15
BCH,3,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,CONTROLLED_EQUAL_SPAN_285_COMPARISON,0.9326201232111357,1.0,285.0,334.713929019136,1.0,0.0,0.0,1.0,0.55,false,0.4,0.3,0.15,0.15
CC,1,CC_PSEUDO_128_RECOMMENDED,PSEUDORANDOM,RECOMMENDED_ENGINEERING_CONFIGURATION_COMPARISON;CONTROLLED_EQUAL_SPAN_128_COMPARISON,0.906391805053418,1.0,256.0,395.9854934300438,0.0,0.0,1.0,0.1615671060642526,0.1742350659096379,true,0.4,0.3,0.15,0.15
CC,2,CC_SHORT_D8_RECOMMENDED,SHORT_DEPTH_BLOCK,RECOMMENDED_ENGINEERING_CONFIGURATION_COMPARISON,0.9437581788638151,1.0,128.0,389.8996673355511,0.6712916826607445,0.0,0.0,0.0,0.2685166730642978,true,0.4,0.3,0.15,0.15
CC,3,CC_SHORT_D16_CONTROL_128,SHORT_DEPTH_BLOCK,CONTROLLED_EQUAL_SPAN_128_COMPARISON,0.962055199633686,1.0,256.0,427.56714955233633,1.0,0.0,1.0,1.0,0.7000000000000001,false,0.4,0.3,0.15,0.15
