caseId,legendLabel,payloadLength,encodedLength,actualRate,ebn0Db,snrDb,metricName,metricValue,totalFrames,errorCount,isZeroObserved,plotSurrogateUsed,plotValue,requestedBlockageRatio,blockageLengthSymbols,actualBlockageRatio
K300_S15,分块,300,420,0.7142857142857143,5,3.53871964321762,ber,0.05749733333333333,5000,86246,0,0,0.05749733333333333,0.10000000000000001,42,0.10000000000000001
K300_S15,分块,300,420,0.7142857142857143,6,4.53871964321762,ber,0.053578,5000,80367,0,0,0.053578,0.10000000000000001,42,0.10000000000000001
K300_S15,分块,300,420,0.7142857142857143,7,5.53871964321762,ber,0.05260133333333333,5000,78902,0,0,0.05260133333333333,0.10000000000000001,42,0.10000000000000001
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,ber,0.05192466666666667,5000,77887,0,0,0.05192466666666667,0.10000000000000001,42,0.10000000000000001
K300_S15,分块,300,420,0.7142857142857143,9,7.53871964321762,ber,0.052352666666666665,5000,78529,0,0,0.052352666666666665,0.10000000000000001,42,0.10000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,5,3.7942606879415015,ber,0.05921866666666667,5000,88828,0,0,0.05921866666666667,0.10000000000000001,40,0.10101010101010101
K300_M255K207,255双块,300,396,0.75757575757575757,6,4.7942606879415015,ber,0.054986,5000,82479,0,0,0.054986,0.10000000000000001,40,0.10101010101010101
K300_M255K207,255双块,300,396,0.75757575757575757,7,5.7942606879415015,ber,0.05338266666666667,5000,80074,0,0,0.05338266666666667,0.10000000000000001,40,0.10101010101010101
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,ber,0.05247266666666667,5000,78709,0,0,0.05247266666666667,0.10000000000000001,40,0.10101010101010101
K300_M255K207,255双块,300,396,0.75757575757575757,9,7.7942606879415015,ber,0.051709333333333336,5000,77564,0,0,0.051709333333333336,0.10000000000000001,40,0.10101010101010101
K300_M511K421,421整块,300,390,0.76923076923076927,5,3.8605664769316324,ber,0.06398333333333334,5000,95975,0,0,0.06398333333333334,0.10000000000000001,39,0.10000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,6,4.8605664769316324,ber,0.058630666666666664,5000,87946,0,0,0.058630666666666664,0.10000000000000001,39,0.10000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,7,5.8605664769316324,ber,0.054412666666666665,5000,81619,0,0,0.054412666666666665,0.10000000000000001,39,0.10000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,ber,0.052109333333333334,5000,78164,0,0,0.052109333333333334,0.10000000000000001,39,0.10000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,9,7.8605664769316324,ber,0.051740666666666664,5000,77611,0,0,0.051740666666666664,0.10000000000000001,39,0.10000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,5,3.4771165561694346,ber,0.06817533333333334,5000,102263,0,0,0.06817533333333334,0.10000000000000001,43,0.10093896713615023
K300_M511K385,385整块,300,426,0.70422535211267601,6,4.4771165561694346,ber,0.059762666666666665,5000,89644,0,0,0.059762666666666665,0.10000000000000001,43,0.10093896713615023
K300_M511K385,385整块,300,426,0.70422535211267601,7,5.4771165561694346,ber,0.055879333333333336,5000,83819,0,0,0.055879333333333336,0.10000000000000001,43,0.10093896713615023
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,ber,0.05208,5000,78120,0,0,0.05208,0.10000000000000001,43,0.10093896713615023
K300_M511K385,385整块,300,426,0.70422535211267601,9,7.4771165561694346,ber,0.05148066666666667,5000,77221,0,0,0.05148066666666667,0.10000000000000001,43,0.10093896713615023
