caseId,legendLabel,payloadLength,encodedLength,actualRate,ebn0Db,snrDb,metricName,metricValue,totalFrames,errorCount,isZeroObserved,plotSurrogateUsed,plotValue,requestedBlockageRatio,blockageLengthSymbols,actualBlockageRatio
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,0.004842615012106538,41300,200,0,0,0.004842615012106538,0,0,0
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,0.9332,5000,4666,0,0,0.9332,0.02,8,0.019047619047619049
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,0.9998,5000,4999,0,0,0.9998,0.050000000000000003,21,0.050000000000000003
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,1.0,5000,5000,0,0,1.0,0.080000000000000002,34,0.080952380952380956
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,1.0,5000,5000,0,0,1.0,0.10000000000000001,42,0.10000000000000001
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,1.0,5000,5000,0,0,1.0,0.12,50,0.11904761904761904
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,1.0,5000,5000,0,0,1.0,0.14999999999999999,63,0.14999999999999999
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,fer,1.0,5000,5000,0,0,1.0,0.20000000000000001,84,0.20000000000000001
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.0,50000,0,1,1,1e-05,0,0,0
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.0442,5000,221,0,0,0.0442,0.02,8,0.020202020202020204
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.7878,5000,3939,0,0,0.7878,0.050000000000000003,20,0.050505050505050504
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.8834,5000,4417,0,0,0.8834,0.080000000000000002,32,0.080808080808080815
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.9196,5000,4598,0,0,0.9196,0.10000000000000001,40,0.10101010101010101
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.9598,5000,4799,0,0,0.9598,0.12,48,0.12121212121212122
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,0.9924,5000,4962,0,0,0.9924,0.14999999999999999,59,0.14898989898989898
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,fer,1.0,5000,5000,0,0,1.0,0.20000000000000001,79,0.1994949494949495
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.0,50000,0,1,1,1e-05,0,0,0
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,4e-05,50000,2,0,0,4e-05,0.02,8,0.020512820512820513
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.4176,5000,2088,0,0,0.4176,0.050000000000000003,20,0.05128205128205128
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.848,5000,4240,0,0,0.848,0.080000000000000002,31,0.079487179487179482
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.8858,5000,4429,0,0,0.8858,0.10000000000000001,39,0.10000000000000001
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.8948,5000,4474,0,0,0.8948,0.12,47,0.12051282051282051
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.9302,5000,4651,0,0,0.9302,0.14999999999999999,59,0.15128205128205127
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,fer,0.97,5000,4850,0,0,0.97,0.20000000000000001,78,0.20000000000000001
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.0,50000,0,1,1,1e-05,0,0,0
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.0,50000,0,1,1,1e-05,0.02,9,0.021126760563380281
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.064,5000,320,0,0,0.064,0.050000000000000003,21,0.049295774647887321
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.716,5000,3580,0,0,0.716,0.080000000000000002,34,0.079812206572769953
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.8558,5000,4279,0,0,0.8558,0.10000000000000001,43,0.10093896713615023
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.8694,5000,4347,0,0,0.8694,0.12,51,0.11971830985915492
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.8864,5000,4432,0,0,0.8864,0.14999999999999999,64,0.15023474178403756
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,fer,0.9208,5000,4604,0,0,0.9208,0.20000000000000001,85,0.19953051643192488
