caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,0,BER,0.1289,0.1289,RAW_POSITIVE
BCH-S200,2,BER,0.0606,0.0606,RAW_POSITIVE
BCH-S200,4,BER,0.014725,0.014725,RAW_POSITIVE
BCH-S200,6,BER,0.0011,0.0011,RAW_POSITIVE
BCH-S200,8,BER,0.0,7.5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,0,BER,0.10175,0.10175,RAW_POSITIVE
BCH-B200,2,BER,0.0539,0.0539,RAW_POSITIVE
BCH-B200,4,BER,0.008225,0.008225,RAW_POSITIVE
BCH-B200,6,BER,0.0,7.5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,8,BER,0.0,7.5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-S300,0,BER,0.12421666666666667,0.12421666666666667,RAW_POSITIVE
BCH-S300,2,BER,0.05733333333333333,0.05733333333333333,RAW_POSITIVE
BCH-S300,4,BER,0.014466666666666666,0.014466666666666666,RAW_POSITIVE
BCH-S300,6,BER,0.0012833333333333334,0.0012833333333333334,RAW_POSITIVE
BCH-S300,8,BER,5e-05,5e-05,RAW_POSITIVE
BCH-B300,0,BER,0.10473333333333333,0.10473333333333333,RAW_POSITIVE
BCH-B300,2,BER,0.05793333333333334,0.05793333333333334,RAW_POSITIVE
BCH-B300,4,BER,0.011833333333333333,0.011833333333333333,RAW_POSITIVE
BCH-B300,6,BER,0.0,5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,8,BER,0.0,5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
