path,bytes,rowCount,sha256
acceptance_matrix.csv,736,5,24f75ee6405415ccb9a3b53aa227901f8c36cf8c444079bc8069c8a4206ab0fa
awgn_smoke_frame_detail.csv,425009,4000,504095b76b1fc5d3c81d9b19e1fa7d6932c0446b6b5fc6c6b99772ab68e1340b
awgn_smoke_summary.csv,11003,20,9f027a419d47d35470b5bab12f86c77cc62ce1baf05a729df6ac9a7beabb1313
bch12_smoke_ber.png,157513,0,0468f49758672bd6830b4d9ed3d5a0a39a2d2ecb7f299e2fdc38283d83762999
bch12_smoke_fer.png,140768,0,5fda6eb31139a92fb285377c5aefd3f9dc8a6e4e12ebb30b661d75ab4ee94918
bch12_smoke_status.png,225248,0,434856c36f84c211b707264d6e8517deee32d5e60de56983cdf4241f6c185e99
bch12_smoke_true_success.png,143086,0,92995ba5645272ca28b5d95e9ae687afa02118a1b3ec2933c472ffde4bd2031b
changed_files.md,367,0,69d31a548e4e4ca101d726b058c04e899394b83cb257c036f87e351c81197521
commands_used.md,953,0,acbae914946c40ec89ea13b99fa5b51defd37cccacb7a4aba45712fdff96d2eb
figure_data_audit.csv,9006,120,0def485586864928086a43ebe8345314a9bfa7a89bab4ee9112e3b6865a48e29
figure_data_bch12_smoke_ber.csv,1279,20,4ad8278de6208e3622e647e58dd7b3d9f6b2a9d165c06c7730cfd83f5daeceb6
figure_data_bch12_smoke_fer.csv,1011,20,e8260570dd4168a6584f983b4417892df7ca02089b16dc73159310d4d7b590f4
figure_data_bch12_smoke_status.csv,3111,60,993ae08965ba409626f8c8ac5a40f927697f5ac66e28aa1dba410a11214b45db
figure_data_bch12_smoke_true_success.csv,1031,20,e1ba6f93df1e47e6476a5ae687ba2aab38a23ec2275f470662cce0c7de4c95c8
frozen_config.csv,196,1,bf7a94ee53041d2b02fc9738b36a3cf542f883e043449c4d4162485b5193fbd4
known_issues.md,408,0,6b128049453fed7c0313d0dc36644135767edc6b2cf20705109bf424effb6fd4
noise_reproducibility.csv,568,20,d0fcecfebb3ee9558f15f815d4dc7298605a0393ea3a70cf6b0b013533fa472c
noise_scaling_audit.csv,1322,20,dabf5ef6a3856f4a810687c8f10a73ebb3213166bdd51a48bf396b2f20c6dbbb
noise_uniqueness.csv,610,20,b841056d2cd4333c5994e4d6f9c0b44359ee0471664f2aae02a175135ec9c09d
plot_manifest.json,1882,0,8e4967ac93c48fddce28baf7351e34c28eb1f749668e4247ceb0bdc6d58732b0
progress.jsonl,5270,20,917aaf3e4efcd81a4d6453852d73bc8ea22bce43d31eea3e7e87d9ec1c987af7
progress_summary.csv,596,20,636ae84ee7e85e7103af56fdbf354f9b33996a0551c868608b73525770eca48f
stage_plan.md,856,0,d32c0619b9d72ca69135ca331269176d1ec5b4940e8316435caae90c4f73f282
test_summary.csv,596,10,faa73193d046d062caa1a12cc7ff978930913e6f501474991f48ba83dfd46817
validation_report.md,1312,0,6fcbc6ae552b84741ca6e3b549a3e270031e2058731dcf839d883c498561aab5
