schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,esN0Db,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,totalDecodeTimeUs,timedFrames,decoderMemoryBytes,peakWorkspaceBytes,memoryMeasurementMethod,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.s6.result.v1,stage03_bch_formal_rerun,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,-5.000000,-3.4618513565547095,0.45062456657399413,1.2574334296829353,1.5811388300841893,20260804,1,0,0,50000,50000,1000,200000,60931,1000,48459,1000,0.24229500000000001,1,0,0,1000,1,1000,1,0,0,0,1000,0,3.0119999999999814,9.4294000000000011,8.3000000000000007,13.9,19.405999999999992,115.2,9429.4000000000015,1000,1580,779,EXACT_FROM_TYPE_AND_COUNT,3f6c5bbeafb23dbd1186167b6adf8aafa2503db867644c8e43e279698642c737,249a26e5762c8ac24068374d78149dbd35ce7301b81359b16298939dda2e5ffd,TARGET_FRAME_ERRORS_REACHED,200,1000,50000,1,0,0,1,0f8ad19c7bf48c4646ddcabb73090c5d9bb3017b2c2ee037e9c3d5861530b93e
