schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.group4.result.v1,BCH14,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,4.5,2.8183829312644537,0.50279671819625327,0.25280453982892254,2026072201,1,45,0,20000,20000,5000,1000000,33463,4998,9817,2968,0.0098169999999999993,0.59360000000000002,2032,0.40639999999999998,5000,1,2968,0.59360000000000002,0,0,2,4998,0,5.9833000000000398,15.610060000000042,12.5,22.505000000000017,37.517000000000372,911.5,0db7cd110b6b30445ce5ecba74999ac1bb70697daa553dee783d74fda8a1e48c,72fa56301bbcfae357791aa5d92eab2358e5b80d8aca7beed3b0187b03006a6a,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,1341e7bd3278393fccdb8c2b9c6510cf1db5ad9c45866556a1ae84c8ea8f49c5
bch.group4.result.v1,BCH14,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,6,3.9810717055349722,0.42305071592547577,0.1789719082450576,2026072201,1,60,0,20000,20000,5000,1000000,12902,4625,1585,678,0.001585,0.1356,4322,0.86439999999999995,5000,1,678,0.1356,0,0,375,4625,0,10.27103999999999,25.393640000000005,19,37.605000000000018,167.40500000000011,1472.3,df2912d8e81baa63f7e59cf62485c4a3aa6a8d0219cce46707f8c52f88450dda,0c7b5d8a9d39770aa07bedc9bcabfe4a15df5bc6a0dcbe550d9c79c8f402dc85,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,477cac046ac7c660fcffcfc373b5985cb67f12da852306279053d338e526d2d7
bch.group4.result.v1,BCH14,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.6234132519034912,0.35595281704921683,0.12670240796527324,2026072201,1,75,0,20000,20000,9001,1800200,6418,4592,233,100,0.00012943006332629707,0.011109876680368847,8901,0.98889012331963111,9001,1,100,0.011109876680368847,0,0,4409,4592,0,6.9256415953784005,16.476691478724518,14.9,24.199999999999999,54.5,738.89999999999998,60e87a06fa91e8b19f6b674dc1b2c7f023901332dc83edf3bd02bd798dfed084,0dfed2ff1af966cd1481e3d293bd0c626c36ad95c59f1c1a3f7b84c7a854a5b2,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,10,0,0,1,a5c5644e924c71ad37f093c71cdca3b5b3db92186afa7cc2f6596de02cc3f5bf
bch.group4.result.v1,BCH14,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.5,2.2387211385683394,0.5262545269483172,0.27694382713359711,2026072201,1,35,0,20000,20000,5000,1000000,35223,4997,19910,2771,0.019910000000000001,0.55420000000000003,2229,0.44579999999999997,2232,0.44640000000000002,3,0.00059999999999999995,2768,0.55359999999999998,3,2229,2768,27.372859999999928,52.33208000000009,46.299999999999997,74.099999999999994,127.71200000000027,604.60000000000002,1860061e005fae72d2b11a138577ec9bdcd68a08544e405b9ed6c28e2b7eb0b9,64ed4591dea44ccdcc1f145167e31fdde85eed4d7b0f23dc09c6a50e5b4fe7d6,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,63bff586ac6bbde80d147f73f098e19eafbe15ff99e5e7f69e98f752b9360d8b
bch.group4.result.v1,BCH14,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.5,2.8183829312644537,0.46902484083981816,0.21998430132481675,2026072201,1,45,0,20000,20000,5000,1000000,20961,4913,4133,651,0.0041330000000000004,0.13020000000000001,4349,0.86980000000000002,4350,0.87,1,0.00020000000000000001,650,0.13,87,4263,650,37.499399999999973,65.081219999999846,55.5,106.20500000000003,273.20600000000007,2259.8000000000002,181a30cf0f661ccd49115e460da34d47220513be8495bebc52794a687592273a,bbb2538d697ef4f8aa15ce5fe5f4846a12c145f7ba3bea5ff0666af4cc447f91,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,899cf4ac5fb423543b7cbfb1b20dc1b57089d4311b3f2185232e565a3f023938
bch.group4.result.v1,BCH14,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.5,3.548133892335755,0.41801882940651863,0.17473974173839613,2026072201,1,55,0,20000,20000,18503,3700600,38048,16130,591,100,0.00015970383181105767,0.0054045289952980597,18403,0.99459547100470191,18403,0.99459547100470191,0,0,100,0.0054045289952980597,2373,16030,100,30.594357671728996,49.313316759444156,43.399999999999999,75.900000000000006,129.87999999999957,1386.4000000000001,411c0ee2a61f0d5eff1cc387c7a0a7b3ae17716b6b8e7cc758c0d39b670f19b9,d9074de8d1fbb24a09ce53b53f04bd811ba54fe31da7c0728b9855bece7e27f9,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,19,0,0,1,5a65a6c8e5ddc5fbabda83f29303732727eeea643c311fffa3a4f6212bebdf41
bch.group4.result.v1,BCH14,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,5,3.1622776601683795,0.47048850805496467,0.22135943621178655,2026072201,1,50,0,20000,20000,5000,1500000,35560,4994,7920,2575,0.00528,0.51500000000000001,2425,0.48499999999999999,5000,1,2575,0.51500000000000001,0,0,6,4994,0,8.0928000000000093,20.190519999999982,16.199999999999999,28.800000000000001,50.301000000000023,724.20000000000005,a41049a965aa21584e3eec403eb22d5e3265ce8fff16db70adfbc16011d9972b,03faa43db97e3736ab27d7cd091b01dc8d58559260f5702193d53735c08d7b38,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,6e67a97c9c61748dfab083189418c10d1e44fd4e38b07cc7ebd7e70c95384e8e
bch.group4.result.v1,BCH14,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,6.5,4.4668359215096318,0.39586674487734347,0.15671047969978374,2026072201,1,65,0,20000,20000,5000,1500000,12244,4568,1064,437,0.0007093333333333333,0.087400000000000005,4563,0.91259999999999997,5000,1,437,0.087400000000000005,0,0,432,4568,0,7.6478800000001153,18.317859999999982,15.1,26.800000000000001,45.201000000000022,239.5,1de25a77da6081056cc2d4d40ccc3936128e379d0a9a0dc7dd54cce36f641d65,5f611cbfff7f99d315b4a23b8d3e622fe31f4dce84db66802b2408d57c49eaa0,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,c91dc4e6337baf438f33a3c6d3811916addf81e60dfdfd3c67eae8b9844e0bb4
bch.group4.result.v1,BCH14,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.5,5.6234132519034912,0.35281660774788448,0.12447955870272458,2026072201,1,75,0,20000,20000,6146,1843800,5917,3776,222,100,0.00012040351448096322,0.016270745200130166,6046,0.98372925479986983,6146,1,100,0.016270745200130166,0,0,2371,3775,0,9.1370159453302282,21.24170191994795,18.100000000000001,30.100000000000001,61.620000000000076,617.29999999999995,5a65ffe10800a0b970c990e2bfb730ac37644718517951999f5156918ec10a92,bbd627a2353b83fca6430322ca02479fe603b7230bfe8f582b86f84f0d9719ec,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,7,0,0,1,8e8c7f0916ba9750c0432158f9e2d328c532f29b8d4be8a68bdcf239a1dae5e8
bch.group4.result.v1,BCH14,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,4,2.5118864315095801,0.50869407393813149,0.25876966085977321,2026072201,1,40,0,20000,20000,5000,1500000,48096,4999,17786,1799,0.011857333333333333,0.35980000000000001,3201,0.64019999999999999,3201,0.64019999999999999,0,0,1799,0.35980000000000001,1,3200,1799,55.857120000000052,133.06013999999973,121.90000000000001,184.51000000000005,291.202,838.10000000000002,6c8816c345cf16a43fc199ffe08a42a5af3a83e6d4791db88ce7cc7127fafb6e,b66157f7705820ad350780d5274d15146a6677f135f51cfa8fdd183cef9d703a,TARGET_FRAME_ERRORS_REACHED,100,5000,20000,6,0,0,1,27880d1ca337c97810f69c27c033c6f636a0fcf5cfcfcaab2f7edfab7521cde6
