phase,shardId,rowCount,resultFile,resultSha256,passed
method,0,54,results/shards/stage15_interleaving_formal_method_shard_0_results.csv,2391f0a8d1c043f528173408cba4d1fce98aa21efab84736309265eebe54f8c0,true
method,1,54,results/shards/stage15_interleaving_formal_method_shard_1_results.csv,ea490f5fe067043356880269796831714aaec54d4ea5473b764bf0881d15a4fa,true
method,2,54,results/shards/stage15_interleaving_formal_method_shard_2_results.csv,1ebed99f6795ce25fb3742fcd650307cc0a90a5edbb091035d2e12e89edf2f82,true
method,3,54,results/shards/stage15_interleaving_formal_method_shard_3_results.csv,b29960de848d8b1c5bf3ce0caaedae76c672753e20ad7e4484d6b919183e6a02,true
depth,0,28,results/shards/stage15_interleaving_formal_depth_shard_0_results.csv,ba107708b414099b757e1eba9d4f99387b58196479b684db0e9270651dcf3c22,true
depth,1,28,results/shards/stage15_interleaving_formal_depth_shard_1_results.csv,626b0c18f85d4e41ba59a10256925dce022d721187f4c10a1d7cf5b6600790d2,true
depth,2,28,results/shards/stage15_interleaving_formal_depth_shard_2_results.csv,537a08f3318bcf80e22f046433e16c117571165688f840e50059068b2c13ec21,true
depth,3,28,results/shards/stage15_interleaving_formal_depth_shard_3_results.csv,9d6b5e1d3edbbbf6c697e63b43874dc8e29ec18ff1272c4c6cec9a7080e52682,true
