stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,interleaverMode,interleaverDepth,interleaverRows,interleaverColumns,interleaverBlockCount,interleaverSeed,permutationFile,permutationSha256,burstLengthIndex,burstLengthBits,burstRatio,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,interleaverApplyTimeTotalNs,deinterleaverApplyTimeTotalNs,decoderTimeTotalNs,interleaverTimeMeanNs,deinterleaverTimeMeanNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,interleaverBufferBits,interleaverBufferBytes,interleaverStartupDelayBits,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,0,3,0.010526315789473684,1397048147,50000,10000000,0,0,50000,0,50000,0,0,150000,3,3,1,1,33471200,36077600,378814600,669,721,7576,6100,10300,15000,383600,285,36,285,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L3.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,1,5,0.017543859649122806,1397048147,1000,200000,2130,903,1000,0,97,903,0,4054,4.0540000000000003,5,2,1.9299999999999999,548300,628100,6375500,548,628,6375,5700,9000,13600,68000,285,36,285,0.01065,0.90300000000000002,0,0.90300000000000002,0,0.097000000000000003,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L5.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,2,8,0.028070175438596492,1397048147,1000,200000,8064,1000,1000,0,0,1000,0,4244,4.2439999999999998,5,3,2.0230000000000001,656400,619000,6442600,656,619,6442,5700,9100,15200,26400,285,36,285,0.040320000000000002,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L8.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,3,10,0.035087719298245612,1397048147,1000,200000,9437,1000,1000,0,0,1000,0,4366,4.3659999999999997,5,3,3,564700,607900,6443400,564,607,6443,5700,9100,11200,28800,285,36,285,0.047184999999999998,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L10.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,4,15,0.052631578947368418,1397048147,1000,200000,12932,1000,1000,0,0,1000,0,4725,4.7249999999999996,5,5,4.0129999999999999,725000,757100,8043100,725,757,8043,6400,10500,10800,24800,285,36,285,0.064659999999999995,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L15.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,5,20,0.070175438596491224,1397048147,1000,200000,17299,1000,1000,0,0,1000,0,5061,5.0609999999999999,6,6,5.0099999999999998,631400,662100,7634500,631,662,7634,5800,9800,11400,678700,285,36,285,0.086495000000000002,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L20.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,4,4,72,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,2bf4fdd7dd4b4596de41b62f4037d780accd2b33eb4b171f897a7b69c62a2726,6,30,0.10526315789473684,1397048147,1000,200000,21637,1000,1000,0,0,1000,0,5729,5.7290000000000001,6,8,7.7789999999999999,629400,644100,6930800,629,644,6930,5800,10500,11500,41600,285,36,285,0.108185,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D4_L30.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,16,16,18,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,3e176e22f2606ff990324081ee68cc2f588770bc0ecb7b9e0911f2b1505ef056,0,3,0.010526315789473684,1397048147,50000,10000000,0,0,50000,0,50000,0,0,150000,3,3,1,1,32680800,33502000,343956200,653,670,6879,5600,9500,14200,635000,285,36,285,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D16_L3.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,16,16,18,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,3e176e22f2606ff990324081ee68cc2f588770bc0ecb7b9e0911f2b1505ef056,1,5,0.017543859649122806,1397048147,50000,10000000,0,0,50000,0,50000,0,0,250000,5,5,1,1,32923000,36457500,375944000,658,729,7518,6100,10300,15200,799900,285,36,285,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D16_L5.json,
stage15_interleaving_formal,stage15_formal_v1,c56ea139a842ce7156261a02174dba399024849b,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,ROW_COLUMN,16,16,18,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,3e176e22f2606ff990324081ee68cc2f588770bc0ecb7b9e0911f2b1505ef056,2,8,0.028070175438596492,1397048147,50000,10000000,0,0,50000,0,50000,0,0,400000,8,8,1,1,32806300,33720800,379629100,656,674,7592,6100,10300,15500,711200,285,36,285,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage15_interleaving_formal_K200_S15_ROW_COLUMN_D16_L8.json,
