phase,caseId,interleaverMode,interleaverDepth,burstLengthBits,resultSha256,checkpointPath
depth,K200_M511K421,ROW_COLUMN,16,5,934a111697e32e4a057af3379691b89084ab59122627b4b8d46fbe7e8d2d24d7,results/checkpoints/stage15_interleaving_formal_K200_M511K421_ROW_COLUMN_D16_L5.json
depth,K200_M511K421,ROW_COLUMN,16,8,54014b198d93c0275057096c6d0b8d84e2f6ce39e8b5416438c36a20d11c3cd6,results/checkpoints/stage15_interleaving_formal_K200_M511K421_ROW_COLUMN_D16_L8.json
depth,K200_M511K421,ROW_COLUMN,16,10,629e049dfb97780416d5169a9eefbddeb251e3fe83ce1c3b542a6394fb6f9c56,results/checkpoints/stage15_interleaving_formal_K200_M511K421_ROW_COLUMN_D16_L10.json
depth,K200_M511K421,ROW_COLUMN,16,15,3127e92bc698eacd0dca4b4aa8ed79c3e5dc2eeb3c44ceea504277df40d049a7,results/checkpoints/stage15_interleaving_formal_K200_M511K421_ROW_COLUMN_D16_L15.json
depth,K200_M511K421,ROW_COLUMN,16,20,e4044b4d0ca93bff44aa41be7bd22167f553b9df054ee7b174f8578944ec5f2c,results/checkpoints/stage15_interleaving_formal_K200_M511K421_ROW_COLUMN_D16_L20.json
depth,K200_M511K421,ROW_COLUMN,16,30,b7fff98b9212653349965310034c6f533a01ccaa1f04e77f3caf94f479a4f138,results/checkpoints/stage15_interleaving_formal_K200_M511K421_ROW_COLUMN_D16_L30.json
depth,K200_M511K385,ROW_COLUMN,4,3,18a016f4a597fa0023e204a31a1863a9154622ded8141e7c7ab20c157018ea13,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L3.json
depth,K200_M511K385,ROW_COLUMN,4,5,f2fc1705e2292db3f86fec8ec97c15fad2a4bc8916c0157bafe47c50be1a8dc6,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L5.json
depth,K200_M511K385,ROW_COLUMN,4,8,f878eaae3f127168d202f338330fb660e52f777da4dd4eacdcc3cd7b9460a66c,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L8.json
depth,K200_M511K385,ROW_COLUMN,4,10,c7f083e20e9edeaabdd05a57b1b381c1ab7878b36f31397f4af9d6f5884ba24d,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L10.json
depth,K200_M511K385,ROW_COLUMN,4,15,fbf6ce7d4619f520f72696f5f53df84280c4177acf82523a3ec2fbe83ddc21dd,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L15.json
depth,K200_M511K385,ROW_COLUMN,4,20,95780c474b846a715fcf8904899a0af5e1dceb1d4463fc48a62ee37c8733ce44,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L20.json
depth,K200_M511K385,ROW_COLUMN,4,30,22e6d7a8b7eda4e18081177bfa484562e23385d31bdb9bc7adb5d3f9c71109b9,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D4_L30.json
depth,K200_M511K385,ROW_COLUMN,16,3,9065d286a484e40928f51e6501ad598d9d18c8759a0e0b0c4b0fb5ee261ce856,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L3.json
depth,K200_M511K385,ROW_COLUMN,16,5,7ae71a1be3029e514d293d881efdb91a3da4ede00756332dc3168469bd03821a,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L5.json
depth,K200_M511K385,ROW_COLUMN,16,8,1fc48fee98262e0fee32dd598cb29db0033db00fd8b442a5eca776daf695f699,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L8.json
depth,K200_M511K385,ROW_COLUMN,16,10,a055b661156494373072eca792947612711c6cf5b471e2518256a1bf9b6b63d0,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L10.json
depth,K200_M511K385,ROW_COLUMN,16,15,308fb26a3da0760a559e630c37478091084bc66086530a6471ec0910cda4d78b,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L15.json
depth,K200_M511K385,ROW_COLUMN,16,20,c023783e63c94351e3a7196cbbd40122b3ba9dc0569b97e766a373a46a4ae2d6,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L20.json
depth,K200_M511K385,ROW_COLUMN,16,30,28572717a6fc2953643ecd782b107c919d6b6415926ec72947a1edbc0dc6eadc,results/checkpoints/stage15_interleaving_formal_K200_M511K385_ROW_COLUMN_D16_L30.json
depth,K300_S15,ROW_COLUMN,4,3,42954c2730455ebb60d1436fce4c0cb283ce33b207736b8f6cd7ac4bb9760020,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L3.json
depth,K300_S15,ROW_COLUMN,4,5,a615169854e4cddf7c814f133183674177168b778f30753e83981ee407b53089,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L5.json
depth,K300_S15,ROW_COLUMN,4,8,59f010481d419dba1cd5efe48e6734e84cbac3f440f89c64d3f265b266e579c8,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L8.json
depth,K300_S15,ROW_COLUMN,4,10,f45f852ed1acc7f44dad0a4aa17edce793a58eabfcfecd0911d1f986ac73b60b,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L10.json
depth,K300_S15,ROW_COLUMN,4,15,bb91e93c87e2e0dbee4bdc90149dee9339f39a55f5503f86dc751c7211fb460c,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L15.json
depth,K300_S15,ROW_COLUMN,4,20,83fbe5f4e30f6502764e29fd4b24f9ca11f328a8033b33567b11c92fbe06b838,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L20.json
depth,K300_S15,ROW_COLUMN,4,30,b94d98f5631a53cdbfa09f878dc466b44d01e2d34c42acdb48d24b0707ca3479,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D4_L30.json
depth,K300_S15,ROW_COLUMN,16,3,b74aa85efb33acfe5c1307709a5c426bdaf3e7398c837fd2e7b58d1845ec797a,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L3.json
depth,K300_S15,ROW_COLUMN,16,5,76d79a085fdfa596817caea69c3777dab974eb27190b54177158f8e3962c7cdc,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L5.json
depth,K300_S15,ROW_COLUMN,16,8,1f24b37bdc9b6b390901f791c95b54139624f8f88915f4e0609bd06cb04b8d63,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L8.json
depth,K300_S15,ROW_COLUMN,16,10,d29713926272b61f11a07fb186457c545a7b1ce29b0ad058ba8d6cd0623a2b23,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L10.json
depth,K300_S15,ROW_COLUMN,16,15,598d24a8eb52a6b6d675caf973af9632d7aa64dea0485be45672a899b352fc8a,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L15.json
depth,K300_S15,ROW_COLUMN,16,20,462e8879887ffe63d1ccdb67836e5d581861b5c2ded4dfc64c34119dfaacffd6,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L20.json
depth,K300_S15,ROW_COLUMN,16,30,ecf1890d9b38582402ba5bf1aa8ca3f4261c304633b96469e5c885b620c68c9d,results/checkpoints/stage15_interleaving_formal_K300_S15_ROW_COLUMN_D16_L30.json
depth,K300_M255K207,ROW_COLUMN,4,3,3d86403811f7525570ad2f519445e797dcbce2db5adbf3318888e1a3a19c9996,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L3.json
depth,K300_M255K207,ROW_COLUMN,4,5,c4cde5b6beb39e726eaf219511c6973e62c609710741e04928d0da7243399e30,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L5.json
depth,K300_M255K207,ROW_COLUMN,4,8,2ce2b2a2d7bd91920b5c60183858cb1aba690ba9c7a6ba66735baac2afc07658,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L8.json
depth,K300_M255K207,ROW_COLUMN,4,10,95cf86ee8367fec0320ded7e307a1fd01983644538782ee3f5e3ab5fe8bb0c40,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L10.json
depth,K300_M255K207,ROW_COLUMN,4,15,038250d99a588e599634fd68eedf721788bfac6bdc0ede146d885f7ad9ad13ed,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L15.json
depth,K300_M255K207,ROW_COLUMN,4,20,2c8e5638ee3d932107af4f8183166380f9161d505eaf47fba97569915dd4e019,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L20.json
depth,K300_M255K207,ROW_COLUMN,4,30,f040bc0aa7e403d50a305b63f64f2324cb43bb5b781df473d94f764055ac4568,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D4_L30.json
depth,K300_M255K207,ROW_COLUMN,16,3,1cfea44e291271cadb40bdc9b7a6f9b6cd72dcc9755fcecac57bae4b217e0d37,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L3.json
depth,K300_M255K207,ROW_COLUMN,16,5,4fdd96ef5c1e68e3d6c1b007f98d7b55be40ea0517dd4a131ce23bb2db348d5f,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L5.json
depth,K300_M255K207,ROW_COLUMN,16,8,624eb34ab54f6a2596ea020af6973e67eab267fcb1971a0c3ba1ee843e0a0719,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L8.json
depth,K300_M255K207,ROW_COLUMN,16,10,fd5aab5e9194414ff71d6050331e0f4f75dc03c3b465ee3a2cacfd26bf7638e7,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L10.json
depth,K300_M255K207,ROW_COLUMN,16,15,ecc8642a45468bdc3b9e262091357e8dd7ef65a51a0d7ab616f9f2ac44ced5a1,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L15.json
depth,K300_M255K207,ROW_COLUMN,16,20,cff448458ebc5d0e2a6e1eb06160e1a113c9bd76719909fe1364b52854c83ab7,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L20.json
depth,K300_M255K207,ROW_COLUMN,16,30,ef36a56c23351c428922675a0826f15a7b3be154779fa08d1cfb7acdfcb8476d,results/checkpoints/stage15_interleaving_formal_K300_M255K207_ROW_COLUMN_D16_L30.json
depth,K300_M511K421,ROW_COLUMN,4,3,e42c33bfe8ed48fee0f83f2ed8db641aed0b93706b7cbf27c1c72229b4fbdba8,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L3.json
depth,K300_M511K421,ROW_COLUMN,4,5,c79ffa00f04472524ff2d83a71209b4d796f1f34142717b7e369bfdde9dd3352,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L5.json
depth,K300_M511K421,ROW_COLUMN,4,8,66b82648cf3ff4cfeb037bd7c7d996cd92f7479816bcc2dedef0bcc3640bdab4,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L8.json
depth,K300_M511K421,ROW_COLUMN,4,10,bb057bef31086bb97f4e2690e86c1e4fe50049275256e1f7871e565611de1956,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L10.json
depth,K300_M511K421,ROW_COLUMN,4,15,03722606ebe7b870633f531b1443ebc15b47cf592ff9313d3fc7da836f0960a8,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L15.json
depth,K300_M511K421,ROW_COLUMN,4,20,f41c76e1dd155b382da53f09df074039049f0190e89bd3bed18687f73a16fd4a,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L20.json
depth,K300_M511K421,ROW_COLUMN,4,30,ef9d52a971161e5a8f8a2668e276fe53b64fe58d045c03e43f600f03d2b74760,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D4_L30.json
depth,K300_M511K421,ROW_COLUMN,16,3,3cf0a47af494c756bfe8e3719ba27462887a8256fe3c315d5c9943a3a581f301,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L3.json
depth,K300_M511K421,ROW_COLUMN,16,5,cbe022cd9772c17a60c31fa81aadb79b4f0b433007dfb03b3eb357bd398921b2,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L5.json
depth,K300_M511K421,ROW_COLUMN,16,8,841337717186bcd99e76699bed4fcd2586c402f1393294310c87b4fa690baf80,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L8.json
depth,K300_M511K421,ROW_COLUMN,16,10,bfae96e5205a639436fac0a6e1202afbe977e89dc14e744556dcbed88972bfe7,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L10.json
depth,K300_M511K421,ROW_COLUMN,16,15,1b38b5760dacf8042e232dc5bc03a8ecf5db12eb6e79f77e51120deab62b6388,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L15.json
depth,K300_M511K421,ROW_COLUMN,16,20,fa36457faece01663849af80128dc54f0c6c05c5feaae9cf40cfef143f211167,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L20.json
depth,K300_M511K421,ROW_COLUMN,16,30,14cc5b903e734cef419f6b08325f2699afc3f80f13d2a3944b81dc4e70176304,results/checkpoints/stage15_interleaving_formal_K300_M511K421_ROW_COLUMN_D16_L30.json
depth,K300_M511K385,PSEUDORANDOM,4,3,c9c7742083ac05952fa6cd0625e836cc5abe8027e9ec397e7c25d462b1f9dd9d,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L3.json
depth,K300_M511K385,PSEUDORANDOM,4,5,a2b178b3e659397b55e5593062466f03266a2d69a43972a3f1d63206869e8f19,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L5.json
depth,K300_M511K385,PSEUDORANDOM,4,8,026937ff009d5edb034978e16e81c16aa54cbaace43b4f02282b589c4518683d,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L8.json
depth,K300_M511K385,PSEUDORANDOM,4,10,e8855dc1387250d17eccb5d49a1daa2d41b75af77a44ec271e5f7fb14cf8c231,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L10.json
depth,K300_M511K385,PSEUDORANDOM,4,15,27afa31b120285fbecdb3e72d4f222a9470f8b9b75b502164d2dd00e1e5f507c,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L15.json
depth,K300_M511K385,PSEUDORANDOM,4,20,e5d37b34bece2b85aeda0561b95a06d4e0e053e574ddcc0bb0353543c84073b1,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L20.json
depth,K300_M511K385,PSEUDORANDOM,4,30,32105fa5160dc7e9d9eabf438b94c5c81e76bdb0ffe8292eb67f34af37f94808,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D4_L30.json
depth,K300_M511K385,PSEUDORANDOM,16,3,0e03c80f4b8180307e11a04ad54bec3bd7c47828b728fb216643252ebeecf11e,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L3.json
depth,K300_M511K385,PSEUDORANDOM,16,5,c484697643be1d779cab8c86f8169dc2e937794f899435d57438948710fcbd7b,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L5.json
depth,K300_M511K385,PSEUDORANDOM,16,8,83cff2fb061675b12ee109b9bc7f18b007b5c35c1fa779eb80e63fc0354931bd,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L8.json
depth,K300_M511K385,PSEUDORANDOM,16,10,37d62d52a76066b383e0b15185a0e4173da928c9c65c4e54198f717d3d0f1b26,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L10.json
depth,K300_M511K385,PSEUDORANDOM,16,15,f9aa87ade441431fcb24677c48fca7b2fa444b95e8a9281d372e3e1a1d4a9f41,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L15.json
depth,K300_M511K385,PSEUDORANDOM,16,20,d2ee624b5a18139e94d9f08e1d62c2b413d05e0daadedcdc1b7db1777ab62c9b,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L20.json
depth,K300_M511K385,PSEUDORANDOM,16,30,2e78906103c4d4001a15efb75a02011c3209c824b780d0fc5003ebc6e2eb2a25,results/checkpoints/stage15_interleaving_formal_K300_M511K385_PSEUDORANDOM_D16_L30.json
