runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,windowBits,slideBits,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,mismatchVsBlockBits,mismatchVsBlockFrames,relativeFerIncreaseVsBlock,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,ACSCount,tracebackOperations,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,medianWindowProcessingTimeUs,maxWindowProcessingTimeUs,timingBatchCount,windowBufferBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,lostBits,duplicateBits,outputLength,finalFlushPass,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,stopReason
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-TRUE-D84,R12,FER_003,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,128,25,84,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0.0006193594054149,0.0007495512804307,0,0,0.0,216,165.0,214,216,611,49.25,50,9,9,9,813732698,5526678,1306.6651920014162,1545.0,1384.4,4079.3,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-5650,CC-C-R12-S-R12-TRUE-D84,STAGE13-1200,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-FINAL-BALANCED,R12,FER_003,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,128,25,70,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0.0006193594054149,0.0007495512804307,0,0,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,813732698,4893766,1294.3782162449052,1537.0,1372.7,9522.6,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-5650,CC-C-R12-S-R12-FINAL-BALANCED,STAGE13-1200,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-TRUE-D84,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,25,84,2149,1986,203,0.0030805025593299,0.0944625407166123,0.0029481587716199,0.0032187681227882,0.0828104967143509,0.1075618398743364,0.0031322708236389,0.003021338828691,72,7,0.015,162,123.66666666666669,160,162,458,36.875,38,9,9,9,309451702,2101722,1253.2127501163334,1494.2,1301.3,2692.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2148,CC-C-R23-S-R23-TRUE-D84,STAGE13-2300,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-FINAL-BALANCED,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,25,98,2149,1956,201,0.0030339692880409,0.0935318752908329,0.0029026479733975,0.0031712129329684,0.0819359948487754,0.1065783321853249,0.0030566542577943,0.0030080436083228,28,2,0.005,183,137.66666666666666,181,183,458,34.25,38,9,9,9,309451702,2342410,1236.276128431829,1466.8,1291.4,2659.1,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2148,CC-C-R23-S-R23-FINAL-BALANCED,STAGE13-2300,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-TRUE-D84,R34,FER_003,2.4,2.4,3.735389083702175,0.7352941176470588,0.2877199686685784,128,25,84,7592,1960,204,0.000860554970144,0.0268703898840885,0.0008233062615168,0.0008994873988185,0.0234653124009194,0.0307540207767684,0.0009656546364594,0.0007404410657835,29,8,0.02,144,109.91666666666669,142,144,407,32.75,34,9,9,9,1093232816,7424976,1269.0744731296138,1568.1,1331.4,3452.2,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-7591,CC-C-R34-S-R34-TRUE-D84,STAGE13-3400,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-FINAL-BALANCED,R34,FER_003,2.4,2.4,3.735389083702175,0.7352941176470588,0.2877199686685784,160,25,126,7592,1963,200,0.0008618721461187,0.0263435194942044,0.000824594334863,0.0009008336729785,0.0229734686295075,0.0301926566786677,0.0009714172813487,0.0007888420559653,0,0,0.0,200,145.5,199,206,407,34.333333333333336,40,7,7,7,1079627952,8062704,1240.5548208640653,1530.0,1305.1,3168.0,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-7591,CC-C-R34-S-R34-FINAL-BALANCED,STAGE13-3400,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-TRUE-D84,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,25,84,2430,1418,200,0.0019451303155006,0.0823045267489711,0.0018465780059963,0.0020489315884906,0.0720254085062783,0.0939021860611893,0.0020447530864197,0.0018312757201646,0,0,0.0,216,165.0,214,216,611,49.25,50,9,9,9,349915140,2376540,1319.7647325102885,1568.0,1384.5,11227.3,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2429,CC-C-R12-S-R12-TRUE-D84,STAGE13-1200,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-FINAL-BALANCED,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,25,70,2430,1418,200,0.0019451303155006,0.0823045267489711,0.0018465780059963,0.0020489315884906,0.0720254085062783,0.0939021860611893,0.0020447530864197,0.0018312757201646,0,0,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,349915140,2104380,1300.0176954732513,1565.0,1372.7,3995.8,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2429,CC-C-R12-S-R12-FINAL-BALANCED,STAGE13-1200,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-TRUE-D84,R23,FER_003,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,128,25,84,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0.0006378780575973,0.0005542836486323,0,0,0.0,162,123.66666666666669,160,162,458,36.875,38,9,9,9,1195039402,8116422,1271.2952042414731,1550.9,1322.0,3190.1,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-8298,CC-C-R23-S-R23-TRUE-D84,STAGE13-2300,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-FINAL-BALANCED,R23,FER_003,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,128,25,98,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0.0006378780575973,0.0005542836486323,0,0,0.0,183,137.66666666666666,181,183,458,34.25,38,9,9,9,1195039402,9045910,1258.152970237374,1539.9,1309.5,5094.3,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-8298,CC-C-R23-S-R23-FINAL-BALANCED,STAGE13-2300,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-TRUE-D84,R12,FER_030,-1.4,-1.4,1.6963016742589878,0.4901960784313725,0.6901921323014423,128,25,84,1000,3227,296,0.0107566666666666,0.2959999999999999,0.0103937517263795,0.0111321108339741,0.2685309743379792,0.3250303431241272,0.010925,0.0105642857142857,1,1,0.0,216,165.0,214,216,611,49.25,50,9,9,9,143998000,978000,1306.9276999999993,1604.1,1377.0,4079.3,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-R12-TRUE-D84,STAGE13-1200,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-FINAL-BALANCED,R12,FER_030,-1.4,-1.4,1.6963016742589878,0.4901960784313725,0.6901921323014423,128,25,70,1000,3217,296,0.0107233333333333,0.2959999999999999,0.010360984899738,0.0110982118475955,0.2685309743379792,0.3250303431241272,0.0108749999999999,0.01055,11,2,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,143998000,866000,1290.3054000000002,1653.8,1366.3,3579.4,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-R12-FINAL-BALANCED,STAGE13-1200,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-TRUE-D84,R34,FER_030,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,128,25,84,1000,5432,320,0.0181066666666666,0.32,0.0176356679615037,0.0185900063697779,0.2918240089814415,0.3495536240733583,0.0191687499999999,0.0168928571428571,569,61,0.0702341137123746,144,109.91666666666669,142,144,407,32.75,34,9,9,9,143998000,978000,1233.1861999999996,1410.7,1267.9,3864.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-R34-TRUE-D84,STAGE13-3400,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-FINAL-BALANCED,R34,FER_030,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,160,25,126,1000,5266,299,0.0175533333333333,0.2989999999999999,0.0170895556741512,0.018029466160997,0.2714376344223035,0.3281007224888896,0.0174916666666666,0.0175944444444444,55,5,0.0,200,145.5,199,206,407,34.333333333333336,40,7,7,7,142206000,1062000,1208.2013999999986,1405.0,1240.0,2789.7,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-R34-FINAL-BALANCED,STAGE13-3400,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-TRUE-D84,R23,FER_030,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,128,25,84,1000,4604,310,0.0153466666666666,0.31,0.0149129495686329,0.0157927954445859,0.2821076450652277,0.3393465231592832,0.01669375,0.0138071428571428,214,21,0.0130718954248366,162,123.66666666666669,160,162,458,36.875,38,9,9,9,143998000,978000,1256.6873999999982,1611.0,1302.0,8634.3,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-R23-TRUE-D84,STAGE13-2300,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-FINAL-BALANCED,R23,FER_030,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,128,25,98,1000,4549,308,0.0151633333333333,0.308,0.0147322129081177,0.0156068701334907,0.2801662263631301,0.337303248895323,0.01644375,0.0137,85,10,0.0065359477124183,183,137.66666666666666,181,183,458,34.25,38,9,9,9,143998000,1090000,1236.815400000001,1571.8,1286.5,8535.6,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-R23-FINAL-BALANCED,STAGE13-2300,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-TRUE-D84,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,128,25,84,2260,2387,206,0.0035206489675516,0.0911504424778761,0.0033824473791817,0.0036644764974447,0.0799675938049985,0.1037208253643009,0.0040320796460176,0.0029361567635903,135,15,0.03,144,109.91666666666669,142,144,407,32.75,34,9,9,9,325435480,2210280,1228.390752212388,1427.7,1277.2,2540.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2259,CC-C-R34-S-R34-TRUE-D84,STAGE13-3400,TARGET_ERRORS_REACHED
d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-FINAL-BALANCED,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,160,25,126,2260,2320,200,0.0034218289085545,0.0884955752212389,0.0032856133133635,0.0035636715650655,0.0774735830541091,0.1009141115643416,0.0041371681415929,0.002944936086529,0,0,0.0,200,145.5,199,206,407,34.333333333333336,40,7,7,7,321385560,2400120,1200.4676991150425,1396.1,1248.9,8813.6,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-2259,CC-C-R34-S-R34-FINAL-BALANCED,STAGE13-3400,TARGET_ERRORS_REACHED
