runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,windowBits,slideBits,dtb,minFrames,targetFrameErrors,maxFrames,sourceStage09RowId
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S25-D112,R34,FER_030,1.3,160,25,112,1000,200,1000,dense-108
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S25-D112,R34,FER_030,1.3,192,25,112,1000,200,1000,dense-108
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S16-D112,R34,FER_030,1.3,160,16,112,1000,200,1000,dense-108
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S50-D112,R34,FER_030,1.3,192,50,112,1000,200,1000,dense-108
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S25-D126,R34,FER_030,1.3,160,25,126,1000,200,1000,dense-108
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S25-D126,R34,FER_030,1.3,192,25,126,1000,200,1000,dense-108
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S25-D112,R34,FER_010,1.8999999999999999,160,25,112,1000,200,1000,dense-114
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S25-D112,R34,FER_010,1.8999999999999999,192,25,112,1000,200,1000,dense-114
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S16-D112,R34,FER_010,1.8999999999999999,160,16,112,1000,200,1000,dense-114
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S50-D112,R34,FER_010,1.8999999999999999,192,50,112,1000,200,1000,dense-114
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S25-D126,R34,FER_010,1.8999999999999999,160,25,126,1000,200,1000,dense-114
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S25-D126,R34,FER_010,1.8999999999999999,192,25,126,1000,200,1000,dense-114
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S25-D112,R34,FER_003,2.3999999999999999,160,25,112,1000,200,1000,dense-119
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S25-D112,R34,FER_003,2.3999999999999999,192,25,112,1000,200,1000,dense-119
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S16-D112,R34,FER_003,2.3999999999999999,160,16,112,1000,200,1000,dense-119
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S50-D112,R34,FER_003,2.3999999999999999,192,50,112,1000,200,1000,dense-119
prescan_supplement,R34_GATE_SUPPLEMENT,W160-S25-D126,R34,FER_003,2.3999999999999999,160,25,126,1000,200,1000,dense-119
prescan_supplement,R34_GATE_SUPPLEMENT,W192-S25-D126,R34,FER_003,2.3999999999999999,192,25,126,1000,200,1000,dense-119
