runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,windowBits,slideBits,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,mismatchVsBlockBits,mismatchVsBlockFrames,relativeFerIncreaseVsBlock,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,ACSCount,tracebackOperations,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,medianWindowProcessingTimeUs,maxWindowProcessingTimeUs,timingBatchCount,windowBufferBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,lostBits,duplicateBits,outputLength,finalFlushPass,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,stopReason
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.7,-1.7,1.3963016742589878,0.4901960784313725,0.7395541940841037,128,25,70,1000,5738,448,0.0191266666666666,0.448,0.0186426559864816,0.0196229922232145,0.4174356745843569,0.4789623082981407,0.0194187499999999,0.0187928571428571,77,9,0.0044843049327354,188,146.33333333333334,188,210,611,52.75,72,9,9,9,143998000,866000,1337.1756999999982,1744.1,1362.0,5379.6,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.2999999999999998,-1.2999999999999998,1.796301674258988,0.4901960784313725,0.6744814412958267,128,25,70,1000,2639,265,0.0087966666666666,0.265,0.0084687597548273,0.0091371529999454,0.2385832562597563,0.2932153202284545,0.0086999999999999,0.0089071428571428,12,3,0.0037878787878787,188,146.33333333333334,188,210,611,52.75,72,9,9,9,143998000,866000,1318.5707000000018,1576.8,1378.0,16078.0,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.8999999999999999,-0.8999999999999999,2.196301674258988,0.4901960784313725,0.6151343854061907,128,25,70,1492,1668,200,0.0037265415549597,0.1340482573726541,0.00355224775354,0.0039093536659999,0.1176968544160024,0.1522792559794658,0.0039083445040214,0.0035187667560321,2,1,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,214845016,1292072,1348.4973860589823,1541.3,1387.7,2921.1,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-1491,CC-C-R12-S-W128-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,128,25,70,2974,1358,200,0.0015220802510647,0.0672494956287827,0.0014433063053097,0.001605146674195,0.0587949596001132,0.0768205405550314,0.0015803631472763,0.0014554712268229,0,0,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,428250052,2575484,1333.456086079357,1532.9,1388.6,2512.2,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2973,CC-C-R12-S-W128-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.0999999999999998,-0.0999999999999998,2.996301674258988,0.4901960784313725,0.511646496140377,128,25,70,7692,1087,200,0.0004710521754203,0.0260010400416016,0.000443875155243,0.0004998923232526,0.0226743272223591,0.029800955822593,0.0004412051482059,0.0005051630636654,0,0,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,1107632616,6661272,1354.4986089443591,1593.3,1396.6,2852.2,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-7691,CC-C-R12-S-W128-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,128,25,70,10066,1042,200,0.0003450559639711,0.0198688654877806,0.0003247346044572,0.0003666485344595,0.0173202588029099,0.0227837945202879,0.00035763957878,0.0003306746899037,0,0,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,1449483868,8717156,1423.4604808265417,1697.8,1473.8,4790.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-10065,CC-C-R12-S-W128-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,-0.4,-0.4,1.446914308175988,0.65359477124183,0.5482390980715925,128,25,98,1000,20769,750,0.06923,0.75,0.0683271495158754,0.0701438822443056,0.7222397197409139,0.7758469010163086,0.07535625,0.0622285714285714,1175,98,0.0067114093959731,183,137.66666666666666,181,183,458,34.25,38,9,9,9,143998000,1090000,1277.0327000000002,1556.0,1336.9,2038.3,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S25-D98,STAGE13-2300,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,0.2,0.2,2.046914308175988,0.65359477124183,0.4774962930107179,128,25,98,1000,7056,406,0.0235199999999999,0.406,0.022983772589542,0.0240684297762009,0.3759787051349472,0.4367407254603371,0.02485625,0.0219928571428571,169,16,0.0074441687344913,183,137.66666666666666,181,183,458,34.25,38,9,9,9,143998000,1090000,1240.3065,1507.7,1305.5,2079.8,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S25-D98,STAGE13-2300,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,0.6,0.6,2.446914308175988,0.65359477124183,0.4354817949780402,128,25,98,1000,2767,216,0.0092233333333333,0.216,0.0088874886538116,0.0095717465076182,0.1916070089489225,0.2425665898708728,0.0095624999999999,0.0088357142857142,33,4,0.0046511627906976,183,137.66666666666666,181,183,458,34.25,38,9,9,9,143998000,1090000,1182.7997000000005,1442.8,1251.4,2070.9,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S25-D98,STAGE13-2300,TARGET_ERRORS_REACHED
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,25,98,2149,1956,201,0.0030339692880409,0.0935318752908329,0.0029026479733975,0.0031712129329684,0.0819359948487754,0.1065783321853249,0.0030566542577943,0.0030080436083228,28,2,0.005,183,137.66666666666666,181,183,458,34.25,38,9,9,9,309451702,2342410,1211.197766402976,1485.7,1295.2,2800.5,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-2148,CC-C-R23-S-W128-S25-D98,STAGE13-2300,TARGET_ERRORS_REACHED
