plotId,caseId,legendLabel,xSourceColumn,xRaw,xDisplay,ySourceColumn,yRaw,yPlot,yIsZero,ferRaw,ferPlot,ferIsZero,berRaw,berPlot,berIsZero,plotSurrogateUsed,framesProcessed,payloadBitsProcessed
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,0,0,meanMaxErrorsInOneCodeBlock,0,0,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,1,1,meanMaxErrorsInOneCodeBlock,1,1,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,2,2,meanMaxErrorsInOneCodeBlock,1.9550000000000001,1.9550000000000001,false,0.91700000000000004,0.91700000000000004,false,0.010385,0.010385,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,3,3,meanMaxErrorsInOneCodeBlock,2.8759999999999999,2.8759999999999999,false,0.95799999999999996,0.95799999999999996,false,0.013265000000000001,0.013265000000000001,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,4,4,meanMaxErrorsInOneCodeBlock,3.7280000000000002,3.7280000000000002,false,0.97699999999999998,0.97699999999999998,false,0.017315000000000001,0.017315000000000001,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,5,5,meanMaxErrorsInOneCodeBlock,4.6440000000000001,4.6440000000000001,false,0.97399999999999998,0.97399999999999998,false,0.021735000000000001,0.021735000000000001,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,6,6,meanMaxErrorsInOneCodeBlock,5.4660000000000002,5.4660000000000002,false,0.96699999999999997,0.96699999999999997,false,0.024375000000000001,0.024375000000000001,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,8,8,meanMaxErrorsInOneCodeBlock,6.9160000000000004,6.9160000000000004,false,0.98499999999999999,0.98499999999999999,false,0.03041,0.03041,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,10,10,meanMaxErrorsInOneCodeBlock,8.4390000000000001,8.4390000000000001,false,0.98599999999999999,0.98599999999999999,false,0.036005000000000002,0.036005000000000002,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,12,12,meanMaxErrorsInOneCodeBlock,9.5879999999999992,9.5879999999999992,false,0.98999999999999999,0.98999999999999999,false,0.041889999999999997,0.041889999999999997,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,15,15,meanMaxErrorsInOneCodeBlock,11.401,11.401,false,1,1,false,0.053675,0.053675,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,20,20,meanMaxErrorsInOneCodeBlock,13.298,13.298,false,1,1,false,0.071419999999999997,0.071419999999999997,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,25,25,meanMaxErrorsInOneCodeBlock,14.596,14.596,false,1,1,false,0.090359999999999996,0.090359999999999996,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,30,30,meanMaxErrorsInOneCodeBlock,15,15,false,1,1,false,0.10883,0.10883,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,40,40,meanMaxErrorsInOneCodeBlock,15,15,false,1,1,false,0.14529,0.14529,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_S15,分块200,burstLengthBits,50,50,meanMaxErrorsInOneCodeBlock,15,15,false,1,1,false,0.18188499999999999,0.18188499999999999,false,false,1000,200000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,0,0,meanMaxErrorsInOneCodeBlock,0,0,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,1,1,meanMaxErrorsInOneCodeBlock,1,1,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,2,2,meanMaxErrorsInOneCodeBlock,2,2,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,3,3,meanMaxErrorsInOneCodeBlock,3,3,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,4,4,meanMaxErrorsInOneCodeBlock,4,4,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,5,5,meanMaxErrorsInOneCodeBlock,5,5,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,6,6,meanMaxErrorsInOneCodeBlock,6,6,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_max_errors_per_block_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,8,8,meanMaxErrorsInOneCodeBlock,8,8,false,0.81699999999999995,0.81699999999999995,false,0.032155000000000003,0.032155000000000003,false,false,1000,200000
