plotId,caseId,legendLabel,xSourceColumn,xRaw,xDisplay,ySourceColumn,yRaw,yPlot,yIsZero,ferRaw,ferPlot,ferIsZero,berRaw,berPlot,berIsZero,plotSurrogateUsed,framesProcessed,payloadBitsProcessed
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,0,0,decoderTimeMeanUs,7262,7.2619999999999996,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,1,1,decoderTimeMeanUs,8080,8.0800000000000001,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,2,2,decoderTimeMeanUs,7303,7.3029999999999999,false,0.91700000000000004,0.91700000000000004,false,0.010385,0.010385,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,3,3,decoderTimeMeanUs,7199,7.1989999999999998,false,0.95799999999999996,0.95799999999999996,false,0.013265000000000001,0.013265000000000001,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,4,4,decoderTimeMeanUs,32747,32.747,false,0.97699999999999998,0.97699999999999998,false,0.017315000000000001,0.017315000000000001,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,5,5,decoderTimeMeanUs,15188,15.188000000000001,false,0.97399999999999998,0.97399999999999998,false,0.021735000000000001,0.021735000000000001,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,6,6,decoderTimeMeanUs,6012,6.0119999999999996,false,0.96699999999999997,0.96699999999999997,false,0.024375000000000001,0.024375000000000001,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,8,8,decoderTimeMeanUs,6261,6.2610000000000001,false,0.98499999999999999,0.98499999999999999,false,0.03041,0.03041,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,10,10,decoderTimeMeanUs,17007,17.007000000000001,false,0.98599999999999999,0.98599999999999999,false,0.036005000000000002,0.036005000000000002,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,12,12,decoderTimeMeanUs,22724,22.724,false,0.98999999999999999,0.98999999999999999,false,0.041889999999999997,0.041889999999999997,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,15,15,decoderTimeMeanUs,7682,7.6820000000000004,false,1,1,false,0.053675,0.053675,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,20,20,decoderTimeMeanUs,8577,8.577,false,1,1,false,0.071419999999999997,0.071419999999999997,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,25,25,decoderTimeMeanUs,18587,18.587,false,1,1,false,0.090359999999999996,0.090359999999999996,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,30,30,decoderTimeMeanUs,9487,9.4870000000000001,false,1,1,false,0.10883,0.10883,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,40,40,decoderTimeMeanUs,6764,6.7640000000000002,false,1,1,false,0.14529,0.14529,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_S15,分块200,burstLengthBits,50,50,decoderTimeMeanUs,7806,7.806,false,1,1,false,0.18188499999999999,0.18188499999999999,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,0,0,decoderTimeMeanUs,11765,11.765000000000001,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,1,1,decoderTimeMeanUs,13510,13.51,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,2,2,decoderTimeMeanUs,18077,18.077000000000002,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,3,3,decoderTimeMeanUs,18586,18.585999999999999,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,4,4,decoderTimeMeanUs,26460,26.460000000000001,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,5,5,decoderTimeMeanUs,28867,28.867000000000001,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,6,6,decoderTimeMeanUs,19879,19.879000000000001,false,0,1.0000000000000001e-05,true,0,4.9999999999999998e-08,true,false,50000,10000000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,8,8,decoderTimeMeanUs,19450,19.449999999999999,false,0.81699999999999995,0.81699999999999995,false,0.032155000000000003,0.032155000000000003,false,false,1000,200000
stage14_burst_formal_latency_vs_burst_length,K200_M255K207,255整块200,burstLengthBits,10,10,decoderTimeMeanUs,31988,31.988,false,0.82899999999999996,0.82899999999999996,false,0.040669999999999998,0.040669999999999998,false,false,1000,200000
