sourceRowId,caseId,xRaw,yRaw,xPlot,yPlot,isZeroPoint,sourceFile,sourceHash
0,CC-B-R12-H,-5.0,1.0,-5.0,1.0,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
1,CC-B-R12-H,-4.5,1.0,-4.5,1.0,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
2,CC-B-R12-H,-4.0,1.0,-4.0,1.0,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
3,CC-B-R12-H,-3.5,1.0,-3.5,1.0,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
4,CC-B-R12-H,-3.0,1.0,-3.0,1.0,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
5,CC-B-R12-H,-2.5,1.0,-2.5,1.0,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
6,CC-B-R12-H,-2.0,0.998,-2.0,0.998,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
7,CC-B-R12-H,-1.5,0.988,-1.5,0.988,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
8,CC-B-R12-H,-1.0,0.954,-1.0,0.954,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
9,CC-B-R12-H,-0.5,0.845,-0.5,0.845,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
10,CC-B-R12-H,0.0,0.6218,0.0,0.6218,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
11,CC-B-R12-H,0.2,0.5292,0.2,0.5292,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
12,CC-B-R12-H,0.4,0.4248,0.4,0.4248,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
13,CC-B-R12-H,0.5,0.379,0.5,0.379,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
14,CC-B-R12-H,0.6,0.3312,0.6,0.3312,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
15,CC-B-R12-H,0.8,0.2528,0.8,0.2528,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
16,CC-B-R12-H,1.0,0.1868,1.0,0.1868,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
17,CC-B-R12-H,1.2,0.1368,1.2,0.1368,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
18,CC-B-R12-H,1.4,0.0958,1.4,0.0958,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
19,CC-B-R12-H,1.5,0.07776049766718507,1.5,0.07776049766718507,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
20,CC-B-R12-H,1.6,0.0664,1.6,0.0664,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
21,CC-B-R12-H,1.8,0.045,1.8,0.045,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
22,CC-B-R12-H,2.0,0.029735355337496282,2.0,0.029735355337496282,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
23,CC-B-R12-H,2.5,0.009800558631842015,2.5,0.009800558631842015,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
24,CC-B-R12-H,3.0,0.00274,3.0,0.00274,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
25,CC-B-R12-H,3.5,0.00076,3.5,0.00076,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
26,CC-B-R12-H,4.0,0.00016,4.0,0.00016,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
27,CC-B-R12-H,4.5,2e-05,4.5,2e-05,NO,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
28,CC-B-R12-H,5.0,0.0,5.0,,YES,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
29,CC-B-R12-H,5.5,0.0,5.5,,YES,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
30,CC-B-R12-H,6.0,0.0,6.0,,YES,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
31,CC-B-R12-H,6.5,0.0,6.5,,YES,stage15_figure_data_final_scheme_performance.csv,856ad0cd248b95d672df9f12e3bfba84c96a4c64529bee3a67b5feb2567ff5f2
