caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,17,3.500000,segmentCount,0,0,0,0
BCH-B200,17,3.500000,initialSyndromeCount,0,0,0,0
BCH-B200,17,3.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,17,3.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,17,3.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,17,3.500000,syndromeXorCount,0,0,0,0
BCH-B200,17,3.500000,syndromeShiftCount,0,0,0,0
BCH-B200,17,3.500000,tableLookupCount,0,0,0,0
BCH-B200,17,3.500000,lookupHitCount,0,0,0,0
BCH-B200,17,3.500000,lookupMissCount,0,0,0,0
BCH-B200,17,3.500000,bitFlipCount,4732,3.252233676975945,6,6
BCH-B200,17,3.500000,postSyndromeCheckCount,1455,1,1,1
BCH-B200,17,3.500000,correctedSegmentCount,0,0,0,0
BCH-B200,17,3.500000,failedSegmentCount,0,0,0,0
BCH-B200,17,3.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,17,3.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,17,3.500000,syndromeValueCount,17460,12,12,12
BCH-B200,17,3.500000,syndromeEvaluationCount,4452300,3060,3060,3060
BCH-B200,17,3.500000,bmIterationCount,17268,11.868041237113403,12,12
BCH-B200,17,3.500000,bmDiscrepancyCount,17268,11.868041237113403,12,12
BCH-B200,17,3.500000,bmLocatorUpdateCount,12410,8.529209621993127,16,16
BCH-B200,17,3.500000,bmPolynomialCopyCount,5920,4.0687285223367695,6,6
BCH-B200,17,3.500000,chienPositionTestCount,366945,252.1958762886598,255,255
BCH-B200,17,3.500000,chienPolynomialEvaluationCount,366945,252.1958762886598,255,255
BCH-B200,17,3.500000,chienRootCount,4922,3.3828178694158075,6,6
BCH-B200,17,3.500000,gfAddCount,6260215,4302.5532646048114,4981,5269
BCH-B200,17,3.500000,gfMultiplyCount,1935223,1330.0501718213059,1837,1837
BCH-B200,17,3.500000,gfDivideCount,5920,4.0687285223367695,6,6
BCH-B200,17,3.500000,gfInverseCount,0,0,0,0
BCH-B200,17,3.500000,locatorDegree,5932,4.0769759450171819,6,6
BCH-B200,17,3.500000,rootCount,4922,3.3828178694158075,6,6
BCH-B200,17,3.500000,decoderFailureCount,200,0.13745704467353953,1,1
BCH-B200,17,3.500000,miscorrectionCount,0,0,0,0
