organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R12,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,300,1,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,595.2895783847971,467.7,1139.5,8997.8,5,0.4610870476456616,612,59776,131917824,1030608,1.4277203041277508e+19,2026072001,2026072904,0-3367,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,50,6,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,0.0014340855106888361,0.0012960213776722091,1.1065292096219932,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,2112.053592636581,1783.8,3379.5,19400.1,5,0.4610870476456616,612,26112,484985264,2916688,1.806001848570919e+19,2026072001,2026072904,0-3367,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-0.3999999999999999,-0.3999999999999999,2.696301674258988,0.4901960784313725,0.5482390980715925,300,1,4028,1394,200,0.0011535915259847,0.0496524329692154,0.0010946339839467,0.0012157206864341,0.0433626598345758,0.056800370618218,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,604.9682224428988,469.8,1145.0,8037.0,5,0.4658566505052865,612,59776,157768704,1232568,1.7510096615165911e+19,2026072001,2026072904,0-4027,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.3999999999999999,-0.3999999999999999,2.696301674258988,0.4901960784313725,0.5482390980715925,50,6,4028,1394,200,0.0011535915259847,0.0496524329692154,0.0010946339839467,0.0012157206864341,0.0433626598345758,0.056800370618218,0.0012388282025819265,0.0011109731876861966,1.1150837988826816,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,2215.238058589871,1792.8,3800.6,25537.4,5,0.4658566505052865,612,26112,580023944,3488248,9.769472772615463e+18,2026072001,2026072904,0-4027,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-0.2999999999999998,-0.2999999999999998,2.796301674258988,0.4901960784313725,0.5357596526188032,300,1,4893,1297,200,0.0008835751754206,0.0408747189863069,0.00083679858739,0.000932964107855,0.0356775243308572,0.0467922599610669,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,637.4850602902127,473.2,1334.4,23408.6,5,0.4701594514773004,612,59776,191649024,1497258,1.6461051365173396e+18,2026072001,2026072904,0-4892,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.2999999999999998,-0.2999999999999998,2.796301674258988,0.4901960784313725,0.5357596526188032,50,6,4893,1297,200,0.0008835751754206,0.0408747189863069,0.00083679858739,0.000932964107855,0.0356775243308572,0.0467922599610669,0.00095442468833026772,0.00084815041896586958,1.1253012048192772,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,2272.30386266094,1826.5,3936.5,24496.4,5,0.4701594514773004,612,26112,704582214,4237338,9.455985447984298e+18,2026072001,2026072904,0-4892,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-0.1999999999999999,-0.1999999999999999,2.8963016742589875,0.4901960784313725,0.5235642740254496,300,1,7143,1248,200,0.0005823883522329,0.0279994400111997,0.0005509694347557,0.0006155978233993,0.0244200234490406,0.0320862613409024,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,620.3752064958691,470.6,1328.4,11288.0,5,0.4764708627396079,612,59776,279777024,2185758,1.2637494205954398e+19,2026072001,2026072904,0-7142,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.1999999999999999,-0.1999999999999999,2.8963016742589875,0.4901960784313725,0.5235642740254496,50,6,7143,1248,200,0.0005823883522329,0.0279994400111997,0.0005509694347557,0.0006155978233993,0.0244200234490406,0.0320862613409024,0.00061598768024639504,0.00056558868822623545,1.0891089108910892,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,2199.621349573007,1823.4,3698.4,35678.4,5,0.4764708627396079,612,26112,1028577714,6185838,1.2270808287932887e+19,2026072001,2026072904,0-7142,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-0.0999999999999998,-0.0999999999999998,2.996301674258988,0.4901960784313725,0.511646496140377,300,1,9006,1216,200,0.000450070323488,0.0222074172773706,0.0004254797570777,0.0004760814226952,0.0193615989150198,0.0254606613507621,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,611.3054630246493,472.1,1250.1,13818.8,5,0.4793100895699163,612,59776,352747008,2755836,7.45940267854689e+18,2026072001,2026072904,0-9005,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.0999999999999998,-0.0999999999999998,2.996301674258988,0.4901960784313725,0.511646496140377,50,6,9006,1216,200,0.000450070323488,0.0222074172773706,0.0004254797570777,0.0004760814226952,0.0193615989150198,0.0254606613507621,0.00048967355096602263,0.00043026870974905617,1.1380645161290321,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,2174.755007772594,1814.1,3777.3,42801.9,5,0.4793100895699163,612,26112,1296845988,7799196,1.5003024753907128e+19,2026072001,2026072904,0-9005,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,300,1,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,621.7829873328652,474.4,1278.9,23481.0,5,0.4815719391204758,612,59776,445261824,3478608,3.872936703428441e+18,2026072001,2026072904,0-11367,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,50,6,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,0.00033251231527093596,0.0003118402533427164,1.0662905500705218,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,2213.8271551724265,1817.0,3779.2,29782.8,5,0.4815719391204758,612,26112,1636969264,9844688,1.8023254350807433e+19,2026072001,2026072904,0-11367,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-0.5,-0.5,1.3469143081759878,0.65359477124183,0.5610092271509816,300,1,1000,23128,750,0.0770933333333333,0.75,0.0761442418373599,0.0780532552142583,0.7222397197409139,0.7758469010163086,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,544.1375000000007,450.7,986.1,3934.9,5,0.1633986928104575,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-0.5,-0.5,1.3469143081759878,0.65359477124183,0.5610092271509816,50,6,1000,23338,762,0.0777933333333333,0.762,0.076840273122595,0.078757206002445,0.7346343310291412,0.787360447524428,0.087129999999999999,0.073124999999999996,1.1915213675213676,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1939.0584999999985,1670.1,3216.7,19929.8,5,0.1555555555555555,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-0.4,-0.4,1.446914308175988,0.65359477124183,0.5482390980715925,300,1,1000,19416,701,0.06472,0.7009999999999998,0.0638451666752105,0.0656059805833534,0.6718992775111103,0.7285623655776964,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,741.5612000000016,454.9,2738.0,8898.5,5,0.1954248366013072,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-0.4,-0.4,1.446914308175988,0.65359477124183,0.5482390980715925,50,6,1000,19491,709,0.06497,0.7089999999999999,0.0640935826824721,0.0658575581737424,0.6800901976568503,0.7363102172961875,0.073300000000000004,0.060804999999999998,1.2054929693281804,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2608.7072000000007,1733.2,9962.3,41718.0,5,0.1901960784313725,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-0.2999999999999999,-0.2999999999999999,1.5469143081759875,0.65359477124183,0.5357596526188032,300,1,1000,16456,653,0.0548533333333333,0.653,0.0540442419223059,0.0556738246823139,0.6229619706570872,0.681867041246333,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,675.5227,449.4,1802.9,7331.1,5,0.226797385620915,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-0.2999999999999999,-0.2999999999999999,1.5469143081759875,0.65359477124183,0.5357596526188032,50,6,1000,16513,662,0.0550433333333333,0.662,0.0542329117046125,0.0558651500342217,0.6321115753976023,0.6906485548530777,0.061740000000000003,0.051694999999999998,1.1943127962085309,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2341.2666000000004,1668.1,5075.4,23387.1,5,0.2209150326797385,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-0.1999999999999999,-0.1999999999999999,1.6469143081759878,0.65359477124183,0.5235642740254496,300,1,1000,13915,593,0.0463833333333333,0.5929999999999999,0.0456365395085746,0.0471417440076423,0.5622513714741374,0.6230368514475493,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,623.939499999999,454.6,1390.6,8132.1,5,0.2660130718954248,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-0.1999999999999999,-0.1999999999999999,1.6469143081759878,0.65359477124183,0.5235642740254496,50,6,1000,14059,600,0.0468633333333333,0.5999999999999999,0.04611283989441,0.0476254313292961,0.5693094295142662,0.6299252187886226,0.05203,0.04428,1.175022583559169,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2132.7346999999986,1779.1,3757.7,27402.7,5,0.261437908496732,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-0.0999999999999999,-0.0999999999999999,1.7469143081759877,0.65359477124183,0.511646496140377,300,1,1000,11853,538,0.03951,0.538,0.0388187882890122,0.0402130045824639,0.5070132970793997,0.5686958692756982,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,559.0812999999993,453.6,1126.8,3646.5,5,0.3019607843137254,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-0.0999999999999999,-0.0999999999999999,1.7469143081759877,0.65359477124183,0.511646496140377,50,6,1000,11806,543,0.0393533333333333,0.543,0.0386634502521438,0.0400550132981379,0.5120192033150067,0.5736516954552356,0.043779999999999999,0.037139999999999999,1.1787829833064083,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2007.3306000000036,1708.8,3410.9,16181.8,5,0.2986928104575163,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.0,0.0,1.846914308175988,0.65359477124183,0.5,300,1,1000,9814,476,0.0327133333333333,0.4759999999999999,0.0320827501665335,0.0333558834301479,0.445196958428318,0.5069867259789885,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,543.9507000000008,456.6,1038.7,2912.6,5,0.3424836601307189,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.0,0.0,1.846914308175988,0.65359477124183,0.5,50,6,1000,9834,479,0.0327799999999999,0.4789999999999999,0.032148789701058,0.0334231755216636,0.4481771504618108,0.5099835733945823,0.036229999999999998,0.031054999999999999,1.1666398325551441,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1915.413199999996,1701.1,3150.9,7219.3,5,0.3405228758169934,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.1,0.1,1.946914308175988,0.65359477124183,0.4886186104779053,300,1,1000,7967,421,0.0265566666666666,0.4209999999999999,0.0259873540699328,0.0271381038619395,0.3907589314065167,0.4518456964342009,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,738.9200000000008,457.6,2802.5,11560.5,5,0.3784313725490196,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.1,0.1,1.946914308175988,0.65359477124183,0.4886186104779053,50,6,1000,8005,424,0.0266833333333333,0.4239999999999999,0.026112686261181,0.0272661017601676,0.3937184466169774,0.4548632206728269,0.0293,0.025375000000000002,1.1546798029556649,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2642.091999999998,1739.4,10433.9,26742.1,5,0.3764705882352941,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.2,0.2,2.046914308175988,0.65359477124183,0.4774962930107179,300,1,1000,6430,369,0.0214333333333333,0.3689999999999999,0.0209211923802993,0.0219577300903865,0.3396471611587713,0.399355449564444,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,584.050400000001,454.0,1317.5,8036.6,5,0.4124183006535948,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.2,0.2,2.046914308175988,0.65359477124183,0.4774962930107179,50,6,1000,6431,372,0.0214366666666666,0.372,0.0209244862604579,0.0219611027915298,0.3425861139623378,0.4023935362099642,0.02358,0.020365000000000001,1.1578688927080776,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2053.3816000000006,1706.6,3748.6,11813.4,5,0.4104575163398692,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.3,0.3,2.146914308175988,0.65359477124183,0.4666271503984955,300,1,1000,5147,316,0.0171566666666666,0.316,0.0166981396407771,0.0176275590194321,0.2879356221041674,0.3454726250185168,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,745.780900000001,460.4,2851.0,8512.399999999998,5,0.4470588235294117,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.3,0.3,2.146914308175988,0.65359477124183,0.4666271503984955,50,6,1000,5114,319,0.0170466666666666,0.319,0.0165896069886578,0.0175160944885852,0.2908516838468343,0.3485336027249366,0.01822,0.016459999999999999,1.1069258809234508,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2560.002200000003,1700.3,10749.0,21569.1,5,0.4450980392156863,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,300,1,1000,4002,270,0.0133399999999999,0.27,0.0129356528628201,0.0137568102065898,0.2434023676164588,0.2983579412868964,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,629.8709000000001,459.2,1486.5,15838.6,5,0.4771241830065359,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,50,6,1000,4002,271,0.0133399999999999,0.271,0.0129356528628201,0.0137568102065898,0.2443667197375407,0.2993859356488435,0.01392,0.013050000000000001,1.0666666666666667,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2070.7436000000007,1698.8,3821.5,16257.9,5,0.476470588235294,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.5,0.5,2.346914308175988,0.65359477124183,0.4456254690668727,300,1,1000,3234,229,0.01078,0.229,0.0104166890438381,0.0111558395856295,0.2040231297505251,0.2560509733486457,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,627.1261999999992,463.8,1373.7,8549.6,5,0.5039215686274509,459,59776,39168000,306000,1.051317989235653e+19,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.5,0.5,2.346914308175988,0.65359477124183,0.4456254690668727,50,6,1000,3248,230,0.0108266666666666,0.23,0.0104625650036341,0.0112032957640616,0.2049796937202305,0.2570867558619692,0.0114,0.010540000000000001,1.0815939278937381,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2263.5227999999997,1781.3,4358.0,27477.3,5,0.5032679738562091,459,26112,143998000,1090000,1.5375141457908267e+19,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.6,0.6,2.446914308175988,0.65359477124183,0.4354817949780402,300,1,1069,2802,200,0.0087371375116931,0.187090739008419,0.0084208798660941,0.0090651640593907,0.1648482149177046,0.2115740938031115,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,569.370439663236,455.3,1143.7,4480.1,5,0.5313132424781574,459,59776,41870592,327114,1.811002937257488e+19,2026072001,2026072904,0-1068,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.6,0.6,2.446914308175988,0.65359477124183,0.4354817949780402,50,6,1069,2804,200,0.0087433738696601,0.187090739008419,0.0084270022543279,0.00907151423769,0.1648482149177046,0.2115740938031115,0.0094013096351730583,0.0084144059869036489,1.1172873818788214,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1987.7572497661372,1699.9,3441.4,10956.1,5,0.5313132424781574,459,26112,153933862,1165210,6.489688639835063e+18,2026072001,2026072904,0-1068,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.7000000000000001,0.7000000000000001,2.546914308175988,0.65359477124183,0.4255690191011882,300,1,1232,2646,200,0.0071590909090909,0.1623376623376623,0.0068923654818887,0.0074360609703853,0.1428010502661611,0.1839734368157508,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,581.9197240259745,463.0,1200.9,6501.8,5,0.547491723962312,459,59776,48254976,376992,9.989081772490785e+18,2026072001,2026072904,0-1231,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.7000000000000001,0.7000000000000001,2.546914308175988,0.65359477124183,0.4255690191011882,50,6,1232,2628,200,0.0071103896103896,0.1623376623376623,0.0068445839382422,0.0073864409289781,0.1428010502661611,0.1839734368157508,0.0073863636363636362,0.0069724025974025978,1.059371362048894,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1984.8640422077915,1721.7,3468.5,13273.5,5,0.547491723962312,459,26112,177405536,1342880,7.296006170890804e+18,2026072001,2026072904,0-1231,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.8,0.8,2.646914308175988,0.65359477124183,0.4158818855513354,300,1,1568,2464,200,0.0052380952380952,0.1275510204081632,0.0050358151890879,0.0054484560352414,0.1119448247654341,0.1449776889871197,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,677.3047831632648,459.8,1707.2,13434.6,5,0.5702280912364946,459,59776,61415424,479808,1.7293577827486403e+19,2026072001,2026072904,0-1567,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.8,0.8,2.646914308175988,0.65359477124183,0.4158818855513354,50,6,1568,2491,202,0.0052954931972789,0.1288265306122448,0.005092091774194,0.0055069744310447,0.1131473627175807,0.1463199369467793,0.0052742346938775509,0.0053061224489795921,0.99399038461538458,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2340.9160714285745,1724.5,4167.9,22083.7,5,0.5693944244364412,459,26112,225788864,1709120,5.32714206634959e+18,2026072001,2026072904,0-1567,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,0.9000000000000001,0.9000000000000001,2.746914308175988,0.65359477124183,0.4064152580820495,300,1,1901,2203,200,0.0038628791863931,0.1052077853761178,0.0037051922512078,0.0040272498932119,0.0922024159161515,0.1198054952675521,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,573.6385586533412,456.8,1091.1,6212.9,5,0.5848315128260668,459,59776,74458368,581706,1.2572729149890103e+19,2026072001,2026072904,0-1900,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,0.9000000000000001,0.9000000000000001,2.746914308175988,0.65359477124183,0.4064152580820495,50,6,1901,2240,202,0.0039277573207083,0.106259863229879,0.0037687291893802,0.0040934683496564,0.0931920158609951,0.1209158076180217,0.0041872698579694901,0.0037980010520778538,1.1024930747922439,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2020.0557075223564,1730.8,3428.9,19704.8,5,0.5841438802419091,459,26112,273740198,2072090,1.0838254692931277e+19,2026072001,2026072904,0-1900,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,300,1,2268,2108,200,0.0030981775426219,0.0881834215167548,0.0029689014602714,0.0032330644924385,0.0771987805663823,0.1005607445328412,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,569.028527336861,461.5,1128.1,3645.7,5,0.5959585480282648,459,59776,88833024,694008,3.4459118504368353e+18,2026072001,2026072904,0-2267,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,50,6,2268,2137,202,0.0031407995296884,0.0890652557319223,0.0030106210335401,0.0032765884120279,0.0780268168947869,0.1014933944461942,0.0034391534391534392,0.0029916225749559082,1.1495946941783346,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1972.9723985890648,1699.4,3391.5,11193.8,5,0.5953821857961292,459,26112,326587464,2472120,1.481684666793316e+19,2026072001,2026072904,0-2267,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
