organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R23,1.1,1.1,2.946914308175988,0.65359477124183,0.3881235583143458,300,1,2767,1896,200,0.0022840621611853,0.0722804481387784,0.0021836469729575,0.0023890838942432,0.0632133510802678,0.0825335149250409,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,640.7819660281898,462.8,1380.2,16790.9,5,0.6063526482753082,459,59776,108377856,846702,9.157834047662336e+17,2026072001,2026072904,0-2766,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.1,1.1,2.946914308175988,0.65359477124183,0.3881235583143458,50,6,2767,1900,201,0.0022888808577279,0.0726418503794723,0.0021883576545919,0.0023940105610952,0.0635521330135053,0.0829165353863912,0.0023852547885796892,0.0022406938923021321,1.0645161290322582,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2169.7806649801255,1773.0,4025.3,24059.9,5,0.6061164376604756,459,26112,398442466,3016030,7.454529760914873e+18,2026072001,2026072904,0-2766,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.2000000000000002,1.2000000000000002,3.046914308175988,0.65359477124183,0.3792887875145918,300,1,3647,1805,200,0.0016497577917923,0.054839594187003,0.0015754424497748,0.0017275726040815,0.0479081409962783,0.0627078535287602,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,607.051960515491,457.0,1198.4,29928.7,5,0.617751899224181,459,59776,142845696,1115982,1.2534410201797362e+19,2026072001,2026072904,0-3646,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.2000000000000002,1.2000000000000002,3.046914308175988,0.65359477124183,0.3792887875145918,50,6,3647,1805,200,0.0016497577917923,0.054839594187003,0.0015754424497748,0.0017275726040815,0.0479081409962783,0.0627078535287602,0.0016863175212503427,0.0016314779270633398,1.0336134453781511,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2037.9809980806149,1729.3,3618.5,15533.3,5,0.617751899224181,459,26112,525160706,3975230,6.388735747655566e+18,2026072001,2026072904,0-3646,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.3,1.3,3.146914308175988,0.65359477124183,0.3706551206504588,300,1,4476,1804,200,0.0013434614238903,0.0446827524575513,0.0012829185263659,0.00140685740911,0.0390105295493465,0.0511358433821196,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,581.1626452189441,458.3,1176.4,16918.7,5,0.6243903578708814,459,59776,175315968,1369656,8.129036457142615e+18,2026072001,2026072904,0-4475,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.3,1.3,3.146914308175988,0.65359477124183,0.3706551206504588,50,6,4476,1804,200,0.0013434614238903,0.0446827524575513,0.0012829185263659,0.00140685740911,0.0390105295493465,0.0511358433821196,0.0013918677390527257,0.0013192582663092047,1.0550381033022862,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2051.8697050938295,1710.7,3629.9,25794.5,5,0.6243903578708814,459,26112,644535048,4878840,1.6927565379889867e+19,2026072001,2026072904,0-4475,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.4,1.4,3.246914308175988,0.65359477124183,0.362217980037495,300,1,5313,1663,200,0.0010433527824832,0.0376435159043854,0.0009944214817028,0.0010946891485677,0.0328506328823286,0.0431045111535569,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,600.0558817993591,460.3,1177.5,8121.399999999999,5,0.628991166075565,459,59776,208099584,1625778,1.768491645104042e+19,2026072001,2026072904,0-5312,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.4,1.4,3.246914308175988,0.65359477124183,0.362217980037495,50,6,5313,1663,200,0.0010433527824832,0.0376435159043854,0.0009944214817028,0.0010946891485677,0.0328506328823286,0.0431045111535569,0.0010860154338415207,0.0010220214568040654,1.0626151012891345,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2117.22172030867,1730.3,3657.2,23098.3,5,0.628991166075565,459,26112,765061374,5791170,1.514591917657626e+19,2026072001,2026072904,0-5312,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,300,1,7121,1610,200,0.0007536394701118,0.0280859429855357,0.0007177273689311,0.0007913470409239,0.0244955975577115,0.0321851666606599,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,592.2508917286873,462.9,1161.4,10742.5,5,0.6352379457610877,459,59776,278915328,2179026,1.3608343452578075e+19,2026072001,2026072904,0-7120,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,50,6,7121,1610,200,0.0007536394701118,0.0280859429855357,0.0007177273689311,0.0007913470409239,0.0244955975577115,0.0321851666606599,0.00077657632355006322,0.0007421710433927819,1.0463576158940397,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2052.9133267799343,1714.9,3471.8,20130.7,5,0.6352379457610877,459,26112,1025409758,7761890,3.720321776081522e+18,2026072001,2026072904,0-7120,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.6,1.6,3.446914308175988,0.65359477124183,0.3459154854594682,300,1,9617,1651,200,0.0005722505285778,0.0207965061869605,0.0005453121290883,0.0006005188844494,0.0181299336589264,0.0238457563624946,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,582.9101071020066,457.0,1150.8,28379.3,5,0.6400022835379342,459,59776,376678656,2942802,4.28392429669652e+16,2026072001,2026072904,0-9616,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.6,1.6,3.446914308175988,0.65359477124183,0.3459154854594682,50,6,9617,1651,200,0.0005722505285778,0.0207965061869605,0.0005453121290883,0.0006005188844494,0.0181299336589264,0.0238457563624946,0.00057814287199750439,0.00056930435686804615,1.015525114155251,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2017.2970053031029,1691.5,3396.4,56300.0,5,0.6400022835379342,459,26112,1384828766,10482530,1.3724324652906865e+19,2026072001,2026072904,0-9616,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.7000000000000002,1.7000000000000002,3.546914308175988,0.65359477124183,0.3380414876959909,300,1,12801,1613,200,0.0004200192693279,0.0156237793922349,0.0004000197592787,0.0004410182398379,0.0136161812990232,0.0179220037007219,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,583.7349816420568,457.8,1122.3,75465.89999999998,5,0.6433831507240294,459,59776,501389568,3917106,1.030830453100969e+19,2026072001,2026072904,0-12800,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.7000000000000002,1.7000000000000002,3.546914308175988,0.65359477124183,0.3380414876959909,50,6,12801,1613,200,0.0004200192693279,0.0156237793922349,0.0004000197592787,0.0004410182398379,0.0136161812990232,0.0179220037007219,0.00042418561049917974,0.00041793609874228577,1.0149532710280373,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1996.1597453323895,1682.2,3415.0,34855.2,5,0.6433831507240294,459,26112,1843318398,13953090,9.533029090695358e+18,2026072001,2026072904,0-12800,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.8000000000000005,1.8000000000000005,3.646914308175988,0.65359477124183,0.330346724003798,300,1,15640,1468,200,0.000312872975277,0.0127877237851662,0.0002972744577527,0.0003292897050563,0.01114263092794,0.0146720936640807,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,571.1384590792812,458.7,1072.8,46314.1,5,0.6452367818397606,459,59776,612587520,4785840,1.7620057067666831e+19,2026072001,2026072904,0-15639,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.8000000000000005,1.8000000000000005,3.646914308175988,0.65359477124183,0.330346724003798,50,6,15640,1468,200,0.000312872975277,0.0127877237851662,0.0002972744577527,0.0003292897050563,0.01114263092794,0.0146720936640807,0.0002941176470588235,0.00032225063938618928,0.91269841269841256,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1972.8482544757023,1672.0,3261.4,29127.9,5,0.6452367818397606,459,26112,2252128720,17047600,1.171255279223648e+19,2026072001,2026072904,0-15639,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,1.9000000000000004,1.9000000000000004,3.746914308175988,0.65359477124183,0.3228271145173277,300,1,20589,1435,200,0.00023232470413,0.0097139249113604,0.0002206125433156,0.0002446585029552,0.0084626890407057,0.0111480800524401,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,577.7781873816098,459.0,1116.6,20064.1,5,0.6472458007115292,459,59776,806429952,6300234,1.5168190906609396e+19,2026072001,2026072904,0-20588,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,1.9000000000000004,1.9000000000000004,3.746914308175988,0.65359477124183,0.3228271145173277,50,6,20589,1435,200,0.00023232470413,0.0097139249113604,0.0002206125433156,0.0002446585029552,0.0084626890407057,0.0111480800524401,0.00023556267910049056,0.00023070571664481033,1.0210526315789474,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2006.6878235951183,1698.9,3335.8,23826.1,5,0.6472458007115292,459,26112,2964774822,22442010,9.366055104270449e+18,2026072001,2026072904,0-20588,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,2.0,2.0,3.846914308175988,0.65359477124183,0.3154786722400966,300,1,29834,1382,200,0.0001544099573193,0.0067037608098143,0.0001464814536562,0.0001627675319366,0.0058391966701276,0.0076953433326415,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,563.4239726486526,454.4,1057.8,23737.5,5,0.6492132282288796,459,59776,1168538112,9129204,1.4446378879739195e+19,2026072001,2026072904,0-29833,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,2.0,2.0,3.846914308175988,0.65359477124183,0.3154786722400966,50,6,29834,1382,200,0.0001544099573193,0.0067037608098143,0.0001464814536562,0.0001627675319366,0.0058391966701276,0.0076953433326415,0.00014949386605885901,0.00015686800294965477,0.95299145299145294,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1949.8240530937885,1660.5,3124.7,36853.1,5,0.6492132282288796,459,26112,4296036332,32519060,4.580162963123769e+17,2026072001,2026072904,0-29833,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,0.5,0.5,1.835389083702175,0.7352941176470588,0.4456254690668727,300,1,1000,23193,719,0.07731,0.7189999999999999,0.0763596776376798,0.078271147198569,0.6903436580897933,0.7459802216935335,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,722.6715999999997,452.9,2794.9,11464.2,5,0.2066176470588235,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,0.5,0.5,1.835389083702175,0.7352941176470588,0.4456254690668727,50,6,1000,23261,720,0.0775366666666666,0.7199999999999999,0.0765850589877642,0.0784990933770212,0.691369927078949,0.7469462991874067,0.086459999999999995,0.073075000000000001,1.1831679781046869,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,2428.1024,1630.8,10045.5,21777.2,5,0.2058823529411765,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,0.5999999999999999,0.5999999999999999,1.9353890837021748,0.7352941176470588,0.4354817949780402,300,1,1000,19904,674,0.0663466666666666,0.674,0.0654615931900443,0.0672428457438996,0.6443294194831642,0.7023388685638626,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,538.7520999999997,452.7,1049.5,3165.8,5,0.2397058823529411,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,0.5999999999999999,0.5999999999999999,1.9353890837021748,0.7352941176470588,0.4354817949780402,50,6,1000,19949,676,0.0664966666666666,0.676,0.0656106567262369,0.0673937783662973,0.6463678032852955,0.7042851777277892,0.074319999999999997,0.062585000000000002,1.1875049932092354,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1826.8387999999993,1624.8,2995.3,6701.9,5,0.238235294117647,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,0.6999999999999998,0.6999999999999998,2.0353890837021744,0.7352941176470588,0.4255690191011882,300,1,1000,16615,621,0.0553833333333333,0.621,0.054570538100578,0.056207514931061,0.5905223582047959,0.6505515662416997,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,545.7006999999999,457.6,1055.0,3536.1,5,0.2786764705882353,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,0.6999999999999998,0.6999999999999998,2.0353890837021744,0.7352941176470588,0.4255690191011882,50,6,1000,16650,624,0.0555,0.624,0.0546863922904372,0.0563249910867721,0.5935575899582508,0.6534933739373314,0.06166,0.052420000000000001,1.1762685997710798,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1837.096,1624.4,3131.5,9385.5,5,0.2764705882352941,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,0.8,0.8,2.135389083702175,0.7352941176470588,0.4158818855513354,300,1,1000,13927,568,0.0464233333333333,0.568,0.0456762303657042,0.0471820521261369,0.5370956553028252,0.5983839055431392,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,586.6718000000002,452.6,1292.7,4851.4,5,0.3176470588235294,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,0.8,0.8,2.135389083702175,0.7352941176470588,0.4158818855513354,50,6,1000,13960,570,0.0465333333333333,0.57,0.0457853810145555,0.0472928986602518,0.539105173730678,0.600359080081344,0.052049999999999999,0.043775000000000001,1.1890348372358652,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1968.8745999999976,1663.9,3726.8,7684.1,5,0.3161764705882353,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,0.9,0.9,2.2353890837021746,0.7352941176470588,0.4064152580820495,300,1,1000,11751,516,0.03917,0.516,0.0384816754922837,0.0398701260863876,0.4850241520201979,0.5468533917082643,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,503.83650000000046,444.9,822.7999999999998,6110.1,5,0.3558823529411764,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,0.9,0.9,2.2353890837021746,0.7352941176470588,0.4064152580820495,50,6,1000,11760,519,0.0391999999999999,0.519,0.0385114201719486,0.0399003806384407,0.4880191462531423,0.5498354369244066,0.044010000000000001,0.036795000000000001,1.1960864247859764,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1701.2627999999995,1563.7,2633.6,4264.9,5,0.3536764705882353,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.0,1.0,2.3353890837021747,0.7352941176470588,0.3971641173621407,300,1,1000,9586,454,0.0319533333333333,0.454,0.0313299499093762,0.0325887031504474,0.4233763038248614,0.4849757579558096,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,465.3096999999997,435.2,749.7999999999998,2077.0,5,0.4014705882352941,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.0,1.0,2.3353890837021747,0.7352941176470588,0.3971641173621407,50,6,1000,9640,458,0.0321333333333333,0.458,0.0315082362448672,0.0327704122052647,0.4273392207850265,0.4889822269277601,0.036360000000000003,0.030020000000000002,1.2111925383077948,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1580.1438999999991,1502.0,2127.6,6777.1,5,0.3985294117647059,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.1,1.1,2.4353890837021748,0.7352941176470588,0.3881235583143458,300,1,1000,7782,390,0.02594,0.39,0.0253772339610324,0.0265149064299684,0.3602454063696288,0.4205964804971932,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,546.4963999999999,443.6,1200.9,4137.2,5,0.4485294117647059,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.1,1.1,2.4353890837021748,0.7352941176470588,0.3881235583143458,50,6,1000,7813,391,0.0260433333333333,0.391,0.0254794644758142,0.0266193399355488,0.3612277495046385,0.4216064838452124,0.029479999999999999,0.024324999999999999,1.2119218910585816,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1850.1716,1607.5,3083.9,15372.0,5,0.4477941176470588,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.2000000000000002,1.2000000000000002,2.535389083702175,0.7352941176470588,0.3792887875145918,300,1,1000,6137,336,0.0204566666666666,0.336,0.0199562296272538,0.0209693845219435,0.3074015898227095,0.3658535869605525,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,457.5719999999996,421.5,730.2999999999998,1677.2,5,0.488235294117647,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.2000000000000002,1.2000000000000002,2.535389083702175,0.7352941176470588,0.3792887875145918,50,6,1000,6197,337,0.0206566666666666,0.337,0.0201538091014012,0.0211717999259166,0.3083764445978847,0.3668710786684062,0.02367,0.01915,1.2360313315926892,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1544.0078000000003,1454.1,2231.0,5307.5,5,0.4875,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,300,1,1000,4996,287,0.0166533333333333,0.2869999999999999,0.0162015616903212,0.0171174831932848,0.2598197820391999,0.3158104170756465,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,560.6152000000004,451.0,1159.6,3741.5,5,0.524264705882353,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,50,6,1000,5051,289,0.0168366666666666,0.2889999999999999,0.0163824221838409,0.0173032846713756,0.2617544519763308,0.3178604401045733,0.019029999999999998,0.015740000000000001,1.2090216010165182,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1922.5388000000012,1633.0,3218.4,21877.5,5,0.5227941176470589,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.4,1.4,2.7353890837021746,0.7352941176470588,0.362217980037495,300,1,1000,3972,245,0.01324,0.245,0.0128371748403363,0.0136552907900133,0.2193523960949961,0.2725992507326369,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,575.7998,456.9,1015.9,22854.0,5,0.5551470588235294,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.4,1.4,2.7353890837021746,0.7352941176470588,0.362217980037495,50,6,1000,3990,246,0.0132999999999999,0.246,0.0128962609394639,0.0137162031543218,0.2203121532868361,0.2736318400238259,0.015049999999999999,0.012425,1.2112676056338028,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1915.3205999999984,1642.7,3331.3,17367.1,5,0.5544117647058823,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.5,1.5,2.8353890837021747,0.7352941176470588,0.3539728921920689,300,1,1000,3266,214,0.0108866666666666,0.214,0.0105215509608189,0.0112643082703129,0.1897000852144518,0.2404888206392857,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,550.5276000000001,457.7,999.7,3661.7,5,0.5779411764705882,408,59776,39168000,306000,2.846044591137097e+18,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.5,1.5,2.8353890837021747,0.7352941176470588,0.3539728921920689,50,6,1000,3280,215,0.0109333333333333,0.215,0.0105674309204577,0.0113117604489023,0.1906534362913797,0.2415278160453867,0.012449999999999999,0.010175,1.2235872235872236,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333545,1769.453599999998,1604.8,2697.4,5721.0,5,0.5772058823529412,408,32256,142206000,1062000,1.3138063821212133e+19,2026072001,2026072904,0-999,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.6,1.6,2.9353890837021748,0.7352941176470588,0.3459154854594682,300,1,1118,2816,200,0.0083959451401311,0.1788908765652951,0.0080927308626608,0.0087104203305631,0.1575362000818198,0.2024446649908809,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,565.8549194991056,453.0,1158.3,5171.7,5,0.6037567084078712,408,59776,43789824,342108,9.255451803076575e+18,2026072001,2026072904,0-1117,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.6,1.6,2.9353890837021748,0.7352941176470588,0.3459154854594682,50,6,1118,2815,200,0.0083929636255217,0.1788908765652951,0.0080898037416315,0.0087073844906695,0.1575362000818198,0.2024446649908809,0.0097853309481216455,0.0076967799642218247,1.2713538640325392,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333624,1923.879964221824,1649.3,3257.8,9590.1,5,0.6037567084078712,408,32256,158986308,1187316,6.958963454806422e+18,2026072001,2026072904,0-1117,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
