caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,5,-2.500000,segmentCount,19000,19,19,19
BCH-S200,5,-2.500000,initialSyndromeCount,19000,19,19,19
BCH-S200,5,-2.500000,nonzeroSyndromeCount,16608,16.608000000000001,19,19
BCH-S200,5,-2.500000,syndromeCalculationCount,35608,35.607999999999997,38,38
BCH-S200,5,-2.500000,syndromeBitTestCount,391688,391.68799999999999,418,418
BCH-S200,5,-2.500000,syndromeXorCount,583731,583.73099999999999,657,726
BCH-S200,5,-2.500000,syndromeShiftCount,194577,194.577,219,242
BCH-S200,5,-2.500000,tableLookupCount,16608,16.608000000000001,19,19
BCH-S200,5,-2.500000,lookupHitCount,16608,16.608000000000001,19,19
BCH-S200,5,-2.500000,lookupMissCount,0,0,0,0
BCH-S200,5,-2.500000,bitFlipCount,16608,16.608000000000001,19,19
BCH-S200,5,-2.500000,postSyndromeCheckCount,16608,16.608000000000001,19,19
BCH-S200,5,-2.500000,correctedSegmentCount,16608,16.608000000000001,19,19
BCH-S200,5,-2.500000,failedSegmentCount,0,0,0,0
BCH-S200,5,-2.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,5,-2.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,5,-2.500000,syndromeValueCount,0,0,0,0
BCH-S200,5,-2.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,5,-2.500000,bmIterationCount,0,0,0,0
BCH-S200,5,-2.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,5,-2.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,5,-2.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,5,-2.500000,chienPositionTestCount,0,0,0,0
BCH-S200,5,-2.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,5,-2.500000,chienRootCount,0,0,0,0
BCH-S200,5,-2.500000,gfAddCount,0,0,0,0
BCH-S200,5,-2.500000,gfMultiplyCount,0,0,0,0
BCH-S200,5,-2.500000,gfDivideCount,0,0,0,0
BCH-S200,5,-2.500000,gfInverseCount,0,0,0,0
BCH-S200,5,-2.500000,locatorDegree,0,0,0,0
BCH-S200,5,-2.500000,rootCount,0,0,0,0
BCH-S200,5,-2.500000,decoderFailureCount,0,0,0,0
BCH-S200,5,-2.500000,miscorrectionCount,1000,1,1,1
