caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,8,-1.000000,segmentCount,0,0,0,0
BCH-B200,8,-1.000000,initialSyndromeCount,0,0,0,0
BCH-B200,8,-1.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,8,-1.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,8,-1.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,8,-1.000000,syndromeXorCount,0,0,0,0
BCH-B200,8,-1.000000,syndromeShiftCount,0,0,0,0
BCH-B200,8,-1.000000,tableLookupCount,0,0,0,0
BCH-B200,8,-1.000000,lookupHitCount,0,0,0,0
BCH-B200,8,-1.000000,lookupMissCount,0,0,0,0
BCH-B200,8,-1.000000,bitFlipCount,6,0.0060000000000000001,0,6
BCH-B200,8,-1.000000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,8,-1.000000,correctedSegmentCount,0,0,0,0
BCH-B200,8,-1.000000,failedSegmentCount,0,0,0,0
BCH-B200,8,-1.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,8,-1.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,8,-1.000000,syndromeValueCount,12000,12,12,12
BCH-B200,8,-1.000000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,8,-1.000000,bmIterationCount,12000,12,12,12
BCH-B200,8,-1.000000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,8,-1.000000,bmLocatorUpdateCount,15888,15.888,16,16
BCH-B200,8,-1.000000,bmPolynomialCopyCount,5978,5.9779999999999998,6,6
BCH-B200,8,-1.000000,chienPositionTestCount,253980,253.97999999999999,255,255
BCH-B200,8,-1.000000,chienPolynomialEvaluationCount,253980,253.97999999999999,255,255
BCH-B200,8,-1.000000,chienRootCount,932,0.93200000000000005,3,6
BCH-B200,8,-1.000000,gfAddCount,4810744,4810.7439999999997,5125,5437
BCH-B200,8,-1.000000,gfMultiplyCount,1828720,1828.72,1837,1837
BCH-B200,8,-1.000000,gfDivideCount,5978,5.9779999999999998,6,6
BCH-B200,8,-1.000000,gfInverseCount,0,0,0,0
BCH-B200,8,-1.000000,locatorDegree,6000,6,6,7
BCH-B200,8,-1.000000,rootCount,932,0.93200000000000005,3,6
BCH-B200,8,-1.000000,decoderFailureCount,999,0.999,1,1
BCH-B200,8,-1.000000,miscorrectionCount,1,0.001,0,1
