schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason
bch.group4.result.v1,BCH12,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,8,6.3095734448019334,0.32096426204481454,0.10301805750997238,2026072201,1,4,200,60000,74,60,0,0,0,0,200,1,200,1,0,0,0,0,140,60,0,98.367000000000047,138.11499999999995,108.84999999999999,266.56499999999852,854.44499999999994,888.29999999999995,27e5c7196613ebff812d9b5b6b25b9d1ae81078e75db98ee526be909de4d0597,0681e59e80debbb3085b913efe4362dd3208fee9c3b95ba905515201970f300f,FIXED_FRAMES_REACHED
